ID,Gamma,Tin,Norm,Red. Pg-Stat,mjd,Intensity,hardness ratio
1130360213_0,1.43169,0.259041,127.252,0.9240677966101696,58306.6320486,4.563060701509679,0.4874725039982104
1130360244_1,1.23491,0.26084,141.804,1.1546575342465755,58350.3564699,1.2814174101603475,0.5187145508251271
1130360235_1,1.5446,0.200012,904.887,0.9809497206703911,58335.5590856,4.100410572832138,0.4775874654916353
1130360199_2,1.77197,0.213339,15709.9,0.9439473684210526,58287.8375694,16.528023588452257,0.44724228081761597
1130360231_1,1.99248,0.322477,3369.21,1.3582722513089005,58327.7968287,35.398683667937526,0.3207063202896963
1130360144_4,3.5,0.601089,3740.4,1.1653896103896104,58197.9012616,292.15654295403357,0.053511318609756116
1130360209_0,1.81082,0.212746,13651.4,1.1721764705882354,58302.0612847,17.904785197987444,0.396190434761126
1130360146_1,1.91288,0.588874,3936.57,1.08640625,58199.1875694,275.3964121927446,0.055009449551793925
1130360207_1,2.01256,0.321694,3289.83,0.9707291666666666,58300.1924306,30.77275680650797,0.3089813313930317
1130360230_2,2.01298,0.330118,5413.52,1.0848780487804877,58326.777037,39.43351680596142,0.3041727911528608
1130360145_3,3.5,0.590494,4058.09,1.393450704225352,58198.8014699,279.2911128574567,0.05127177030126869
1130360183_3,1.10009,0.480112,4575.76,1.1072777777777778,58261.2397338,91.82510090219286,0.04781285550679778
1130360212_1,1.1,0.569371,21.4265,1.231578947368421,58305.9879861,5.65412017855404,0.5045228397059912
1130360156_1,3.4993,0.436886,5469.16,0.9747272727272727,58214.2143634,57.075260490303684,0.023548047705994807
1130360157_4,3.5,0.422091,5381.85,1.0142962962962963,58215.7551852,43.37299313724972,0.01777508595867751
1130360184_3,1.26703,0.488111,3031.72,1.0159166666666666,58266.2291204,71.17059309865516,0.05529279626212741
