TIC_ID|GDR2_ID|GDR2_RA|GDR2_DEC|TLC|mas_parrallax|g_mag|bp-rp|probability|age_myr|age_err_lower|age_err_upper|Distance|absolute_mag|cadences|tic_id_corrected|ecl_lat|ecl_lon|gal_lat|gal_lon
TIC_386898812|5100563664489495936|53.6354|-20.6237|-1|10.96|15.4|3.2|0.39|28.7|9.5|6.1|91.24087591|10.599052770799078|120,600,1800|120933455|-38.53188409134008|44.81136378927146|-52.314663857895255|212.02331397265897
TIC_311270551|5828195991325692928|245.5894|-63.914|22|17.55|13.6|3.2|1.0|11.7|3.3|3.3|56.98005698|9.821385604011386|No TESS data found|349861632|-41.66300855329266|255.91768281615083|-9.935936254601478|323.7408654411199
TIC_274598170|3216922640621225088|83.4993|-2.3592|-1|29.08|11.3|2.5|0.12|21.9|27.0|1.5|34.38789546|8.61797201098538|20,120,600,1800|427346731|-25.635974281085833|82.78820258130727|-18.2736658960359|206.0125311178127
TIC_250081915|2552677670228493824|13.5431|5.158|-1|18.41|14.5|3.4|0.96|22.8|5.4|4.3|54.31830527|10.825268942475123|No TESS data found|344624947|-0.5895295399867302|14.459284704447931|-57.706980635276906|124.20641216414924
TIC_468344752|2748171662281026688|6.1468|7.5739|-1|11.0|13.9|2.8|0.21|23.1|7.6|6.2|90.90909091|9.106963425769411|No TESS data found|468344752|4.514283672848543|8.639202962841559|-54.6937790731799|111.36648655438998
TIC_418310645|6481766769687829760|312.9941|-47.1942|-1|14.89|15.1|3.4|0.81|27.6|7.9|4.9|67.15916723|10.9644734886421|600|389654717|-28.38671671950901|301.77952591935883|-39.653835971908656|352.6882018679868
TIC_377187434|2025455075908240256|293.5384|28.1246|-1|10.33|15.6|3.2|0.3|32.3|9.7|5.1|96.8054211|10.670501607678448|No TESS data found|337938980|48.94781939965419|302.42780611035874|3.985272441798607|62.61807949833784
TIC_406120297|6146107993101452160|188.7673|-41.6108|22|17.36|12.0|2.6|0.69|9.3|2.9|3.2|57.60368664|8.197748604049494|120,600,1800|144155582|-34.32860072410137|206.51402129786527|21.15668540154254|299.652180134664
TIC_154905595|5926698424901768832|257.0864|-48.7292|22|10.27|15.3|3.1|0.23|30.1|19.7|8.0|97.37098345|10.35785221791799|No TESS data found|213159584|-25.71117763074875|260.5795555465126|-5.017635397580593|339.5363601624953
TIC_147158746|5225172897817489024|175.2063|-74.9942|22|10.4|16.4|3.8|0.99|18.6|3.5|3.7|96.15384615|11.48516669658076|1800|454718471|-63.48306108313998|234.69305734663624|-12.759131762818576|298.3142975302065
TIC_231931266|5285443280524870656|105.4078|-64.1934|22|12.2|16.4|3.8|0.93|27.8|3.5|6.4|81.96721311|11.831799153499686|600,1800|167890419|-83.17937349171306|166.87971035053957|-23.158836285851|274.7013346887161
TIC_93256227|5375025440645600000|168.359|-45.3952|22|10.86|11.9|2.0|1.0|7.7|3.2|1.0|92.08103131|7.07914912620638|120,600,1800|162143408|-45.20065697146922|192.5540751749325|14.12525835944283|285.45705174334756
TIC_357734433|390345804892571392|11.8545|48.0576|-1|10.59|14.4|3.2|1.0|9.0|2.5|2.7|94.42870633|9.524479800462077|1800|240788969|38.889651945015956|32.81410137973815|-14.808724646081838|122.23715578869921
TIC_360816432|5837286379802373120|191.988|-76.1026|22|10.02|15.2|3.4|1.0|11.0|2.7|3.2|99.80039920000002|10.204338607690875|600,1800|361113174|-60.54949608481377|241.45096153345952|-13.232307756938205|302.71690911318007
TIC_396167588|1565853133757724160|201.7926|56.9065|-1|11.27|14.0|2.8|0.36|19.6|4.9|4.4|88.73114463|9.259619580273744|1800|159204108|58.13342283738921|163.7982518635642|59.54864391077797|113.30151002756949
TIC_35583188|4431109517242516224|236.1443|8.1471|-1|10.95|15.7|3.3|0.22|35.8|13.8|6.3|91.32420091|10.897070595957771|No TESS data found|296857533|27.194879044516437|231.67859341997814|44.90649480514617|16.321872253311355
TIC_446066402|52470962620208512|63.5371|21.6495|-1|15.17|13.4|2.8|0.41|20.5|9.5|5.2|65.91957811|9.304927904088478|No TESS data found|16041227|0.43002429118887525|65.5274907406671|-20.85240064469022|173.2336326302941
TIC_374525618|5775740666680052480|250.2229|-79.3716|-1|15.2|15.2|3.5|0.94|28.1|8.1|5.3|65.78947368|11.109217939862836|600,1800|384423732|-56.377495217797126|263.5248417043436|-21.077751759526034|312.5136433286489
TIC_353594693|6437714561445855232|276.2939|-64.7683|-1|10.1|16.0|3.4|0.53|31.2|6.6|7.0|99.00990099|11.021606868915384|No TESS data found|365960207|-41.40704616857791|273.56839258621716|-21.66013013952928|330.03922638412314
TIC_116541950|5919654060021584640|264.3534|-55.862|22|10.7|13.3|2.6|0.75|13.4|2.3|3.4|93.45794393|8.446918888315304|600,1800|74054879|-32.49627008949085|266.2424613305783|-12.643505696779823|335.9835433348125
TIC_27457247|6083197412395551232|204.2589|-47.113|22|11.08|13.5|2.6|0.83|13.5|3.7|3.0|90.25270758|8.722698801991587|600,1800|243322982|-34.12588397223241|221.4470400833257|15.048650629181909|310.93849383661154
TIC_35488490|5822329276475245824|237.5674|-66.8719|22|11.91|15.2|3.1|0.18|35.0|40.5|10.4|83.96305626|10.57955880729098|600|427036962|-45.387366544791234|252.54176493331704|-9.839623174044876|319.21893838638914
TIC_215284001|4154989368339637120|277.6491|-10.351|-1|11.0|14.1|2.8|0.24|22.6|4.7|5.7|90.90909091|9.30696342576941|No TESS data found|215284000|12.883547396323351|277.71549380543337|-0.13883442343540212|21.357121997605123
TIC_338498020|5996218071193669248|239.4518|-40.152|22|10.23|15.0|3.1|0.62|24.3|6.4|6.1|97.75171065|10.04937816867046|120,1800|58833495|-19.254976426544502|245.69682349981446|9.987386750033913|337.25240778751055
TIC_286964952|5226891709370645376|175.3211|-73.2602|22|10.42|15.5|3.2|0.35|30.6|9.1|6.3|95.96928983|10.589338594755423|120,600,1800|454715223|-62.61642665464525|231.37770470613336|-11.083348421315476|297.85779162788367
TIC_175006667|4748105247880681216|44.83|-51.3762|-1|20.94|15.3|3.8|0.32|46.1|12.9|7.3|47.75549188|11.904883386785343|120,600,1800|231294802|-63.105632253052754|11.858650687931988|-55.844171703242054|266.86933472567506
TIC_351809417|5539359097066957440|117.7561|-36.6685|-1|10.48|14.5|2.9|0.44|19.3|5.5|5.2|95.41984733|9.601806413198585|600,1800|131188760|-56.12472635679117|132.07673612153397|-5.09396729850115|251.83403720200357
TIC_259041367|6148710747580468224|182.0678|-41.9475|-1|10.19|15.5|3.4|0.96|20.2|2.4|5.7|98.13542689|10.540870920012372|120,600,1800|134631370|-37.057443501596545|201.3446591308323|20.20784135935343|294.3980297202043
TIC_435111484|3428832238199250432|86.3292|25.1934|-1|14.27|15.4|3.4|0.46|35.5|13.0|7.9|70.07708479|11.172119865674642|No TESS data found|76105136|1.7964492276645263|86.6732898336882|-2.0076454345113106|183.16012425642182
TIC_405856181|5592514235100268032|111.8722|-33.0485|-1|13.81|16.1|3.6|0.48|45.6|17.2|11.8|72.41129616|11.80096839295917|120,1800|112233050|-54.07322269297446|122.14985539003574|-7.574029491952328|246.30080973953775
TIC_408771871|6018064886202720512|245.9447|-39.0338|22|10.17|14.3|3.1|1.0|6.5|2.5|1.8|98.32841691|9.336604764668662|120,1800|350768519|-17.197241712344468|250.63959469688228|7.35728420614571|341.70298189486783
TIC_399781021|4485610693727072896|264.1895|5.1491|-1|11.51|14.5|3.2|1.0|10.9|3.4|2.7|86.88097307|9.805376618071438|No TESS data found|349076379|28.455649313147404|263.41063897159586|18.945814894553774|28.960650192858562
TIC_344406503|341367200438551552|37.9142|44.9438|-1|19.98|13.1|3.0|0.7|16.7|4.8|4.9|50.05005005|9.602977419451989|120,1800|203036339|28.366914129561867|50.60523352087664|-14.391509527552039|140.95815573035154
TIC_184737372|6762405567813028480|287.5003|-28.5152|22|14.14|13.5|2.8|0.53|18.3|6.3|4.6|70.72135785|9.252247047306575|120,600,1800|1636399|-6.007187211495421|285.40412858679883|-16.31725969023773|8.794500417926184
TIC_366627719|1157302444264080000|227.6223|6.1888|-1|14.98|15.4|3.4|0.31|44.6|23.7|7.9|66.75567423|11.277559066892373|No TESS data found|443714928|23.019329931780913|223.27212827544017|50.899301164570545|6.93223076284536
TIC_100931712|1972599455956632448|326.0872|42.1946|-1|11.57|14.7|3.0|0.37|27.0|22.9|8.7|86.43042351|10.016666794735512|120,1800|190885165|51.32010499621275|349.66530717700937|-8.356740676470098|89.86507538025465
TIC_71511834|877953029689466624|120.1662|31.2502|-1|12.86|13.5|2.7|0.67|20.3|6.4|4.4|77.76049767|9.046204842862409|120,1800|284865356|10.483872344902238|115.90202320170503|27.574357313931134|189.97485884507188
TIC_14746375|6435019555364893824|284.4964|-65.8393|-1|16.6|15.6|3.6|0.53|42.1|13.5|10.1|60.24096386|11.700540440035244|1800|464489724|-42.80348485525149|278.0233540589193|-25.24221060783611|329.82461921494644
TIC_359836561|5876885394205151488|230.2309|-58.7931|22|12.48|13.8|3.1|1.0|6.6|2.5|1.8|80.12820513|9.281072926683386|1800|45841864|-38.77837556265389|244.83521637307942|-1.3486445750753602|321.26747371346386
TIC_94278970|2125063338896204800|270.9037|52.2864|-1|12.31|14.4|3.0|0.39|24.6|7.2|6.4|81.23476848|9.851290264680904|120,1800|233514176|75.71864973801102|272.23758814332933|28.261660708208087|80.13216559719665
TIC_212689596|3105238132126208512|101.188|-4.5979|-1|13.48|13.9|3.0|0.98|16.8|3.7|5.1|74.18397626|9.548449461029511|600,1800|280532600|-27.54914830525598|102.59583918236297|-3.5792436764659|216.26839420331873
TIC_291558694|176654036406205568|66.1019|36.2218|-1|21.5|14.8|3.6|0.58|40.2|7.2|7.5|46.51162791|11.462192299436882|120,1800|367844330|14.404301073824547|70.27607522202172|-9.219524782064877|163.83602538069096
TIC_73422679|5227703011513843584|172.1892|-72.895|-1|12.73|14.1|3.0|0.99|17.6|4.8|4.2|78.55459544|9.624142018374243|120,600,1800|454544943|-63.22715598067291|229.68851181789643|-11.005221971870839|296.8605269925815
TIC_425100677|6850555648387276544|302.1579|-25.7574|-1|17.64|14.2|3.2|0.42|25.1|5.7|4.1|56.6893424|10.43249290411798|No TESS data found|301588624|-5.474897952427446|298.7839635251196|-27.584713229275433|16.479132728957488
TIC_347495133|5824338256022812416|228.1479|-67.1916|22|10.02|14.3|2.9|1.0|13.9|2.1|4.5|99.80039920000002|9.30433860769088|600,1800|262088327|-46.96047004867466|247.72655548548286|-7.973629938619379|316.00121392286997
TIC_254046191|2389878584141597440|359.403|-19.7253|-1|11.1|13.5|2.6|0.37|18.7|13.4|2.8|90.09009009|8.726614893935459|No TESS data found|114794181|-17.803830037930737|351.3426396680353|-75.61894389224612|61.052339886702825
TIC_259383833|5904259793414798976|221.8463|-50.7121|22|11.97|16.3|3.7|0.37|42.7|8.5|8.3|83.54218881|11.690470751911104|120,1800|366011855|-32.82464987740218|235.84807074271262|8.050182982743612|320.9861236725619
TIC_403951488|4154989368339636352|277.6502|-10.351|-1|11.0|14.5|2.9|0.17|25.1|16.5|6.7|90.90909091|9.70696342576941|No TESS data found|215284001|12.883488619216285|277.71660220963724|-0.13979350208329772|21.35762310219022
TIC_332217166|5616318829343360000|109.4462|-25.9819|-1|12.47|12.2|2.3|0.89|9.5|3.5|1.7|80.19246191|7.679332267354276|600,1800|66516449|-47.65597834098177|116.37490679341568|-6.199496614279089|239.0026787587994
TIC_178805392|964177934129917696|99.1056|43.8291|-1|19.83|12.7|2.7|0.3|28.4|17.8|10.4|50.42864347|9.18661357100458|120,1800|190332444|20.611019347771432|97.00214284324737|15.886826009621112|171.38807195469676
TIC_125882822|4587345820285675136|278.4995|28.9005|-1|25.33|12.5|2.9|0.26|26.0|26.7|8.8|39.4788788|9.518175948944055|120,1800|322275995|51.982556145044|282.1236709504035|16.236651564594176|57.538294102842755
TIC_174872586|4279240057773133056|283.6649|2.6503|-1|14.14|13.9|2.8|0.22|28.9|38.7|11.7|70.72135785|9.652247047306576|No TESS data found|226958184|25.374206167039635|285.1366658308528|0.4920432880420785|35.65780276757747
TIC_165941376|4944355154177076864|31.7579|-44.1107|-1|23.39|12.1|2.6|0.13|22.9|31.1|3.7|42.75331338|8.945151109136532|120,600,1800|165941376|-52.08582685695304|6.5231061196510245|-67.21256069976877|266.031562596149
TIC_26538613|4319874743375796224|290.0136|14.4012|-1|11.04|13.9|2.7|0.54|18.4|4.3|3.8|90.57971014|9.11484536708403|No TESS data found|300820197|36.17111268446908|294.24093124901134|0.3467869249855049|48.9748500004448
TIC_125977598|2901786974419551488|82.4363|-32.6539|-1|33.48|12.3|3.1|0.97|20.2|6.0|4.9|29.86857826|9.923927246291685|20,120,600,1800|24452802|-55.79504259646155|78.62630925470212|-30.49801624639497|236.62471280772078
TIC_130728514|5984621762578271616|239.5355|-47.4974|-1|16.48|13.3|3.0|1.0|9.6|2.5|2.9|60.67961165|9.384786036822858|600,1800|255303259|-26.408331475262017|247.51033163285413|4.3811537937081235|332.46638712947015
TIC_119028749|5861825550891696000|192.1994|-64.77|22|10.23|14.0|2.9|1.0|9.0|2.4|3.6|97.75171065|9.04937816867046|120,1800|369743688|-52.5730459842104|226.71922127514017|-1.8996956037845687|302.65041544460604
TIC_454251662|240203987423766144|45.6841|41.8452|-1|13.05|14.0|3.0|0.39|21.5|6.8|5.7|76.62835249|9.578052558383442|1800|186664893|23.58139772027306|55.395541027571646|-14.651690481985485|147.60167960081787
TIC_342626499|5791768934876065152|224.9579|-76.9113|22|10.4|14.6|2.9|0.4|23.8|11.5|7.2|96.15384615|9.68516669658076|No TESS data found|402808278|-56.0984273978871|253.2995554333246|-15.866727055524986|310.1185220389152
TIC_352173766|5342965090351485440|175.571|-57.1341|22|10.01|15.7|3.3|0.89|21.1|3.8|5.5|99.9000999|10.702170387398764|120,600,1800|266842406|-51.934126383730856|208.650670166741|4.482412077955983|293.6223700158248
TIC_400051845|6200377211288653440|227.047|-36.4553|22|10.19|15.1|3.1|0.38|25.3|8.4|5.3|98.13542689|10.140870920012372|120,1800|122083452|-18.119219675057195|234.78028272576523|18.735389346219918|331.43710875074413
TIC_168122768|5841058323178039680|205.0493|-70.3137|22|15.39|15.2|3.5|0.94|29.3|10.8|6.3|64.97725796|11.136193099147835|No TESS data found|342588902|-53.815622178986956|238.86987396554457|-7.832721889927132|307.04932848917935
TIC_76649446|5532217498469696384|117.4896|-44.047|-1|11.08|14.6|2.9|0.19|25.0|9.0|6.4|90.25270758|9.822698801991589|120,600,1800|143268184|-63.06323891455042|137.0828252656194|-8.942815969887457|258.1812716993181
TIC_410706283|175329120598595200|70.9871|37.384|-1|13.96|12.3|2.4|0.26|20.2|53.5|3.8|71.63323782|8.024427091506936|120,1800|156364508|14.9649764106881|74.45391939555127|-5.540775360389186|165.61553401395858
TIC_398007510|6113230293329865600|206.2192|-40.5485|22|10.18|15.1|3.1|0.21|27.9|6.4|4.0|98.23182711|10.138738890047565|No TESS data found|166188099|-27.575032598114277|219.7290294296139|21.194242465811794|313.7862632625271
TIC_187633030|5848805310334669056|221.3296|-66.7017|22|10.98|13.2|2.5|0.25|18.0|9.4|2.3|91.07468124|8.403011700537359|600,1800|258326782|-47.62683261272123|243.84840990948763|-6.278719519839637|313.8661224014846
TIC_393084676|5984600871856861056|239.2707|-47.7394|22|11.86|16.2|3.7|0.92|29.3|9.4|7.9|84.31703204|11.57042344515338|120,1800|255236579|-26.684449434118516|247.37720754956138|4.312463372964187|332.17278853027
TIC_421448839|6074422347544149248|191.1642|-54.2297|22|10.83|13.1|2.4|0.29|18.4|12.8|3.1|92.33610342|8.273142283042782|600,1800|419499627|-44.37845594694276|216.64003041825336|8.628851496274631|301.9297223899599
TIC_422338680|5756039926568355840|135.1459|-7.9662|-1|15.94|14.2|3.1|0.57|26.6|9.7|7.6|62.73525721|10.212441585458116|120,600,1800|47330198|-23.89106982785252|140.1579122016721|24.054606895308602|236.46176505731552
TIC_367617601|6132146982868270976|187.9083|-45.9833|22|12.24|12.1|2.5|1.0|3.6|1.7|1.2|81.69934641|7.538907088920897|120,600,1800|72564426|-38.44520277235528|208.5011584020049|16.750323869057553|299.3411839721556
TIC_98955909|6653162456161626368|272.3738|-54.5153|22|25.76|13.4|3.4|1.0|14.9|2.4|3.4|38.81987578|10.45472929323736|120,600,1800|118278380|-31.089274932620835|271.604958038242|-16.097558327211345|339.3793694585068
TIC_307086675|5271426397057175936|122.7996|-66.9443|22|10.43|14.8|3.0|0.41|24.3|9.3|6.2|95.87727709|9.891421542026904|120,600,1800|306927574|-77.19801148214755|196.7785676895181|-17.49939754426352|280.2253277499511
TIC_264651953|975317464388545280|112.7553|46.0069|-1|17.99|12.9|2.8|0.61|15.6|3.9|4.4|55.58643691|9.175155816704088|120,1800|307757953|23.90855478868371|107.08616334583174|25.739541022293686|172.3615759004536
TIC_4290970|3210242935682998656|79.4069|-5.0618|-1|11.7|17.2|4.1|0.5|45.2|4.4|16.3|85.47008547|12.54092930873298|600,1800|249064923|-28.06173749127448|78.01961879671515|-23.14481467803181|206.54771907354993
TIC_4115804|5226236778397099776|164.6073|-73.8633|22|10.4|14.1|2.9|1.0|11.9|2.0|4.5|96.15384615|9.18516669658076|600,1800|277640375|-65.59939227859958|229.55731483401206|-12.716722289712642|295.1809789827618
TIC_34193332|6235138683716978944|236.7765|-25.3275|22|12.0|14.2|2.9|0.6|18.2|6.6|5.6|83.33333333|9.595906230324982|1800|23507468|-5.262588847988523|240.1721893349311|22.607012315352346|345.7072697838852
TIC_169530372|2982682099324617728|77.9425|-17.0913|-1|18.81|14.1|3.1|0.29|34.2|25.6|7.8|53.16321106|10.471943977668074|120,600,1800|169530372|-39.90120860431466|74.90994100351215|-29.499011977662274|218.06951111070848
TIC_269118314|5908372482296952064|225.3193|-43.6585|-1|70.7|9.6|2.5|0.38|24.4|18.2|7.9|14.14427157|8.847097068986667|20,120,600,1800|334524122|-25.38955807085059|235.7258453262633|13.208232543049515|326.43771236665026
TIC_47857138|5847335052788164224|209.9861|-68.4547|22|10.54|13.0|2.5|0.83|10.0|2.3|3.5|94.87666034|8.114203054418251|600,1800|448370125|-51.29417756397096|239.4210189442924|-6.417930013141679|309.1796563753643
TIC_60898166|6503059740071544064|348.3201|-49.5547|-1|24.7|12.8|2.8|0.25|25.7|19.0|7.9|40.48582996|9.763484766272272|120,600,1800|197960398|-40.23976032199912|326.3257380765655|-60.7177781542373|336.3571215409345
TIC_52583022|3341238918520502912|84.1539|13.0101|18|10.06|14.6|3.1|1.0|11.2|2.7|2.9|99.40357853|9.61298990357392|120,1800|52583022|-10.311772737390418|84.20678314062823|-10.104539652055127|192.5521834230086
TIC_171088791|3292674799886039936|70.4769|9.3314|18|11.34|14.7|3.1|1.0|16.4|4.1|5.3|88.18342152|9.973065272704527|600,1800|373309231|-12.778445064318714|70.23257612157381|-23.35382223412311|188.11829992606317
TIC_229463472|6430875324240095872|304.4713|-62.2456|-1|18.16|13.8|3.2|1.0|17.5|3.5|3.3|55.06607929999999|10.095579220734242|120,600,1800|466265409|-41.240086475842915|290.51511329219716|-33.79155597300084|334.32801740299584
TIC_160404487|5093056748849753344|65.1533|-18.8857|-1|10.05|13.8|2.8|0.61|14.4|5.2|2.7|99.50248756|8.810830308830312|600,1800|139635314|-39.679837960323894|58.89311929341587|-41.49983387272671|214.78361117419206
TIC_164210761|5990286858802698752|243.0213|-45.9405|-1|22.79|13.0|2.9|0.18|26.2|17.4|7.8|43.87889425|9.788721625994166|120,600,1800|164210761|-24.381208939930893|249.7309161685132|3.945286242433438|335.2921070241994
TIC_211406982|4251354037713722112|303.2201|9.1347|-1|13.9|13.7|2.8|0.16|27.1|21.4|7.2|71.94244604|9.41507400136602|No TESS data found|273187233|28.30758173869322|307.902986720781|-13.493458671948158|50.773476169859826
TIC_379593793|5123066097663430016|34.2288|-23.3704|-1|13.72|12.7|2.7|1.0|7.3|3.6|2.5|72.88629738|8.386770556737273|20,120,600,1800|268862481|-34.703785704217026|22.597935117483043|-70.33629627485462|206.65970186553642
TIC_410870658|3314597408180024960|66.9972|18.759|-1|19.04|13.0|2.7|0.22|31.3|23.3|15.4|52.52100840000001|9.398334720381252|120,1800|17518112|-2.960457764527295|68.24890924817447|-20.30724343822261|177.8403865046155
TIC_332213483|5089009549627861120|56.1411|-20.094|-1|14.2|14.5|3.1|0.21|31.0|15.2|5.0|70.42253521|10.26144172195437|120,600,1800|121049033|-38.71330582192017|47.88504826738311|-49.918151010475455|212.39965465576256
TIC_429023980|5355516599704195840|156.5041|-54.441|22|12.99|14.0|2.9|0.36|19.4|5.6|5.3|76.98229407|9.568045755431804|1800|464530981|-56.99386625654462|191.74075342075758|2.6292471604444736|282.74426658191425
TIC_313025348|438576260403131776|42.2925|48.7285|-1|10.08|13.5|2.5|0.18|23.5|90.5|3.4|99.20634921|8.517302660467621|120,1800|428055049|30.864508946277798|55.354592621851936|-9.705005314417368|142.13099055275453
TIC_15349913|5323690033028759936|135.3354|-52.3535|-1|12.21|14.4|3.1|0.73|21.4|8.9|4.3|81.9000819|9.833578319726584|120,600,1800|401299019|-63.79829193305578|169.69315471325558|-3.9660395716876256|271.83361092958603
TIC_199743318|5534516955242365056|121.7044|-40.5594|-1|11.34|14.7|3.1|0.73|21.1|5.1|4.9|88.18342152|9.973065272704527|120,600,1800|133974737|-58.61489772018402|140.05110150780772|-4.47904725654868|256.77742099356396
TIC_293205540|2989206326445904896|79.9827|-11.4159|-1|14.44|13.2|3.0|1.0|8.7|2.5|3.5|69.25207756|8.997835966241063|600,1800|24518897|-34.4411970516253|78.06445477576003|-25.428924691284305|213.08404384174966
TIC_117380199|6090846749152290944|210.9064|-50.18|22|10.41|13.5|2.6|0.72|15.4|8.4|2.5|96.06147935|8.587253647479937|120,600,1800|312617534|-35.018700809382075|227.8590386708294|11.050083752320242|314.5936964841824
TIC_428844130|5271789716931617280|128.629|-68.0231|22|10.02|14.4|2.8|0.31|24.6|8.2|7.4|99.80039920000002|9.404338607690878|600,1800|307851480|-75.26310126684038|203.30231646800152|-16.143854365895542|282.39257551258305
TIC_130942722|5188305856319461376|162.5281|-88.9982|-1|17.37|12.6|2.7|0.7|12.5|4.5|2.9|57.57052389|8.798999092302157|600,1800|374017005|-66.84288501726672|267.56557810434015|-26.26245519281539|302.3678028233816
TIC_67043419|6728751303595489536|280.1351|-40.1833|-1|18.13|14.2|3.2|0.52|30.8|8.8|5.9|55.15719801|10.491989020648438|1800|316096209|-17.027965372561578|278.0788045423858|-15.182733599181987|355.18480623550556
TIC_66939701|4282562266517007104|284.9609|6.0933|-1|13.16|14.5|3.3|1.0|12.5|3.0|3.2|75.98784195|10.096279446255052|No TESS data found|228061588|28.65345690938466|287.00532637352035|0.9139930438623185|39.3112425530573
TIC_11756637|5226891709370642944|175.3421|-73.2661|22|10.4|16.5|3.6|0.26|47.9|10.5|4.6|96.15384615|11.58516669658076|No TESS data found|454715235|-62.61420552143713|231.39542706479617|-11.087372302298396|297.86536192091654
TIC_103199972|4879265027885788416|71.3783|-28.843000000000004|-1|11.5|14.0|2.7|0.14|26.9|17.6|9.2|86.95652174|9.303489201746345|600,1800|423810582|-50.605383034369126|63.84643713144499|-38.83523834770474|229.39533665155813
TIC_317479592|5331636650228050048|133.0947|-44.2987|-1|10.37|14.5|3.0|1.0|13.2|2.8|3.4|96.43201543|9.578893781925444|600,1800|29509219|-58.066031485813795|157.5807360489255|0.13117167622651293|264.7362498604451
TIC_315398155|4117562572327410432|263.5184|-22.5035|-1|15.51|13.9|3.0|0.56|20.2|4.9|2.7|64.47453256|9.853058989055866|1800|231883238|0.8011826983151358|264.0093574660943|5.611863279988268|4.085410383235783
TIC_368241871|700270954208436480|137.44299999999998|32.2786|-1|14.49|13.8|2.9|0.25|24.5|15.6|6.5|69.01311249|9.605341927399088|1800|8677343|15.219531659235338|130.19234873355487|42.114025222665475|192.7057525681969
TIC_817917128|5516293374647532928|123.7817|-47.2149|-1|13.3|13.8|2.8|0.12|30.2|27.3|17.4|75.18796992|9.419258204974405|600|817917128|-63.885727266074284|149.09500312918507|-6.821323330633166|263.21552986683264
TIC_51337198|3291404417280295680|74.1355|9.9132|18|10.42|14.9|3.0|0.84|20.3|5.1|4.3|95.96928983|9.989338594755424|600,1800|399818817|-12.648145409125588|73.97576663575262|-20.04959935406278|189.79700983104752
TIC_219779655|662732046688476288|127.9055|19.3938|-1|60.24|10.5|2.9|0.98|19.5|5.2|4.1|16.6002656|9.39942481651912|60,1800|178246933|0.4933746774176937|125.41311260234592|30.451439339211614|205.3701355305545
TIC_277751592|2395297767716696704|352.8553|-16.2672|-1|32.74|11.8|2.8|0.2|25.1|17.5|5.9|30.54367746|9.375393375291884|120,600,1800|434100291|-12.093609764441899|346.93541178661656|-68.51940127676801|59.19216769125911
TIC_58243043|6010385312871022208|238.8001|-37.1366|22|11.1|14.1|2.9|0.98|14.4|2.6|4.5|90.09009009|9.326614893935458|120,1800|301048970|-16.418869991944852|244.49521154411136|12.59754415076781|338.87732767882665
TIC_146626586|5846840105074976384|209.0416|-70.3259|22|10.56|15.0|3.0|0.14|29.6|23.5|10.9|94.6969697|10.11831959091948|600,1800|448256726|-53.02629612164421|240.69601218242724|-8.140674380484825|308.37069993662794
TIC_383815451|1915641455098841472|344.855|36.555|-1|10.19|14.1|2.7|0.2|24.4|28.3|6.7|98.13542689|9.140870920012372|1800|418959163|39.04479592277563|3.270690314730869|-21.07713817957168|99.08976043906847
TIC_42460730|5258252942105518080|150.9937|-59.4007|22|10.19|14.3|2.9|1.0|12.5|2.6|3.8|98.13542689|9.340870920012373|120,600,1800|462320070|-62.61118330047442|194.5914081435928|-3.159176472391939|283.0405434473658
TIC_397906327|6065618072591696512|203.6101|-54.0386|22|11.2|13.4|2.8|1.0|12.0|5.0|3.2|89.28571429|8.646090113246677|600,1800|457319545|-40.47123600723029|224.97857025790725|8.301633406973316|309.28762962651143
TIC_175862644|4137738335819853696|260.3779|-15.1051|22|11.9|14.4|2.9|0.4|21.3|8.6|5.9|84.03361345|9.777734806843224|No TESS data found|429684158|8.021448588910603|260.6168944495655|12.106884591225109|8.766964072151335
TIC_72766924|6054478787194977280|182.5382|-62.7349|22|10.3|13.9|3.1|1.0|6.4|2.6|2.4|97.08737864|8.964186123543234|1800|381374762|-53.850119829549804|219.11623912956887|-0.24115327327593072|298.22385612635446
TIC_213159584|5926698424901768960|257.0876|-48.7283|22|10.18|15.4|3.1|0.16|33.0|14.8|8.6|98.23182711|10.438738890047564|No TESS data found|213159592|-25.710203927889427|260.5803312373602|-5.017737726538981|339.53755894220916
TIC_450993824|5859820114746274944|186.2998|-67.3625|22|10.06|15.2|3.2|0.99|18.2|3.3|4.2|99.40357853|10.21298990357392|120,600,1800|281757097|-56.09849576112607|226.68928435633487|-4.6196496372735725|300.4035891258207
TIC_67048477|4792329460975742208|87.0415|-52.184|-1|16.25|14.4|3.2|0.22|36.0|23.0|9.5|61.53846154|10.45426682652018|120,600,1800|270623499|-75.54846346710524|82.71125597692307|-30.594678094861013|259.6716996428066
TIC_60004788|3015860275008838272|85.7329|-7.3108|-1|12.16|12.9|2.6|1.0|10.3|3.7|3.5|82.23684211|8.324667874558505|120,1800|279640409|-30.677195779108583|85.07353896337487|-18.540865651656624|211.7270702091738
TIC_53237111|2932903703242234112|105.0291|-19.0236|-1|33.6|12.3|3.2|1.0|18.7|5.6|4.9|29.76190476|9.931696387088197|120,1800|80033631|-41.471640160675975|109.09356712713415|-6.7062103046923385|230.9025374421509
TIC_176721578|6215391076932317184|219.305|-34.1559|22|10.07|13.6|2.7|1.0|11.3|4.4|3.0|99.30486594|8.61514735273378|No TESS data found|366360430|-17.85491524832295|227.718949858705|23.790892640174707|326.6824281638862
