TIC_ID|GDR2_ID|GDR2_RA|GDR2_DEC|TLC|mas_parrallax|g_mag|bp-rp|probability|age_myr|age_err_lower|age_err_upper|Distance|absolute_mag|cadences|tic_id_corrected|ecl_lat|ecl_lon|gal_lat|gal_lon
TIC_203621614|4060162331630245888|265.1007|-28.9474|22|10.93|14.2|2.9|0.94|15.9|7.0|6.2|91.49130833|9.393100809646672|No TESS data found|202028791|-5.581327701653834|265.68970036455744|0.9650142359907516|359.39034024872
TIC_173878300|2051425982875376896|292.8016|36.1245|-1|25.03|12.7|3.0|0.95|21.3|8.8|4.3|39.95205753|9.692304248093448|20,120,1800|137823194|56.83354711772294|304.8994801267675|8.320199105198604|69.41131549967574
TIC_94420199|5856410391736766976|188.3531|-68.8154|22|10.06|15.7|3.5|1.0|16.9|2.4|3.5|99.40357853|10.71298990357392|120,1800|326538701|-56.573904450623715|229.52554808872083|-6.000929827331004|301.29593004695084
TIC_138859494|6273447455532019840|216.2756|-22.8162|22|12.09|15.4|3.4|0.99|22.4|5.1|4.6|82.71298594|10.812131504272156|No TESS data found|203303875|-7.980757009387069|221.37394665152812|35.16747171166984|329.55387305879856
TIC_143670378|1992796350687814400|351.0201|53.64|-1|10.31|13.2|2.5|0.27|17.7|7.3|3.4|96.99321048|8.266293326311615|120,1800|25171265|50.86535802904612|21.898267424052555|-7.039866789469151|110.09237805422175
TIC_19459453|2937373626029726848|97.2778|-21.5141|-1|14.32|14.9|3.3|0.83|25.1|4.0|6.3|69.83240223|10.67971509000337|120,1800|47596872|-44.71250533213106|99.54222236639902|-14.344776908664288|230.04749301611713
TIC_72235515|5230321361014440704|151.3557|-71.6244|22|11.3|12.5|2.6|1.0|4.9|1.9|2.1|88.49557522|7.765392217447498|120,600,1800|372515598|-68.56170314892121|220.80043751204246|-12.8626970177108|290.5586207972659
TIC_120580117|2911975770717998848|92.4306|-25.6262|-1|10.95|14.8|3.0|0.3|29.3|27.3|11.4|91.32420091|9.997070595957776|600|37443755|-49.03727216797088|93.33995770678293|-20.02721561946918|232.22993087655612
TIC_241423335|6069224028358222464|205.7974|-51.9366|22|10.42|14.5|3.0|1.0|12.6|2.4|2.5|95.96928983|9.589338594755423|120,600,1800|241467204|-37.99793176285676|225.21523524281687|10.123346778013314|310.9926083133827
TIC_59729336|6255111930912602624|234.133|-18.2924|-1|15.06|15.6|3.6|0.7|34.0|10.3|7.1|66.40106242|11.489124859225258|1800|70651441|1.0367704621288865|236.18967280337048|29.470056249791092|348.93700837363787
TIC_333043662|1880470070989480064|337.7468|25.8015|-1|15.13|14.3|3.1|0.43|28.4|9.8|4.2|66.09385327|10.199194640170004|No TESS data found|150618171|32.3411339298723|350.48010382951793|-27.192526219994633|87.32716887350695
TIC_59276615|3347403678354726144|85.3478|14.07|-1|12.09|16.5|3.8|0.68|34.9|12.4|11.1|82.71298594|11.912131504272155|No TESS data found|59276615|-9.295470431253962|85.42362602644768|-8.563797380070575|192.2370044913586
TIC_353315341|2904041248135109248|85.5373|-29.8802|-1|10.36|16.4|3.6|0.48|35.6|10.3|6.1|96.52509653|11.47679877693576|600,1800|140286449|-53.21930301884436|83.52639492663688|-27.189146912183237|234.4082876231047
TIC_308246072|4853515084038073344|51.6546|-38.8378|5|12.43|13.8|2.8|0.25|26.7|22.7|9.5|80.45052293|9.272355643165012|120,600,1800|308245136|-54.9220477440542|32.76306213323243|-55.716005877581495|242.89176013069317
TIC_250134664|3021985138891596672|87.4937|-6.331|-1|12.56|14.4|3.1|0.66|16.4|4.1|4.9|79.61783439|9.89494819713965|600,1800|66736659|-29.74532178931062|87.12680883115058|-16.539321429986373|211.6199472152252
TIC_45886367|5215835054797302528|138.3924|-75.836|22|12.7|15.4|3.6|1.0|18.8|3.0|4.1|78.74015748|10.919018604788471|1800|452419078|-72.5967049266409|232.28201170750333|-18.394328720542894|290.81819356910063
TIC_276224844|6005261829198023296|228.481|-39.6875|-1|25.11|14.1|3.6|0.99|18.2|3.3|3.7|39.82477101|11.099233563431934|20,120,600,1800|276453848|-20.898421674944316|236.90149291740602|15.39879050745681|330.63505229942973
TIC_202950781|5477559813377591552|91.872|-64.1588|-1|15.35|13.5|2.9|1.0|14.6|3.1|4.4|65.1465798|9.43054189921803|120,600,1800|150068381|-87.47473672480041|108.85087049271199|-28.96823317916734|273.651957322007
TIC_102423437|4865836245698743040|68.2718|-36.8437|-1|10.0|15.3|3.2|0.97|20.2|3.8|3.8|100.0|10.3|600,1800|77175246|-57.76495730840207|56.255564061071006|-42.666924063552095|239.29503590903144
TIC_67043337|351095679321830144|24.9925|46.7162|-1|12.22|14.3|2.9|0.41|21.5|7.9|5.3|81.83306056|9.73535602943887|1800|327394573|33.55050616051514|41.78220052689555|-15.344124216356134|131.52582440985
TIC_224219420|2858956014354059136|6.3501|29.6686|-1|12.57|14.4|2.9|0.38|26.1|18.6|8.3|79.55449483|9.896676388401342|1800|238435946|24.576621041461216|18.26424470937168|-32.862437211994205|116.19735654474066
TIC_58904986|6010508698689256064|238.9484|-36.5669|22|10.67|13.5|2.7|1.0|11.2|4.5|3.3|93.72071228|8.640822097062417|120,1800|58583881|-15.836973410662665|244.48894140526502|12.949307322076262|339.3526681737632
TIC_41838506|5253033285548628864|155.3144|-62.4345|22|11.95|13.6|3.0|1.0|6.7|2.4|2.8|83.68200837|8.986839526374094|120,1800|378413560|-62.89952913263446|202.62832261858617|-4.454883003414124|286.5012404278331
TIC_401497628|5007011889437256192|9.9658|-32.9802|-1|13.55|16.2|4.0|1.0|22.5|4.5|5.0|73.80073801|11.859696475975037|600,1800|251880735|-33.86081105310678|354.23640338040775|-83.63547477320074|325.39055704448657
TIC_52036990|4235141738765916032|298.5232|-1.5361|-1|11.97|16.0|3.4|0.29|43.5|15.2|6.5|83.54218881|11.390470751911105|No TESS data found|439741878|18.952001753852365|300.30773235360135|-14.621101662028076|38.81679078265384
TIC_127532332|5863824329964744192|203.466|-65.1426|22|10.16|13.8|2.8|1.0|9.4|2.8|3.2|98.42519685|8.834468539748189|120,1800|316295827|-49.987106040603535|233.1462762020134|-2.6374241275774875|307.3742254365544
TIC_202591022|5307852908070273792|145.5575|-56.0267|22|12.32|14.4|2.9|0.34|27.4|21.6|5.9|81.16883117|9.853053539110764|1800|441744406|-62.44698438525145|184.94523982291457|-2.3434319840454694|278.6622520940851
TIC_309058698|6304110498368466048|213.2675|-12.0258|-1|31.78|12.3|3.1|0.95|16.5|3.4|4.2|31.46633103|9.81076946406713|No TESS data found|157170384|1.2750576661078947|215.11387381915264|46.12183507344955|332.4070861604428
TIC_23075234|520747471631407232|35.401|68.1824|-1|11.58|16.3|3.6|0.53|41.0|6.0|6.5|86.35578584|11.618542796898025|No TESS data found|417483685|50.00711597245129|61.87336544840778|6.766630805468286|131.18082674881967
TIC_233016570|5253041703685170048|155.5155|-62.2746|22|11.9|16.3|3.8|0.94|29.6|8.1|8.4|84.03361345|11.677734806843224|No TESS data found|378621754|-62.727972062766234|202.47600565218087|-4.269939297619788|286.49281663521134
TIC_154560712|2534635509050352256|18.362|0.0188|-1|13.87|13.4|2.7|0.3|20.1|6.9|4.1|72.09805335|9.110382305443512|120,600,1800|388814426|-7.181137787452057|16.940407909672032|-62.342392904486694|134.85366048646597
TIC_114795088|967312087728661760|98.828|47.7601|-1|13.6|12.0|2.2|0.17|14.7|1.9|2.9|73.52941176|7.667694541990061|1800|190248858|24.520151520958883|96.50711026968959|17.188696026275412|167.51342655181185
TIC_255263387|3040167625244851712|115.648|-10.755999999999998|-1|10.65|14.2|2.7|0.17|27.1|24.0|10.3|93.89671362|9.336748038758694|600|95115311|-31.568053441984816|119.93612954514708|6.225491554764572|228.4076101923725
TIC_400896721|3208991141695868416|82.6101|-6.227|-1|11.26|14.4|3.0|0.46|20.5|6.2|5.0|88.80994671|9.657691952675222|600,1800|34470976|-29.449938095329586|81.55257340331929|-20.83470661803982|209.22944621374592
TIC_209170650|5811065741901283840|259.5342|-69.7735|-1|12.51|14.5|3.0|0.83|22.3|6.0|4.5|79.93605116|9.98628654844191|600,1800|301894267|-46.524408255583865|264.7591296837925|-17.82024460744321|322.4118089351227
TIC_236960684|5842802835803988352|185.1411|-71.5886|22|10.77|13.2|2.9|1.0|3.4|1.4|0.9|92.85051068|8.36107851643866|120,1800|447993848|-59.2337418686925|232.04817449408714|-8.864498784306743|300.47139904661987
TIC_214781107|4359521174154055296|259.07|-9.2001|-1|11.51|14.3|2.9|0.45|20.6|8.3|6.0|86.88097307|9.60537661807144|No TESS data found|170705125|13.818515562220082|258.8828688518258|16.348480199796498|13.206832319072934
TIC_282537763|5843299883788891392|190.7321|-70.5725|22|10.06|16.0|3.7|1.0|13.5|2.4|3.1|99.40357853|11.01298990357392|120,1800|328480578|-57.20415317648915|232.88684019891528|-7.712548876296301|302.2180161168853
TIC_317342244|6556100936908324736|350.01199999999994|-31.7598|-1|11.43|13.4|2.7|0.95|11.2|3.5|3.9|87.48906387|8.690231151902362|600,1800|218980998|-25.104135245926347|337.6233684629564|-69.61338068099167|14.322207042274337
TIC_376564658|6016421494262600960|236.9029|-31.4452|22|12.71|14.1|3.1|0.99|14.7|2.3|2.8|78.67820614|9.620727752684484|120,600,1800|442571495|-11.206032180840625|241.64202380230958|17.93298417161563|341.4961477392174
TIC_69228544|2315841869173294208|6.9604|-32.5569|-1|28.68|11.9|2.8|0.35|19.2|6.0|4.1|34.86750349|9.187895734776433|120,600,1800|251845156|-32.300527315615625|351.8106142220535|-82.54295336544466|344.8038891161979
TIC_35407889|3238965099979863296|76.554|4.6572|-1|35.97|12.0|2.9|0.17|23.7|8.9|5.8|27.80094523|9.779702189259542|120,1800|455029978|-18.125677781122725|75.88151776977864|-20.859588682721213|195.9025300631299
TIC_436631419|3296333802784326016|74.027|13.5785|18|10.14|14.9|2.9|0.18|27.5|20.6|5.2|98.61932939|9.930189774954885|120,600,1800|436722903|-8.9937347539374|74.28292543430962|-18.068025842798875|186.5325101674298
TIC_407127336|4905813212878537216|3.6994|-60.0635|-1|22.56|12.7|2.8|0.37|22.8|13.1|6.5|44.32624113|9.466695476789305|20,120,600,1800|425933644|-53.88920151685698|327.6681341943649|-56.47258448835093|311.2015997519426
TIC_274589383|3594955732050281344|181.0138|-6.5054|-1|10.27|14.3|2.7|0.2|28.6|17.8|11.2|97.37098345|9.35785221791799|1800|152802919|-5.563858167215199|183.52120063403282|54.46542606683304|282.38811854838144
TIC_300804669|3236780851410280448|81.9675|4.9115|-1|10.45|14.6|3.0|0.71|19.5|4.4|2.7|95.6937799|9.69558145233308|600,1800|457252048|-18.292983059571696|81.56434329492696|-16.09142541684822|198.57737632033889
TIC_142984562|2529061156897083008|10.5733|-3.9123|-1|13.2|14.5|3.0|0.15|29.7|21.6|9.4|75.75757576|10.102869655959765|120,600,1800|213009118|-7.782833879292209|8.16716971584172|-66.68153859161905|117.16167445692479
TIC_327595423|6056690729718614272|192.2286|-59.83|22|10.63|12.7|2.4|0.74|11.7|4.1|2.1|94.07337723|7.832666322714417|120,600,1800|405756510|-48.664474382852376|221.951849583188|3.0401918915387935|302.61442455316796
TIC_434690445|5234117008292638464|174.0697|-69.4643|22|10.14|13.5|3.0|1.0|3.3|1.4|0.8|98.61932939|8.530189774954883|120,600,1800|280945693|-60.87928187650035|224.19136553642613|-7.553168845331051|296.3872679440985
TIC_248439778|4812425956551456384|76.8133|-43.3375|-1|16.72|13.1|2.8|0.71|17.9|6.1|4.1|59.80861244|9.216181365521935|600,1800|200340473|-65.69216697471028|66.22570578579297|-36.667466822382586|248.37740739222536
TIC_18606868|5574022579819360640|97.9098|-38.4909|-1|11.09|15.6|3.4|0.67|25.7|7.2|8.5|90.17132552|10.82465773070932|600,1800|119492454|-61.5715999442711|103.07288262299927|-20.114850659342604|246.78787867803155
TIC_341873842|6678012896411680640|309.7832|-42.2911|-1|11.83|13.9|2.7|0.17|24.9|10.8|6.3|84.53085376|9.264923723181344|600|91126061|-23.032243171636704|300.9499138374147|-37.22427492927419|358.85671925323237
TIC_432995801|64513368019797376|54.4396|22.0082|-1|16.71|13.3|2.8|0.67|18.4|5.2|5.0|59.84440455|9.414882249400728|120|113951967|2.5105834854986875|57.33286607458008|-26.50969488033777|166.37240084620078
TIC_199704663|6603693881832177792|341.2424|-33.251|-1|47.94|10.7|2.8|0.95|14.8|2.7|4.7|20.85940759|9.103490148782193|120,600|206605718|-23.334195361079036|329.5826922754063|-62.107061545046996|12.50711181441084
TIC_229583790|1712166279937210624|212.1554|75.3841|-1|11.45|13.8|2.8|0.51|18.8|6.1|4.2|87.33624454|9.09402743341645|120,1800|198511704|70.25620128456158|129.22288805317376|40.78252921538138|116.60953051277409
TIC_50450573|6745034933356379904|293.6561|-32.7713|-1|11.6|16.4|3.6|0.23|48.2|11.5|5.5|86.20689655|11.72228994617802|600,1800|113505808|-10.96798069682216|290.09616779906816|-22.767892728569795|6.536892024734412
TIC_143916982|4880837088995525632|71.8468|-27.8425|-1|64.06|10.5|2.6|0.13|29.7|41.0|10.8|15.61036528|9.5329346719934|20,120,600,1800|593228|-49.705017038289036|64.78341747848262|-38.20133361220549|228.27438006405856
TIC_188649966|6348589626362908416|328.3532|-81.1364|-1|11.21|14.6|2.9|0.29|25.8|17.7|8.1|89.20606601|9.84802806303545|120,600,1800|404378135|-60.97020912249337|285.678663992975|-33.25301237679561|310.3529135326738
TIC_352301186|2614361956173819264|334.402|-11.7561|-1|10.99|14.8|3.2|1.0|13.9|2.8|3.5|90.99181074|10.004988462046663|120,1800|38300767|-1.0701833706784587|332.01282029687036|-50.82398245875596|48.37828367833363
TIC_50236446|6701631127738944512|273.3542|-52.305|-1|10.72|14.2|2.7|0.2|24.9|16.4|6.0|93.28358209|9.350973926773332|600,1800|49391898|-28.892982463883552|272.3379863567936|-15.7203710867412|341.7240528691821
TIC_240515514|561060481345473408|31.9708|76.7449|-1|11.79|14.2|3.0|0.44|18.2|4.2|5.8|84.81764207|9.557569025463936|1800|395603588|57.64488357972658|68.68360684837864|14.53789249458152|127.3798355908164
TIC_453075745|3308700559817832064|72.0108|14.6641|18|11.91|15.0|3.2|0.3|27.4|10.6|5.8|83.96305626|10.379558807290982|120,600,1800|436632331|-7.686099508755503|72.44922721627246|-19.02998654540927|184.40290414630323
TIC_81453592|150239265980824192|62.9017|25.078000000000003|-1|16.17|13.2|2.7|0.56|20.9|4.3|5.5|61.84291899|9.243550099383691|120|56459273|3.907521937179694|65.5687976999924|-18.930450766886263|170.15108123761095
TIC_14815997|241638678304225024|52.4122|44.6847|-1|10.11|14.3|2.8|0.52|20.5|10.0|5.1|98.91196835|9.323755777914831|1800|353882785|24.90217273892522|61.43220039263842|-9.62741051248363|150.268433751802
TIC_67756987|5809284739228623232|251.1262|-67.7937|22|23.68|14.5|4.0|1.0|12.1|3.8|2.2|42.22972973|11.371908490240514|120,1800|364017175|-45.00575623590386|260.03864885817563|-14.196425922330933|322.2959135979762
TIC_285270814|6155574513340367616|193.3624|-35.071|22|11.86|13.0|2.5|0.39|16.6|4.9|3.9|84.31703204|8.37042344515338|600,1800|103625477|-26.868072007500572|206.78859152058038|27.798930065152835|303.39723831580017
TIC_177308135|5797150387158145920|221.1045|-71.8154|22|16.96|12.3|2.6|0.14|17.4|2.8|3.3|58.96226415|8.447129239638219|120,600,1800|258101273|-52.189876157304994|247.44018766249786|-10.867235320780638|311.58124735627405
TIC_431871209|6104139604209342464|216.3711|-41.2258|-1|15.85|11.4|2.5|1.0|3.0|1.3|0.7|63.09148265|7.400146332763423|120,600,1800|167664935|-25.292006529475607|227.94399204013627|18.25808923092324|321.3502823121987
TIC_1219121|118821167893453696|51.0394|27.7936|18|13.04|14.4|3.1|0.56|21.5|7.9|4.1|76.68711656|9.976387957104585|1800|29056795|8.869889155147034|55.73417740408961|-23.97049331260819|159.68966451335342
TIC_408236807|5811866358170877184|259.3802|-66.9521|22|32.95|11.4|2.7|0.99|13.1|3.0|3.6|30.34901366|8.989277094439512|1800|301842096|-43.723923622250645|264.26634437421814|-16.305887180633647|324.90278557159195
TIC_1027695527|6146490661805058944|188.1418|-41.716|22|10.43|14.2|3.1|1.0|7.8|3.0|2.7|95.87727709|9.291421542026905|600,1800|144074309|-34.644097092918244|206.07678336338446|21.0175355405801|299.16096073818153
TIC_333884277|5198221531355454464|169.2351|-80.4644|-1|35.4|13.2|3.3|0.81|41.9|30.1|6.7|28.24858757|10.94501631017671|20,120,600,1800|395130640|-66.50762586616325|245.90028573876984|-18.336903449151574|298.9215112742953
TIC_84915391|6469758109848076928|310.5678|-55.8691|-1|17.57|12.9|2.7|0.3|22.0|7.1|5.8|56.91519636|9.123858807378324|120,600|360914079|-36.1507685242687|296.86225061607723|-37.562873086745974|341.73603269044054
TIC_193563531|6728181206848748672|274.6475|-37.1707|22|25.42|13.0|3.1|0.98|18.5|5.7|4.8|39.33910307|10.02587773100439|120,1800|337757672|-13.792895483395878|273.8080309392104|-10.032438793641859|356.1495010386086
TIC_23950569|2971420110958892800|83.7769|-17.1093|-1|19.02|13.3|3.1|0.99|16.8|2.9|4.0|52.57623554|9.696052563070385|120,600,1800|46430860|-40.3798728547361|82.17947734478876|-24.345381523850733|220.45940860258227
TIC_102462453|5414158429569765632|154.8231|-44.6267|-1|14.74|12.5|2.7|1.0|10.0|4.5|3.1|67.84260516|8.34248741748835|600,1800|102462453|-49.90262363450066|180.14282371161127|10.285855110505189|276.4648147866926
TIC_241483053|137765753240018816|46.9031|34.5101|-1|13.99|15.1|3.2|0.19|38.0|18.5|7.2|71.47962831|10.82908857233558|1800|85485058|16.28748466148688|54.08405856850234|-20.447169098846693|152.42569983696512
TIC_127861245|6073242571576880128|189.5178|-55.9967|22|10.08|15.2|3.3|1.0|11.8|2.9|3.3|99.20634921|10.21730266046762|600,1800|411873161|-46.37027955045285|216.92877424359145|6.8262106801255715|301.050509840138
TIC_219033586|5957337926977722112|266.6116|-41.7136|22|10.14|14.0|2.7|0.29|20.4|11.2|4.8|98.61932939|9.030189774954884|No TESS data found|111365705|-18.30564274547113|267.33252673065084|-6.749683416711961|349.12427480958235
TIC_284865356|121875095799134848|48.4524|29.1236|18|11.73|12.8|2.3|0.17|18.5|8.7|3.9|85.2514919|8.146490060605876|1800|35024327|10.747040842233499|53.8580342198057|-24.223115194737108|156.81680467939384
TIC_312204205|4729524669602159104|56.7261|-57.5611|-1|11.54|14.2|2.9|0.42|23.8|15.3|7.9|86.65511265|9.51102904413982|20,120,600,1800|197884260|-72.30902794312028|14.42980824451054|-46.80348202447403|270.04079501641974
TIC_300810668|6385263454453789952|336.5605|-69.9771|-1|10.29|17.1|3.8|0.34|47.8|13.0|5.8|97.18172983|12.16207687391922|600,1800|389125902|-53.886318532370595|302.2041468108108|-42.37766369995887|318.8576685418381
TIC_27986537|3178069026432501248|69.1934|-12.1581|-1|14.51|14.2|3.0|0.14|29.8|22.4|10.3|68.91798759|10.008337062338729|600,1800|117747152|-33.82971965188376|65.2865080097123|-35.333525369586845|208.73772102096066
TIC_347436106|4920160332088386432|7.456|-54.694|-1|25.95|13.0|3.2|1.0|19.3|6.1|4.8|38.53564547|10.070686811038556|120,600,1800|281573523|-51.12966143811439|335.9404620844679|-62.15258183858168|309.6226760665701
TIC_1167517980|6002581048055872768|231.275|-41.3522|22|11.34|14.1|2.9|0.91|15.9|6.5|6.2|88.18342152|9.373065272704528|600|148830590|-21.914048439158957|239.58670406383786|12.83804575536556|331.5122615185701
TIC_262497063|152249448113860864|66.7838|27.474|18|10.53|16.3|3.5|0.36|39.7|11.4|4.5|94.96676163|11.412141856005825|120|268018088|5.67805618923605|69.41898369630964|-14.749964333311333|170.79323271398437
TIC_146805397|5868548755256438656|199.3868|-62.12|22|10.18|12.2|2.1|0.68|10.6|12.1|2.3|98.23182711|7.238738890047562|120,600,1800|443480340|-48.5249679744141|228.23480461593948|0.5971664872458233|305.9792438283224
TIC_458181000|4307628623372139776|286.4074|8.8551|-1|10.13|14.8|2.9|0.28|25.2|8.6|6.4|98.71668312|9.828047226789243|No TESS data found|223816271|31.21587778998883|289.04333060306334|0.9037859209373365|42.42354237330074
TIC_421234826|4805574899598831232|82.8812|-43.3844|-1|21.77|14.1|3.3|0.52|26.6|6.9|9.0|45.93477262|10.789292145341404|120,600,1800|453856042|-66.501368757559|76.94137284633781|-32.2898034043668|249.0334234102436
TIC_449650822|6005090236665021952|227.3472|-40.7849|22|11.02|14.7|3.1|0.61|21.0|8.4|4.0|90.74410163|9.910907972660045|120,600,1800|122288890|-22.197854987296918|236.34820117147373|14.926355714317571|329.27225116272297
TIC_40244061|5542245319397657472|128.0846|-36.998000000000005|-1|10.76|14.1|2.8|0.52|18.5|4.4|5.7|92.93680297|9.259061356744793|600|184949909|-53.338856927145876|145.59121557956405|1.6342091649137402|256.646544898355
TIC_386302738|3389908598860532224|81.9336|14.7661|18|10.68|15.1|3.1|0.83|20.5|5.5|3.8|93.6329588|10.242856263497432|120,600,1800|302417238|-8.4526800932582|82.11163666591712|-11.02002022195877|189.88188843404816
TIC_61258483|5524231981732912384|133.673|-43.1402|-1|22.8|12.3|2.6|0.16|28.6|41.1|13.8|43.85964912|9.089674235141244|600,1800|30042287|-56.855854210553574|157.1556642003173|1.1953640310505547|264.1162951245825
TIC_393747102|4778915109878774912|66.0043|-55.2062|-1|13.1|12.5|2.5|0.59|13.0|3.1|2.7|76.33587786|8.08635647835265|120,600,1800|396731889|-73.90661114825035|33.15816987208834|-42.7705461303894|264.47053528570234
TIC_357878057|2987443461411633024|74.7032|-14.3177|-1|10.99|14.8|3.0|0.38|25.6|11.6|7.6|90.99181074|10.004988462046663|1800|316970010|-36.773914486781095|71.38578853859865|-31.31116001360352|213.71035462904325
TIC_367073887|5217812354662195328|140.9507|-73.6797|22|13.15|15.1|3.2|0.27|38.3|18.6|8.7|76.04562738|10.694628764026824|1800|452522881|-71.9768901365214|225.1395010359366|-16.45871105734904|289.5989341914178
TIC_7267868|5209039110864333312|130.3756|-78.885|22|10.12|15.2|3.4|1.0|10.1|1.8|2.9|98.81422925|10.225902562497186|600,1800|323246007|-73.47392798109016|243.95444050021777|-21.60250083389027|292.33561164380643
TIC_148841573|1683677624423753472|181.7352|70.1304|-1|57.64|10.9|2.8|0.66|27.4|10.9|6.8|17.34906315|9.70361986078359|120,1800|950715112|60.10692159299913|132.96914247835488|46.522502318044005|128.40074326613382
TIC_231461718|6147119548096085376|188.9536|-39.8403|22|14.0|13.0|3.0|1.0|3.3|1.3|0.6|71.42857143|8.73064017834776|1800|144221039|-32.70065152866046|205.66213656455488|22.93266422858444|299.6762549691583
TIC_62261894|389130122988932480|7.7589|46.3206|-1|11.56|14.3|2.9|0.45|22.6|5.6|6.6|86.50519031|9.614789170458163|1800|191082083|38.78865927702853|28.60450561002038|-16.405722628648785|119.26218554123588
TIC_405508600|6061141965074631936|190.3441|-57.346|22|10.18|13.3|2.5|0.79|15.5|10.0|3.5|98.23182711|8.338738890047564|120,600,1800|405508600|-47.21692624124437|218.60055678533163|5.499114296746504|301.5687506957818
TIC_277725683|3313958046465282304|66.3069|17.2681|-1|20.1|12.0|2.7|1.0|10.3|3.8|3.3|49.75124378|8.515980287150217|20,120|60874953|-4.3289379563245705|67.36337918143259|-21.76464175077436|178.62017927606885
TIC_53205995|3788509292236919680|166.5294|-4.3357|-1|13.36|13.3|2.8|0.33|17.6|7.7|3.4|74.85029940000001|8.929032290732378|120,600,1800|53205995|-9.30890087975033|169.30682310778553|49.5436046103773|259.9627381212269
TIC_143744459|4109200271003716096|259.2745|-25.8143|22|13.69|16.1|3.8|0.88|32.2|8.4|6.6|73.04601899|11.782017240728363|No TESS data found|80584407|-2.7337990630293776|260.3406459853324|7.007360598076957|359.15642733207596
TIC_426064194|5794661062777003392|237.0902|-72.5399|22|14.21|14.2|3.0|0.56|22.2|7.7|4.3|70.37297678|9.962970389542235|1800|426064194|-50.80620420274165|255.04694572020594|-14.101218238442632|315.3941827966679
TIC_113933204|2252484538848423040|288.15|63.1514|-1|10.13|12.7|2.3|0.19|18.0|3.5|3.6|98.71668312|7.728047226789242|20,120,1800|229945262|81.60753820361235|344.5582884003633|21.701313769547383|93.98393061257961
TIC_29924363|5416606290347735040|156.5085|-41.0983|22|11.78|11.8|2.1|0.95|8.4|1.8|1.4|84.88964346|7.155726452344879|120,600,1800|105710145|-46.26930147782063|178.82565691953587|13.911569410753852|275.53391912355994
TIC_289774827|6865920120795275008|301.9052|-20.8383|-1|10.21|15.6|3.2|0.22|33.9|26.2|9.6|97.94319295|10.645128710392209|No TESS data found|75058695|-0.6178732188609833|299.5981771813594|-25.698404729055724|21.56918762120597
TIC_329493621|6588190389924585728|327.3656|-34.6461|-1|14.31|13.6|2.7|0.2|22.7|6.1|5.9|69.88120196|9.37819816869552|600,1800|204544351|-20.189099562165595|317.57061862080184|-50.57651024500327|10.433702746420781
TIC_80574251|5945104588806333824|267.1406|-53.1035|22|12.97|12.9|2.5|0.14|17.6|8.0|2.8|77.10100231|8.464699880505739|120,1800|363782768|-29.683825808264174|268.0205460504133|-12.70329883791384|339.26087697957536
TIC_24297030|6643851448094862592|291.5033|-53.5245|22|20.82|12.6|2.9|1.0|12.6|2.6|3.7|48.03073967|9.192403626025891|120,600,1800|424881692|-31.181225805094318|284.75225905050894|-26.498718265987076|343.982029638995
TIC_179293768|6110052434147347712|211.1001|-42.0589|-1|14.13|13.8|2.8|0.27|23.3|10.5|5.1|70.77140835|9.55071080927428|600,1800|242220958|-27.52053939418699|224.2006046807051|18.790743158708334|317.1420569678076
TIC_77418908|1287845363887270400|218.3804|34.2963|-1|20.9|15.2|3.7|0.8|39.2|9.4|8.1|47.84688995|11.800731430652986|120,1800|409372963|46.13776910696933|200.83193546556006|66.99117235828948|57.34228356904434
TIC_294159330|4335378578867041280|257.0623|-9.9973|-1|10.6|14.9|3.1|0.87|20.1|5.5|4.8|94.33962264|10.026529326358595|No TESS data found|145614438|12.85685431639179|256.92491786098253|17.594023703502824|11.395005586256305
TIC_452522877|5217846817480160640|142.9057|-73.7511|22|12.68|13.9|3.2|1.0|8.7|2.8|3.0|78.86435331|9.415596267791978|1800|452591875|-71.43499453724517|225.4876658689266|-16.11365571692353|290.0488797764188
TIC_233514176|5236118845347751552|178.0741|-66.7627|22|10.17|14.6|3.2|1.0|8.9|2.6|2.8|98.32841691|9.63660476466866|1800|410921444|-58.03038223439463|221.8593115314971|-4.55892794607516|297.134831216357
TIC_315190296|1955034895140470272|332.3211|37.9847|-1|12.45|15.1|3.1|0.19|31.1|14.6|7.3|80.32128514|10.575846757173975|1800|119478529|45.25927501308063|352.5602579783042|-14.623029990767867|90.96500659052589
TIC_122680372|2508283926184235264|30.4458|1.2848|-1|20.25|11.9|2.5|0.41|17.0|3.7|3.3|49.38271605|8.432125137726294|20,120,1800|422692635|-10.424534789041646|28.790121295815165|-56.92481192086448|156.53935552118398
TIC_399784827|3289554695125121664|73.5092|8.4424|-1|11.69|14.4|3.0|0.38|22.1|5.6|5.8|85.54319932|9.73907255569889|600,1800|399730874|-14.03894539475042|73.17227370980042|-21.3800877956626|190.7384117773524
TIC_426064196|5794661131496481280|237.0846|-72.5379|22|14.34|13.0|2.7|0.64|15.5|11.0|3.1|69.73500697|8.782745756767914|1800|426064196|-50.80489950223126|255.04336473547826|-14.098606079062453|315.3941715519104
TIC_254027637|4350131134395318912|242.1185|-6.1264|-1|11.55|12.5|2.7|1.0|4.6|1.4|2.1|86.58008658|7.812909921142987|No TESS data found|49878223|14.576829813153179|241.28208986780965|31.928553129443973|5.5091076978828974
