TIC_ID,GDR2_ID,GDR2_RA,GDR2_DEC,TLC,mas_parrallax,g_mag,bp-rp,probability,age_myr,age_err_lower,age_err_upper,Distance,absolute_mag
TIC_332573715,5254474058096434432,159.6848,-59.9121,22,10.96,14.8,3.0,0.93,26.7,12.2,8.5,91.24087591,9.99905277079908
TIC_309058698,6304110498368466048,213.2675,-12.0258,-1,31.78,12.3,3.1,0.95,16.5,3.4,4.2,31.46633103,9.81076946406713
TIC_334314224,6698946360855507968,300.0791,-33.9892,-1,12.12,15.9,3.6,0.96,26.7,7.9,6.1,82.50825083,11.317513099021918
TIC_118278380,5221537843653900544,130.5035,-71.2225,22,11.75,14.7,3.2,1.0,14.4,2.7,3.8,85.10638298,10.050189333006202
TIC_98955909,6653162456161626368,272.3738,-54.5153,22,25.76,13.4,3.4,1.0,14.9,2.4,3.4,38.81987578,10.45472929323736
TIC_253207492,4739913851893729152,37.5873,-55.413,-1,10.58,13.9,2.7,0.47,21.7,7.1,6.0,94.51795841,9.022428338544042
TIC_118320699,6647518766053564544,274.0517,-58.7355,22,32.95,11.5,2.8,0.86,15.1,3.0,4.6,30.34901366,9.08927709443951
TIC_303365456,5342849298035172864,173.0712,-56.8358,22,10.02,14.8,3.2,1.0,14.3,3.0,3.2,99.80039920000002,9.80433860769088
TIC_42460730,5258252942105518080,150.9937,-59.4007,22,10.19,14.3,2.9,1.0,12.5,2.6,3.8,98.13542689,9.340870920012373
TIC_217182385,6083709613047577344,201.865,-47.3189,22,11.03,13.4,2.8,1.0,9.2,3.6,3.1,90.66183137,8.61287756217685
TIC_95742017,5951200040752113280,259.9252,-46.258,22,18.87,11.7,2.8,1.0,4.8,2.2,1.9,52.99417064,8.078859500875033
TIC_345840638,3175587841004064256,64.3811,-14.8249,-1,10.35,15.8,3.4,0.58,26.0,6.7,9.1,96.61835749,10.874701748917996
TIC_425100677,6850555648387276544,302.1579,-25.7574,-1,17.64,14.2,3.2,0.42,25.1,5.7,4.1,56.6893424,10.43249290411798
TIC_363782768,4105400397544854400,280.3807,-13.1201,-1,14.11,15.2,3.7,1.0,10.6,2.5,2.6,70.87172218,10.94763506885903
TIC_80574251,5945104588806333824,267.1406,-53.1035,22,12.97,12.9,2.5,0.14,17.6,8.0,2.8,77.10100231,8.464699880505739
TIC_43730089,2761872161278726784,350.4303,8.7908,-1,10.92,14.8,2.9,0.14,29.6,24.3,9.6,91.57509158,9.991113191727202
TIC_357878057,2987443461411633024,74.7032,-14.3177,-1,10.99,14.8,3.0,0.38,25.6,11.6,7.6,90.99181074,10.004988462046663
TIC_35583188,4431109517242516224,236.1443,8.1471,-1,10.95,15.7,3.3,0.22,35.8,13.8,6.3,91.32420091,10.897070595957771
TIC_148898737,2949249313682809216,102.2004,-13.7944,-1,11.04,17.3,3.9,0.44,47.8,5.4,10.3,90.57971014,12.51484536708403
TIC_148949324,6168418875031853952,204.951,-33.1056,22,10.12,16.2,3.4,0.18,42.6,29.0,7.6,98.81422925,11.225902562497186
TIC_277751592,2395297767716696704,352.8553,-16.2672,-1,32.74,11.8,2.8,0.2,25.1,17.5,5.9,30.54367746,9.375393375291884
TIC_374732762,5623093474535512960,137.3947,-36.9144,-1,12.59,14.7,3.1,0.77,21.0,8.2,4.9,79.42811755,10.200128650638115
TIC_119855071,3100276207949015552,101.1886,-6.4313,-1,15.83,13.2,2.7,0.43,25.2,13.8,6.5,63.17119394,9.19740457415934
TIC_171948035,5855209896823545344,185.5022,-70.0178,22,10.01,14.0,2.6,0.18,23.4,58.8,4.4,99.9000999,9.002170387398765
TIC_157790657,6071362063101149312,183.0921,-58.0196,22,10.29,13.8,2.7,0.45,17.8,5.4,4.4,97.18172983,8.862076873919218
TIC_37777866,3199132439405197696,66.1782,-6.792000000000001,-1,28.14,12.5,2.9,0.15,26.3,22.3,9.6,35.5366027,9.746620465541406
TIC_76202458,6201321756197246720,227.6691,-34.0455,-1,12.13,13.4,2.7,0.34,19.2,15.4,3.8,82.44023083,8.81930400440257
TIC_344624947,5051952743596712832,43.8252,-33.7457,5,10.38,14.7,2.9,0.43,23.0,7.2,5.2,96.33911368,9.780986767565668
TIC_250081915,2552677670228493824,13.5431,5.158,-1,18.41,14.5,3.4,0.96,22.8,5.4,4.3,54.31830527,10.825268942475123
TIC_47611150,2640348977921037056,352.9376,-2.7446,-1,28.61,12.8,3.2,1.0,15.3,3.3,4.8,34.95281370000001,10.082589289119689
TIC_35382346,549479359731667200,61.2773,72.923,-1,19.04,14.1,3.4,0.97,19.1,2.2,4.6,52.52100840000001,10.498334720381251
TIC_130942722,5188305856319461376,162.5281,-88.9982,-1,17.37,12.6,2.7,0.7,12.5,4.5,2.9,57.57052389,8.798999092302157
TIC_154927164,1140667383093262720,95.8984,78.0356,-1,15.94,13.4,2.7,0.23,24.1,14.1,6.0,62.73525721,9.412441585458115
TIC_405856181,5592514235100268032,111.8722,-33.0485,-1,13.81,16.1,3.6,0.48,45.6,17.2,11.8,72.41129616,11.80096839295917
TIC_405855996,6074011645588781952,192.7098,-54.2234,22,10.6,14.6,2.9,0.5,21.7,7.9,6.9,94.33962264,9.726529326358596
TIC_55391763,2640553319580012416,352.5475,-2.6233,-1,21.22,14.0,3.3,0.64,24.1,8.2,5.1,47.12535344,10.633726897833558
TIC_7057268,5744272815688170240,137.4767,-7.9679,-1,14.31,13.8,2.9,0.49,23.9,17.6,6.6,69.88120196,9.57819816869552
TIC_418424364,324316107257842432,34.0108,30.7323,-1,25.12,12.7,2.9,0.14,29.2,51.1,11.8,39.8089172,9.700098175186817
TIC_337240483,5401389770971149568,164.3194,-35.2153,-1,10.53,17.1,3.9,0.5,41.3,10.9,8.3,94.96676163,12.212141856005823
TIC_51254771,4742040513540707072,40.4478,-52.9919,-1,23.03,11.1,2.4,0.9,11.2,3.3,2.8,43.42162397,7.911469689757967
TIC_125349828,3041613517395849472,113.955,-8.5235,-1,10.4,14.1,2.7,0.31,23.1,9.3,6.2,96.15384615,9.18516669658076
TIC_245035219,6725401465316090880,270.7461,-41.4464,-1,33.3,11.7,2.7,0.15,28.1,16.8,6.7,30.03003003,9.312221167533773
TIC_313025348,438576260403131776,42.2925,48.7285,-1,10.08,13.5,2.5,0.18,23.5,90.5,3.4,99.20634921,8.517302660467621
TIC_207912106,5885861360428778112,236.2935,-52.845,22,10.06,13.8,2.7,0.63,14.8,5.0,2.6,99.40357853,8.812989903573921
TIC_1167517980,6002581048055872768,231.275,-41.3522,22,11.34,14.1,2.9,0.91,15.9,6.5,6.2,88.18342152,9.373065272704528
TIC_166701214,5412403269717562240,146.6155,-44.9613,-1,21.4,14.5,3.8,1.0,16.8,4.0,3.4,46.72897196,11.152068866867555
TIC_383815451,1915641455098841472,344.855,36.555,-1,10.19,14.1,2.7,0.2,24.4,28.3,6.7,98.13542689,9.140870920012372
TIC_394800534,5840638344087346048,203.0483,-71.7941,22,10.14,15.8,3.6,1.0,17.7,3.1,3.4,98.61932939,10.830189774954883
TIC_149009936,5840623672478535168,202.2708,-72.1563,-1,10.52,13.7,2.6,0.17,24.9,119.6,7.4,95.05703422,8.81007869910076
TIC_307086675,5271426397057175936,122.7996,-66.9443,22,10.43,14.8,3.0,0.41,24.3,9.3,6.2,95.87727709,9.891421542026904
TIC_213159584,5926698424901768960,257.0876,-48.7283,22,10.18,15.4,3.1,0.16,33.0,14.8,8.6,98.23182711,10.438738890047564
TIC_154905595,5926698424901768832,257.0864,-48.7292,22,10.27,15.3,3.1,0.23,30.1,19.7,8.0,97.37098345,10.35785221791799
TIC_56123970,6523442177391039360,354.0653,-48.5836,-1,40.01,11.0,2.8,0.98,11.4,2.2,4.2,24.99375156,9.010842757078258
TIC_179293768,6110052434147347712,211.1001,-42.0589,-1,14.13,13.8,2.8,0.27,23.3,10.5,5.1,70.77140835,9.55071080927428
TIC_296032542,6752345066475094016,293.5478,-30.1572,22,14.61,15.2,3.5,0.87,26.3,5.9,7.2,68.44626968,11.023251079617632
TIC_242853166,4193374693637449216,294.8582,-10.0991,-1,13.28,13.1,2.6,0.31,19.9,5.1,3.0,75.30120482,8.715990375139146
TIC_138859494,6273447455532019840,216.2756,-22.8162,22,12.09,15.4,3.4,0.99,22.4,5.1,4.6,82.71298594,10.812131504272156
TIC_334224777,5611474316693128320,106.7255,-24.9109,-1,13.07,14.3,3.0,0.31,22.4,5.2,4.4,76.51109411,9.881377937864286
TIC_13135604,215799708371288320,89.7318,52.7962,-1,10.46,13.7,2.6,0.21,21.9,21.6,3.8,95.60229446,8.797658422544227
TIC_179412781,6468991303565458816,307.0005,-56.1635,22,14.19,13.2,2.7,0.26,20.6,13.8,4.0,70.47216350000001,8.959911977146223
TIC_142984562,2529061156897083008,10.5733,-3.9123,-1,13.2,14.5,3.0,0.15,29.7,21.6,9.4,75.75757576,10.102869655959765
TIC_424772020,2428585654046813184,1.2212,-10.539,-1,15.49,13.8,3.2,1.0,11.3,2.8,3.2,64.55777921,9.750257088876593
TIC_399044682,6657083795657858944,290.1456,-51.1898,22,19.45,15.1,3.6,0.41,43.2,9.7,7.4,51.41388175,11.5445980282272
TIC_393569604,1905055700744817024,334.67800000000005,33.3537,-1,18.46,11.9,2.4,0.12,25.7,101.7,17.0,54.17118093,8.231158483519389
TIC_263009911,514864156715696640,32.4038,63.42,-1,11.38,14.7,3.1,0.6,24.4,13.3,6.2,87.87346221,9.980711310404269
TIC_175307222,4900997562402606208,7.6056,-62.6013,-1,22.58,13.3,3.0,0.24,29.9,17.3,11.3,44.28697963,10.06861968784616
TIC_379098830,3725013663963867904,205.4947,9.1752,-1,12.47,14.9,3.2,0.3,29.1,6.9,7.5,80.19246191,10.379332267354275
TIC_283739011,2292761230321460864,284.4875,77.0505,-1,17.13,6.5,0.6,0.12,33.4,16.8,6.0,58.37711617,2.6687868148447063
TIC_131278787,2824726842993092608,352.1804,19.7333,-1,10.06,15.2,3.2,0.76,23.0,7.8,3.9,99.40357853,10.21298990357392
TIC_368241871,700270954208436480,137.44299999999998,32.2786,-1,14.49,13.8,2.9,0.25,24.5,15.6,6.5,69.01311249,9.605341927399088
TIC_54108768,4743833232890124160,31.2222,-53.7713,-1,22.09,13.6,3.1,0.41,37.2,34.7,13.3,45.26935265,10.320978579273572
TIC_127532332,5863824329964744192,203.466,-65.1426,22,10.16,13.8,2.8,1.0,9.4,2.8,3.2,98.42519685,8.834468539748189
TIC_3343274,5236626338671861760,173.2681,-66.9334,-1,19.49,13.9,3.3,0.98,20.2,3.4,4.8,51.30836326,10.349059195724042
TIC_383523088,1221639473814483584,232.5398,23.8006,-1,10.66,14.0,2.7,0.16,24.7,18.0,7.7,93.80863039,9.138786023545272
TIC_462747779,3725400795135942144,205.8299,9.4885,-1,13.28,14.2,2.9,0.22,24.2,12.1,7.7,75.30120482,9.815990375139146
TIC_318034873,5240144982036017536,168.4197,-64.8165,22,14.67,12.3,2.3,0.17,23.6,37.6,7.0,68.16632584,8.13215056905833
TIC_27986537,3178069026432501248,69.1934,-12.1581,-1,14.51,14.2,3.0,0.14,29.8,22.4,10.3,68.91798759,10.008337062338729
TIC_289840926,6801191355870240768,317.6315,-27.1831,-1,24.77,13.6,3.3,0.88,25.3,7.0,6.3,40.37141704,10.569630032753729
TIC_411547411,6801191424589717888,317.6294,-27.1813,-1,24.85,14.9,3.7,0.62,36.9,12.5,8.4,40.24144869,11.876631965462929
TIC_270822515,6071451673301793664,185.3743,-58.4472,22,10.15,13.2,2.5,0.95,11.6,2.4,4.0,98.52216749,8.232330211195128
TIC_428844130,5271789716931617280,128.629,-68.0231,22,10.02,14.4,2.8,0.31,24.6,8.2,7.4,99.80039920000002,9.404338607690878
TIC_254628110,4149551183849052416,267.8105,-13.8628,-1,20.54,12.8,2.7,0.14,28.8,51.2,11.0,48.68549172,9.363002196460906
TIC_339546330,5914192540947823488,257.4465,-59.9588,22,22.02,12.9,3.0,0.64,17.7,7.3,5.0,45.41326067,9.614086573279856
TIC_294887902,6812226157644675840,329.1572,-25.0844,-1,10.57,14.7,2.9,0.23,25.2,11.9,6.6,94.60737938,9.82037493643594
TIC_468064560,6306532305871584768,222.6523,-16.9056,22,11.58,12.4,2.2,0.16,16.8,19.3,1.5,86.35578584,7.7185427968980225
TIC_466310005,4071532308311834496,281.8064,-28.1491,22,16.8,15.3,3.5,0.5,36.6,9.9,6.4,59.52380952,11.426546408768289
TIC_255274175,5994486477829191808,240.4506,-43.4546,22,10.0,14.9,3.2,1.0,11.3,3.4,2.8,100.0,9.9
TIC_384332163,6388245295629220608,350.1969,-67.3897,-1,24.36,13.0,2.9,0.14,29.6,27.4,9.2,41.05090312,9.93338641979724
TIC_284424394,325741903256226688,31.2567,32.5957,-1,19.25,13.8,3.1,0.95,24.0,8.7,5.0,51.94805195,10.222153669141168
TIC_458793906,1875218906534992512,337.4377,22.5478,-1,11.18,15.0,3.1,0.3,29.0,17.7,6.8,89.44543828,10.2422090178163
TIC_429290015,3275198268720292608,54.2752,5.4854,-1,15.16,15.1,3.4,0.45,30.2,7.7,9.0,65.96306069,11.003496006349016
TIC_278699179,3982415142821763968,161.6769,16.4367,-1,11.22,14.5,2.9,0.28,24.1,12.5,8.0,89.12655971,9.74996428471754
TIC_274944930,2977580846408038016,71.72,-19.6126,-1,10.46,15.0,3.2,1.0,17.1,2.5,3.8,95.60229446,10.097658422544228
TIC_210203451,1211797126755065088,227.6683,18.191,-1,12.1,13.8,2.8,0.57,17.2,2.9,4.2,82.64462809999999,9.213926851560537
TIC_464773812,3258904708988843264,61.6446,2.0619,-1,11.56,13.9,2.7,0.17,25.2,17.2,6.9,86.50519031,9.214789170458165
TIC_1447227632,4745459616746179200,38.5785,-51.4796,-1,23.17,13.8,3.2,0.21,41.1,23.7,9.7,43.15925766,10.624630168988531
TIC_454156516,5837190997169864704,186.4921,-75.8533,22,10.05,15.4,3.3,0.98,18.7,2.1,4.8,99.50248756,10.410830308830311
TIC_454119335,3283658804538169856,64.6729,4.3659,-1,10.68,15.1,3.3,0.98,18.3,3.5,4.3,93.6329588,10.242856263497432
TIC_408274466,5966826952838876672,256.0236,-40.6024,22,10.46,15.6,3.2,0.21,36.2,12.9,9.3,95.60229446,10.697658422544228
TIC_205322211,2883627990131188352,89.3747,-38.7176,-1,10.6,13.9,2.6,0.27,23.1,30.0,4.9,94.33962264,9.026529326358595
TIC_293205540,2989206326445904896,79.9827,-11.4159,-1,14.44,13.2,3.0,1.0,8.7,2.5,3.5,69.25207756,8.997835966241063
TIC_452522877,5217846817480160640,142.9057,-73.7511,22,12.68,13.9,3.2,1.0,8.7,2.8,3.0,78.86435331,9.415596267791978
TIC_452522881,5217868876431672960,142.9767,-73.4602,22,12.78,13.5,2.7,0.32,22.2,11.2,5.8,78.24726135,9.03265426899682
TIC_367073887,5217812354662195328,140.9507,-73.6797,22,13.15,15.1,3.2,0.27,38.3,18.6,8.7,76.04562738,10.694628764026824
TIC_69294937,6764421281858414208,292.5166,-29.6593,22,16.6,13.2,2.9,0.96,15.2,3.8,5.8,60.24096386,9.300540440035244
TIC_300804669,3236780851410280448,81.9675,4.9115,-1,10.45,14.6,3.0,0.71,19.5,4.4,2.7,95.6937799,9.69558145233308
TIC_464304631,6643629037508817792,291.9468,-54.0286,22,20.85,14.5,3.4,0.57,31.2,5.3,7.4,47.9616307,11.095530296342591
TIC_185185606,5250471114189790336,141.6836,-63.0232,22,11.94,14.3,3.0,0.26,21.9,8.7,6.9,83.7520938,9.685021634027551
TIC_192987758,4060406320182885504,263.5045,-28.2694,22,10.6,12.7,2.3,0.16,18.4,11.1,4.0,94.33962264,7.826529326358594
TIC_219395114,5980229969602717312,258.9744,-32.4137,22,11.35,15.4,3.3,0.28,31.8,10.0,5.2,88.10572687,10.67497930770108
TIC_101433378,6473070182467043840,302.6832,-53.8919,-1,11.44,14.4,2.8,0.25,26.1,22.0,9.4,87.41258741,9.692130122349305
TIC_411350414,6473206281389144704,300.9674,-53.9569,-1,18.63,12.0,2.4,0.13,24.7,47.5,10.4,53.67686527,8.351064274524425
TIC_360816432,5837286379802373120,191.988,-76.1026,22,10.02,15.2,3.4,1.0,11.0,2.7,3.2,99.80039920000002,10.204338607690875
TIC_390389545,2553160184034583936,15.0611,5.8652,-1,15.84,13.1,2.8,0.82,16.1,6.3,5.4,63.13131313,9.09877588631254
TIC_44368271,6059404869824062592,184.492,-58.9324,22,10.0,12.6,2.5,1.0,3.8,1.6,1.5,100.0,7.6
TIC_436631419,3296333802784326016,74.027,13.5785,18,10.14,14.9,2.9,0.18,27.5,20.6,5.2,98.61932939,9.930189774954885
TIC_246852323,1977368347133233792,323.446,46.0033,-1,10.57,14.3,2.7,0.14,31.7,34.2,19.2,94.60737938,9.42037493643594
TIC_43841987,2989612595991987584,76.9181,-11.8663,-1,13.15,16.4,3.9,0.82,31.4,4.6,7.6,76.04562738,11.994628764026825
TIC_424188634,225906041297461120,63.692,38.2675,18,12.58,13.7,2.8,0.74,14.5,2.5,4.0,79.49125596,9.198403205596628
TIC_72777874,6307328528385543936,228.165,-16.5171,-1,19.44,14.0,3.1,0.3,32.3,13.6,5.0,51.44032922,10.443481302871367
TIC_327776883,3728344290842813568,206.947,12.798,-1,10.21,13.8,2.7,0.55,15.2,6.5,2.8,97.94319295,8.845128710392208
TIC_321105623,6170609308353405312,209.7094,-33.2558,22,11.3,14.5,3.0,1.0,14.9,1.6,3.7,88.49557522,9.7653922174475
TIC_34081396,892939991651179264,110.6627,32.2244,-1,12.34,14.5,3.1,0.77,22.4,4.7,4.9,81.03727715,9.9565757984188
TIC_148841573,1683677624423753472,181.7352,70.1304,-1,57.64,10.9,2.8,0.66,27.4,10.9,6.8,17.34906315,9.70361986078359
TIC_102423437,4865836245698743040,68.2718,-36.8437,-1,10.0,15.3,3.2,0.97,20.2,3.8,3.8,100.0,10.3
TIC_84915391,6469758109848076928,310.5678,-55.8691,-1,17.57,12.9,2.7,0.3,22.0,7.1,5.8,56.91519636,9.123858807378324
TIC_346313156,6314788989657693184,233.1541,-12.1895,-1,13.26,13.6,2.8,0.62,16.7,5.8,4.9,75.4147813,9.212717620261255
TIC_103199972,4879265027885788416,71.3783,-28.843000000000004,-1,11.5,14.0,2.7,0.14,26.9,17.6,9.2,86.95652174,9.303489201746345
TIC_77024833,3339935348702249472,83.7539,11.4283,18,10.39,15.2,3.2,0.86,20.3,4.2,4.1,96.24639076,10.283077737793704
TIC_77920274,4085540915391627520,285.782,-19.6656,-1,10.83,14.3,3.0,1.0,12.3,3.1,3.6,92.33610342,9.473142283042783
TIC_26647919,2280423816504546432,329.5589,75.9957,-1,10.31,14.1,2.9,0.99,16.5,7.6,5.3,96.99321048,9.166293326311616
TIC_42228581,421092822934080000,7.1634,54.5703,-1,10.78,16.9,3.9,0.5,43.1,11.3,7.4,92.76437848,12.06309380422233
TIC_408831861,6114656192408518784,209.492,-37.993,22,12.45,13.4,2.8,1.0,7.7,2.9,3.2,80.32128514,8.875846757173976
TIC_148668649,5803288101584023040,263.6143,-73.44800000000001,-1,36.12,11.0,2.5,0.19,25.7,32.9,5.8,27.6854928,8.788738708346315
TIC_24297030,6643851448094862592,291.5033,-53.5245,22,20.82,12.6,2.9,1.0,12.6,2.6,3.7,48.03073967,9.192403626025891
TIC_231115259,3224324449819325824,83.75200000000001,3.3705,-1,10.29,14.4,2.7,0.17,25.2,19.6,8.0,97.18172983,9.462076873919218
TIC_175006667,4748105247880681216,44.83,-51.3762,-1,20.94,15.3,3.8,0.32,46.1,12.9,7.3,47.75549188,11.904883386785343
TIC_231286446,4747940596014525312,43.1098,-52.4188,-1,10.73,13.2,2.6,1.0,7.9,4.1,2.9,93.19664492,8.352998609847996
TIC_352173766,5342965090351485440,175.571,-57.1341,22,10.01,15.7,3.3,0.89,21.1,3.8,5.5,99.9000999,10.702170387398764
TIC_382644857,3228854506445679616,75.4862,1.1449,-1,39.55,11.5,2.9,1.0,15.1,2.9,4.2,25.28445006,9.485732439444254
TIC_90039572,5697900912796946304,121.7797,-25.1215,-1,12.75,14.0,2.8,0.14,27.7,15.1,5.9,78.43137255,9.527550923822728
TIC_171171275,5258513835596515328,151.4084,-57.5111,-1,17.45,13.8,3.0,0.31,27.3,20.1,8.3,57.30659026,10.00897715639565
TIC_370958551,5244271552233795200,145.1523,-67.7546,22,13.05,16.5,3.8,0.73,39.0,7.6,9.6,76.62835249,12.078052558383442
TIC_40642444,5244254887759579648,144.3896,-67.9111,22,12.77,14.4,3.4,1.0,8.1,2.8,2.5,78.30853563,9.930954486327716
TIC_400686391,6081945068654385280,197.9125,-49.4107,22,10.11,14.5,3.0,1.0,11.4,2.4,3.6,98.91196835,9.523755777914833
TIC_329176951,3618468582050851328,204.6915,-8.3042,-1,13.47,14.9,3.2,0.23,33.8,21.7,9.0,74.23904974,10.546837978619706
TIC_100931712,1972599455956632448,326.0872,42.1946,-1,11.57,14.7,3.0,0.37,27.0,22.9,8.7,86.43042351,10.016666794735512
TIC_354010345,4879882953420860672,73.4067,-28.5918,-1,16.2,12.7,2.8,1.0,10.3,3.7,2.8,61.72839506,8.747575072773955
TIC_399784827,3289554695125121664,73.5092,8.4424,-1,11.69,14.4,3.0,0.38,22.1,5.6,5.8,85.54319932,9.73907255569889
TIC_369480955,893506098404230912,112.0882,33.753,-1,21.77,12.1,2.6,0.7,17.7,5.2,4.2,45.93477262,8.789292145341404
TIC_449312342,3237508762467678336,79.9333,5.5838,18,10.77,13.8,2.8,0.8,14.5,2.4,3.9,92.85051068,8.961078516438661
TIC_449307731,3237415647576913792,80.0748,5.1977,18,10.72,16.6,3.7,0.45,38.2,6.3,7.5,93.28358209,11.750973926773336
TIC_197957838,6083893575055302144,202.2714,-47.3196,22,10.14,15.2,3.5,1.0,8.7,2.5,2.2,98.61932939,10.230189774954882
TIC_60898166,6503059740071544064,348.3201,-49.5547,-1,24.7,12.8,2.8,0.25,25.7,19.0,7.9,40.48582996,9.763484766272272
TIC_2951318,5981630983552995328,239.8085,-51.79,22,10.52,13.6,2.7,0.23,22.3,19.7,4.0,95.05703422,8.71007869910076
TIC_254415262,3899393459350372224,177.9862,7.5237,-1,19.67,11.4,2.3,0.33,17.6,1.6,3.1,50.83884087,7.86902179978582
TIC_351809417,5539359097066957440,117.7561,-36.6685,-1,10.48,14.5,2.9,0.44,19.3,5.5,5.2,95.41984733,9.601806413198585
TIC_317342244,6556100936908324736,350.01199999999994,-31.7598,-1,11.43,13.4,2.7,0.95,11.2,3.5,3.9,87.48906387,8.690231151902362
TIC_101127258,1685539475566620288,197.3349,68.8806,-1,11.73,14.6,3.0,0.38,22.3,5.8,7.0,85.2514919,9.946490060605877
TIC_270503908,4117500145045732224,262.7426,-22.6913,22,13.54,16.3,3.9,0.86,33.2,5.2,9.0,73.85524372,11.95809332181338
TIC_285270814,6155574513340367616,193.3624,-35.071,22,11.86,13.0,2.5,0.39,16.6,4.9,3.9,84.31703204,8.37042344515338
TIC_235611789,5808782228053562368,248.5788,-69.1535,-1,19.97,12.8,2.8,0.3,29.1,21.7,13.8,50.07511267,9.3018903243103
TIC_422338680,5756039926568355840,135.1459,-7.9662,-1,15.94,14.2,3.1,0.57,26.6,9.7,7.6,62.73525721,10.212441585458116
TIC_394674936,3156962079670742528,109.4982,11.3012,-1,12.47,14.3,3.0,0.72,17.7,5.3,4.5,80.19246191,9.779332267354278
TIC_1255426867,6481430353489019776,314.9465,-48.1653,-1,12.01,14.2,3.3,1.0,6.5,1.9,2.4,83.26394671,9.59771503704254
TIC_250170961,3531504977596180224,170.1959,-27.635,-1,11.31,15.2,3.3,1.0,18.6,2.8,4.9,88.41732979999999,10.46731302454476
TIC_127382640,6802914634188177792,318.3443,-25.865,-1,10.47,13.7,2.6,0.13,24.4,36.2,5.8,95.51098376,8.799733408465436
TIC_355233294,6399670771926369152,321.961,-68.6846,-1,19.92,13.6,3.2,0.29,21.6,4.9,4.5,50.20080321,10.09644667056174
TIC_407127336,4905813212878537216,3.6994,-60.0635,-1,22.56,12.7,2.8,0.37,22.8,13.1,6.5,44.32624113,9.466695476789305
TIC_116130284,2064379058776701824,309.6048,39.3118,-1,15.24,15.1,3.3,0.41,39.8,17.1,3.9,65.6167979,11.014924835026594
TIC_189899548,3237712515716135936,82.8871,5.9498,18,10.02,14.5,2.9,0.65,18.1,6.5,5.4,99.80039920000002,9.504338607690878
TIC_339600000,6085480170333805696,198.2986,-46.7778,-1,11.32,13.5,2.6,0.14,23.4,102.5,2.9,88.33922261,8.76923213438026
TIC_411677560,4560881816655212928,257.3217,19.5959,-1,15.48,12.5,2.4,0.13,20.8,26.9,2.2,64.59948320000001,8.448854781873344
TIC_374719920,2968166003220173696,81.055,-21.0786,-1,17.21,13.1,2.7,0.23,30.8,29.7,16.3,58.10575247,9.278904351618907
TIC_143916982,4880837088995525632,71.8468,-27.8425,-1,64.06,10.5,2.6,0.13,29.7,41.0,10.8,15.61036528,9.5329346719934
TIC_413029204,4069480692638954752,270.2439,-22.6781,22,10.06,15.1,3.2,1.0,15.6,3.6,3.9,99.40357853,10.11298990357392
TIC_157316308,4121294658392934784,261.2536,-20.145,22,11.28,16.5,3.7,0.41,42.9,9.7,6.9,88.65248227,11.761545498224455
TIC_435954404,5416221633076680320,156.3369,-42.6983,22,11.25,11.9,2.1,0.91,8.7,18.7,1.9,88.88888889,7.155762612209763
TIC_111936322,3041196768130819712,114.5854,-10.1553,-1,18.84,14.0,3.2,0.42,30.2,17.3,6.8,53.07855626,10.375404492418056
TIC_225477886,3117119626573314176,97.4603,-2.7969,-1,24.18,12.4,2.9,0.87,19.0,6.5,5.3,41.35649297,9.317281482592064
TIC_406626814,6066553039756468352,199.1509,-55.717,22,14.44,15.4,3.5,0.69,27.5,5.3,5.6,69.25207756,11.197835966241064
TIC_375586505,902175030329924608,122.2307,32.8171,-1,40.77,10.9,2.6,0.88,16.6,6.9,4.9,24.5278391,8.951703557028436
TIC_6271593,4881308710764495744,71.6421,-26.4658,-1,12.11,15.1,3.1,0.22,35.7,34.9,7.5,82.57638315,10.515720715831437
TIC_418310645,6481766769687829760,312.9941,-47.1942,-1,14.89,15.1,3.4,0.81,27.6,7.9,4.9,67.15916723,10.9644734886421
TIC_424050238,6563086099921277440,323.4064,-48.4152,-1,11.11,15.3,3.2,0.34,30.9,8.1,3.9,90.0090009,10.52857029470651
TIC_54250449,5861960966976370944,193.7818,-63.9436,22,10.14,15.2,3.3,1.0,17.4,2.9,3.7,98.61932939,10.230189774954882
TIC_58243043,6010385312871022208,238.8001,-37.1366,22,11.1,14.1,2.9,0.98,14.4,2.6,4.5,90.09009009,9.326614893935458
TIC_315398155,4117562572327410432,263.5184,-22.5035,-1,15.51,13.9,3.0,0.56,20.2,4.9,2.7,64.47453256,9.853058989055866
TIC_443480340,6742986538895222144,291.1458,-34.7113,22,19.3,12.8,3.0,1.0,9.1,2.2,3.3,51.813471500000006,9.227786545147444
TIC_146805397,5868548755256438656,199.3868,-62.12,22,10.18,12.2,2.1,0.68,10.6,12.1,2.3,98.23182711,7.238738890047562
TIC_173261489,6002875579742053888,233.4419,-40.3008,22,10.49,15.1,3.1,0.39,23.8,11.0,5.5,95.32888465,10.203877441014477
TIC_187313995,5855405094500214016,190.5543,-69.7302,22,10.06,15.1,3.4,1.0,10.2,2.2,3.1,99.40357853,10.11298990357392
TIC_76705930,5795879974498325632,230.5185,-71.1528,-1,11.28,16.4,3.7,0.58,34.9,11.1,8.7,88.65248227,11.661545498224456
TIC_158271740,2357025657739386624,12.1114,-18.7892,-1,19.21,14.0,3.1,0.5,27.0,10.2,6.8,52.05622072,10.417636824240718
TIC_66939701,4282562266517007104,284.9609,6.0933,-1,13.16,14.5,3.3,1.0,12.5,3.0,3.2,75.98784195,10.096279446255052
