TIC_ID,GDR2_ID,GDR2_RA,GDR2_DEC,TLC,mas_parrallax,g_mag,bp-rp,probability,age_myr,age_err_lower,age_err_upper,Distance,absolute_mag
TIC_203441455,5550292541911149312,95.6507,-49.9406,-1,17.28,14.6,3.4,0.24,33.1,6.5,7.0,57.87037037,10.78771869072827
TIC_143670378,1992796350687814400,351.0201,53.64,-1,10.31,13.2,2.5,0.27,17.7,7.3,3.4,96.99321048,8.266293326311615
TIC_399023116,6215622111807324928,220.3078,-33.4991,22,11.85,15.5,3.6,0.99,18.9,3.0,4.1,84.38818565,10.868591751833758
TIC_61258483,5524231981732912384,133.673,-43.1402,-1,22.8,12.3,2.6,0.16,28.6,41.1,13.8,43.85964912,9.089674235141244
TIC_145614438,5874556284989708672,225.9818,-62.0773,22,11.39,14.2,2.9,0.43,20.9,8.8,5.6,87.79631255,9.482618620516018
TIC_385461913,3410871234720545536,68.4716,20.1852,18,10.59,15.0,3.2,1.0,16.7,3.4,4.1,94.42870633,10.124479800462074
TIC_294159330,4335378578867041280,257.0623,-9.9973,-1,10.6,14.9,3.1,0.87,20.1,5.5,4.8,94.33962264,10.026529326358595
TIC_376746161,5490107268272843392,107.9896,-55.9391,-1,14.63,14.8,3.2,0.28,30.3,11.0,6.6,68.35269993,10.626221630678886
TIC_352281359,101557048630250880,36.9995,23.3454,-1,13.28,16.4,3.8,0.46,40.8,13.2,8.9,75.30120482,12.015990375139143
TIC_91595969,5230321567172871040,151.3447,-71.6163,22,11.48,14.6,3.0,0.14,29.5,37.1,10.5,87.10801394,9.899709440242022
TIC_72235515,5230321361014440704,151.3557,-71.6244,22,11.3,12.5,2.6,1.0,4.9,1.9,2.1,88.49557522,7.765392217447498
TIC_376624406,412802711419570816,23.5394,56.9721,-1,10.42,15.9,3.4,0.46,34.6,18.1,7.4,95.96928983,10.989338594755424
TIC_370284301,3415437811451492352,78.7113,22.3386,18,10.51,15.6,3.4,0.95,21.3,3.5,5.4,95.14747859,10.708013580182683
TIC_114591959,6061934403756610688,197.7222,-59.758,22,11.99,14.4,3.2,1.0,14.0,2.6,3.7,83.40283570000001,9.79409591540087
TIC_202591022,5307852908070273792,145.5575,-56.0267,22,12.32,14.4,2.9,0.34,27.4,21.6,5.9,81.16883117,9.853053539110764
TIC_104407099,5511191194011378048,113.4282,-44.1046,-1,22.8,13.6,3.1,0.41,35.6,32.7,9.9,43.85964912,10.389674235141245
TIC_49072162,5335755730084266624,174.093,-60.8874,22,11.32,13.4,2.7,0.92,16.0,9.1,4.4,88.33922261,8.66923213438026
TIC_238539292,5292883366472516992,109.3133,-61.4557,22,10.15,16.1,3.5,0.97,24.2,3.6,6.2,98.52216749,11.13233021119513
TIC_8366609,5962369949388619520,264.9007,-37.3824,-1,11.47,14.7,3.0,0.59,22.5,7.8,4.2,87.18395815,9.99781708954868
TIC_46035877,3503244848701313664,191.3122,-21.7891,-1,12.56,13.9,2.7,0.17,27.5,19.7,10.1,79.61783439,9.39494819713965
TIC_161828290,5090100299521232128,63.8204,-21.3925,-1,10.7,14.3,3.0,1.0,15.1,3.6,5.1,93.45794393,9.446918888315304
TIC_161833702,5983063479721275520,242.0298,-50.698,22,10.13,13.6,3.0,1.0,3.7,1.4,1.3,98.71668312,8.628047226789242
TIC_79457916,2918628194025281536,100.6785,-28.9592,-1,11.34,14.8,3.0,0.39,23.1,5.6,5.4,88.18342152,10.073065272704527
TIC_469378113,5848684638927564288,224.1583,-66.3951,22,12.47,13.2,2.6,0.33,21.6,23.2,2.1,80.19246191,8.679332267354276
TIC_98085822,5344348546534128384,178.5723,-54.0614,22,10.28,15.4,3.3,0.95,21.9,4.3,4.8,97.27626459,10.459965573328423
TIC_72766924,6054478787194977280,182.5382,-62.7349,22,10.3,13.9,3.1,1.0,6.4,2.6,2.4,97.08737864,8.964186123543234
TIC_21854564,5336159388291513984,171.7452,-59.5799,22,10.64,14.4,2.9,0.68,18.3,5.3,6.0,93.98496241,9.534708139703078
TIC_273313069,6316591222362496,42.0703,5.6181,-1,21.4,13.2,3.0,0.94,19.1,4.3,4.6,46.72897196,9.852068866867556
TIC_396099717,6055197867775111936,191.2898,-62.5432,22,10.16,14.8,3.1,1.0,14.2,1.8,3.1,98.42519685,9.834468539748189
TIC_287329704,5255210696533938688,156.6939,-59.924,22,10.04,13.4,2.8,1.0,6.6,3.3,2.2,99.60159363,8.408668563946852
TIC_85173466,5297800829152578816,132.2039,-63.1263,22,14.12,15.8,3.7,0.92,32.7,5.7,6.7,70.82152975,11.549173483426925
TIC_67043337,351095679321830144,24.9925,46.7162,-1,12.22,14.3,2.9,0.41,21.5,7.9,5.3,81.83306056,9.73535602943887
TIC_67043419,6728751303595489536,280.1351,-40.1833,-1,18.13,14.2,3.2,0.52,30.8,8.8,5.9,55.15719801,10.491989020648438
TIC_212955353,49520667981977344,64.899,21.7829,18,11.46,14.6,2.9,0.2,27.9,17.3,5.0,87.26003490000001,9.895923088256742
TIC_9853602,151866165232956544,69.0361,27.5554,-1,12.18,13.7,2.7,0.16,25.9,23.1,10.2,82.10180624,9.128236441477334
TIC_412200234,1546055293034569728,182.671,48.0318,-1,14.0,13.8,2.9,0.48,20.0,6.4,4.4,71.42857143,9.53064017834776
TIC_366760997,2367992495952696832,4.7277,-16.9629,-1,10.79,13.8,2.8,0.97,12.7,1.8,4.0,92.67840593,8.965107223447777
TIC_125977598,2901786974419551488,82.4363,-32.6539,-1,33.48,12.3,3.1,0.97,20.2,6.0,4.9,29.86857826,9.923927246291685
TIC_177336494,5924347802133154944,257.3727,-52.5891,22,16.24,13.3,2.9,0.7,15.9,5.0,6.7,61.57635468,9.352930124518837
TIC_76649446,5532217498469696384,117.4896,-44.047,-1,11.08,14.6,2.9,0.19,25.0,9.0,6.4,90.25270758,9.822698801991589
TIC_454544943,6145303429765430784,187.5239,-44.0756,22,12.74,14.3,3.2,1.0,12.7,2.4,3.1,78.49293564,9.825847139880269
TIC_448093467,6145304323118631680,187.5214,-44.0434,22,12.66,13.5,2.9,1.0,9.7,2.2,3.8,78.98894155,9.01216852835674
TIC_181243125,130351299659569664,41.4498,31.1769,-1,11.0,16.6,3.8,0.87,32.2,6.3,7.9,90.90909091,11.806963425769412
TIC_73422679,5227703011513843584,172.1892,-72.895,-1,12.73,14.1,3.0,0.99,17.6,4.8,4.2,78.55459544,9.624142018374243
TIC_138293660,6129199845030851840,190.0235,-46.5664,22,12.33,15.2,3.4,1.0,18.4,2.6,4.9,81.10300081,10.654815383006236
TIC_298854183,6129159884655362944,190.3729,-46.6874,22,10.41,15.6,3.6,1.0,11.3,2.7,2.8,96.06147935,10.687253647479936
TIC_148400443,6129159919015101824,190.3802,-46.6846,22,10.01,14.3,2.7,0.18,24.3,8.4,7.2,99.9000999,9.302170387398766
TIC_9739389,6226294968100023936,228.1545,-26.4036,22,13.85,13.7,2.8,0.35,21.7,5.2,5.2,72.20216606,9.407248867152168
TIC_58601266,64426575320796032,55.6541,22.2082,-1,25.66,15.0,4.0,0.98,28.0,2.1,5.8,38.97116134,12.046283260228424
TIC_268148425,64129019988396160,56.9991,22.6416,18,12.89,15.2,3.3,0.49,29.6,10.6,7.1,77.57951901,10.751264586682543
TIC_262497063,152249448113860864,66.7838,27.474,18,10.53,16.3,3.5,0.36,39.7,11.4,4.5,94.96676163,11.412141856005825
TIC_124481877,5919959174502468608,263.2476,-54.7171,22,10.63,14.4,2.9,0.43,22.4,9.6,4.5,94.07337723,9.532666322714418
TIC_176451382,5919959174490100224,263.2469,-54.7176,22,10.81,14.4,2.9,0.41,23.1,9.8,6.3,92.50693802,9.569128469774803
TIC_71119907,5485498390406148736,108.9785,-59.3415,22,10.2,15.7,3.3,0.34,36.1,13.0,9.0,98.03921569,10.74300085872707
TIC_59729336,6255111930912602624,234.133,-18.2924,-1,15.06,15.6,3.6,0.7,34.0,10.3,7.1,66.40106242,11.489124859225258
TIC_85325193,5879951932099030528,224.6979,-58.2731,22,10.81,13.2,2.5,0.16,21.2,12.1,3.9,92.50693802,8.369128469774802
TIC_329009005,4490987924061006080,262.4641,9.5602,-1,14.24,13.5,3.0,1.0,10.5,2.0,3.6,70.2247191,9.267549946538931
TIC_428899123,6090676737160646528,211.7904,-50.0343,-1,10.95,13.3,2.9,1.0,5.5,2.7,2.1,91.32420091,8.497070595957775
TIC_434690445,5234117008292638464,174.0697,-69.4643,22,10.14,13.5,3.0,1.0,3.3,1.4,0.8,98.61932939,8.530189774954883
TIC_98092692,6707605530330914944,274.2953,-47.3117,22,10.69,14.1,2.8,0.53,18.3,3.5,4.7,93.5453695,9.244888526141606
TIC_47857138,5847335052788164224,209.9861,-68.4547,22,10.54,13.0,2.5,0.83,10.0,2.3,3.5,94.87666034,8.114203054418251
TIC_291558694,176654036406205568,66.1019,36.2218,-1,21.5,14.8,3.6,0.58,40.2,7.2,7.5,46.51162791,11.462192299436882
TIC_251393896,152316037288384640,65.9,27.0968,18,12.85,15.8,3.6,0.9,29.1,7.1,7.1,77.82101167,11.344515638424513
TIC_411892310,5294168901724584064,119.8989,-58.9533,22,10.01,15.6,3.4,1.0,16.5,3.6,4.7,99.9000999,10.602170387398765
TIC_393873088,176765842994543744,66.0899,37.1055,-1,19.26,13.3,3.0,0.43,21.9,5.5,5.5,51.92107996,9.723281413878304
TIC_1219121,118821167893453696,51.0394,27.7936,18,13.04,14.4,3.1,0.56,21.5,7.9,4.1,76.68711656,9.976387957104585
TIC_229058439,6055287959001150208,193.0604,-61.9879,22,10.26,17.4,4.0,0.44,46.0,9.7,12.4,97.46588694,12.455736803869431
TIC_367617601,6132146982868270976,187.9083,-45.9833,22,12.24,12.1,2.5,1.0,3.6,1.7,1.2,81.69934641,7.538907088920897
TIC_125882822,4587345820285675136,278.4995,28.9005,-1,25.33,12.5,2.9,0.26,26.0,26.7,8.8,39.4788788,9.518175948944055
TIC_29109914,6127918089350574848,192.4434,-47.9756,22,10.05,13.8,2.8,0.78,13.8,5.1,2.6,99.50248756,8.810830308830312
TIC_430375887,5320435272441518080,122.4803,-52.9529,-1,11.63,15.4,3.5,1.0,15.7,3.8,4.4,85.98452279,10.727898573538663
TIC_205846229,4263400836883725696,292.0573,-0.1645,-1,23.92,13.1,3.3,1.0,9.2,2.5,2.6,41.80602007,9.993805876420309
TIC_15551020,4661339521215012864,75.5805,-68.358,-1,11.19,15.1,3.3,1.0,17.1,3.0,3.6,89.36550492,10.344150432522754
