time,flux,flux_err,cadenceno,sap_flux,kspsap_flux,kspsap_flux_err,quality,orbitid,sap_x,sap_y,sap_bkg,sap_bkg_err,kspsap_flux_sml,kspsap_flux_lag
2036.2868260859254,0.9716100096702576,0.02048426680266857,116470,0.97161,1.0231626,0.020484267,4096,61,931.7822265625,2046.9769287109375,55627.05,1230.22,1.0211821,1.0263162
2036.2937706973125,0.967888355255127,0.02048426680266857,116471,0.96788836,1.0161097,0.020484267,4096,62,931.78076171875,2046.9794921875,55580.64,1150.58,1.0136629,1.0187944
2036.3007153083709,0.9575502276420593,0.02048426680266857,116472,0.9575502,1.0023417,0.020484267,0,0,931.7798461914062,2046.98193359375,55807.77,877.62,1.0064172,0.999415
2036.3076599191338,0.961196780204773,0.02048426680266857,116473,0.9611968,1.0034132,0.020484267,4096,0,931.7803344726562,2046.984130859375,55739.05,876.67,1.0026441,1.0039313
2036.3146045298968,0.9615171551704407,0.02048426680266857,116474,0.96151716,1.0011755,0.020484267,4096,0,931.7796630859375,2046.981201171875,55721.05,856.96,1.0017065,1.0010924
2036.3215491406597,0.9641906023025513,0.02048426680266857,116475,0.9641906,1.0015491,0.020484267,0,0,931.7807006835938,2046.9835205078125,55700.17,1219.33,1.0004139,1.0024521
2036.328493751423,0.9587020874023438,0.02048426680266857,116476,0.9587021,0.9936142,0.020484267,4096,0,931.7794189453125,2046.980224609375,55848.95,734.67,0.9953801,0.9929359
2036.3354383621859,0.9572286009788513,0.02048426680266857,116477,0.9572286,0.9900137,0.020484267,0,0,931.7786865234375,2046.980224609375,55788.24,1160.61,0.99384445,0.9874252
2036.3423829726473,0.9596966505050659,0.02048426680266857,116478,0.95969665,0.9906396,0.020484267,0,0,931.781494140625,2046.9820556640625,55756.43,1258.55,0.9934981,0.98927313
2036.3493275828368,0.9683181047439575,0.02048426680266857,116479,0.9683181,0.9977431,0.020484267,0,0,931.7779541015625,2046.982666015625,55617.27,1088.36,0.99617374,0.99961215
2036.3562721930261,0.9634100198745728,0.02048426680266857,116480,0.96341,0.99104136,0.020484267,0,0,931.7808837890625,2046.98388671875,55739.35,731.36,0.9916879,0.98992133
2036.3632168032154,0.9612444043159485,0.02048426680266857,116481,0.9612444,0.9873095,0.020484267,0,0,931.7803955078125,2046.9822998046875,55790.32,1052.87,0.9895651,0.9866056
2036.3701614134047,0.9631920456886292,0.02048426680266857,116482,0.96319205,0.9879349,0.020484267,0,0,931.780029296875,2046.98291015625,55821.18,584.83,0.9876519,0.9872108
2036.377106023604,0.9696803092956543,0.02048426680266857,116483,0.9696803,0.9933335,0.020484267,0,0,931.7780151367188,2046.982666015625,55713.73,888.74,0.9949569,0.99398696
2036.384050633505,0.9662183523178101,0.02048426680266857,116484,0.96621835,0.9886581,0.020484267,0,0,931.7769165039062,2046.9833984375,55733.54,556.97,0.9910791,0.9868996
2036.3909952431634,0.9789596199989319,0.02048426680266857,116485,0.9789596,1.0006708,0.020484267,4096,0,931.7781982421875,2046.9844970703125,55624.67,1101.31,0.99741095,1.0017982
2036.3979398528218,0.9744791984558105,0.02048426680266857,116486,0.9744792,0.99518543,0.020484267,0,0,931.77685546875,2046.9859619140625,55724.82,1064.31,0.99379903,0.9952825
2036.40488446248,0.969896137714386,0.02048426680266857,116487,0.96989614,0.98971266,0.020484267,2048,0,931.7772827148438,2046.983154296875,55764.12,1151.16,0.9907117,0.98702806
2036.4118290721385,0.9772723913192749,0.02048426680266857,116488,0.9772724,0.9965463,0.020484267,2048,0,931.774658203125,2046.98486328125,55723.17,1043.82,0.99537134,0.9991047
2036.418773681797,0.9798702001571655,0.02048426680266857,116489,0.9798702,0.99860114,0.020484267,0,0,931.7776489257812,2046.98486328125,55716.86,965.16,0.9989784,0.99886686
2036.4257182911865,0.9904330372810364,0.02048426680266857,116490,0.99043304,1.0088624,0.020484267,0,0,931.7786865234375,2046.986328125,55708.06,966.2,1.0051336,1.0118434
2036.4326629003601,0.9818942546844482,0.02048426680266857,116491,0.98189425,0.99975747,0.020484267,2048,0,931.775634765625,2046.9857177734375,55755.48,589.46,1.0029502,0.9972503
2036.4396075095235,0.9920862913131714,0.02048426680266857,116492,0.9920863,1.0098115,0.020484267,2048,0,931.7742919921875,2046.9853515625,55756.15,609.31,1.0082741,1.0111872
2036.4465521186871,0.9921389222145081,0.02048426680266857,116493,0.9921389,1.0096254,0.020484267,0,0,931.7765502929688,2046.98388671875,55861.32,609.89,1.0105159,1.0108659
2036.4534967278507,0.9934351444244385,0.02048426680266857,116494,0.99343514,1.0107837,0.020484267,0,0,931.7763671875,2046.9853515625,55807.3,773.8,1.0100161,1.010896
2036.4604413370141,0.9964710474014282,0.02048426680266857,116495,0.99647105,1.0137863,0.020484267,0,0,931.7745361328125,2046.984130859375,55748.54,1380.96,1.0127047,1.0172815
2036.4673859459258,0.9988417625427246,0.02048426680266857,116496,0.99884176,1.0161823,0.020484267,0,0,931.7761840820312,2046.983154296875,55780.41,673.68,1.0124224,1.0172516
2036.4743305546356,1.0004364252090454,0.02048426680266857,116497,1.0004364,1.017855,0.020484267,2048,0,931.7745971679688,2046.986083984375,55802.3,1318.4,1.0146859,1.0183626
2036.4812751633353,1.002806544303894,0.02048426680266857,116498,1.0028065,1.0203786,0.020484267,0,0,931.7782592773438,2046.984375,55785.57,603.02,1.0174661,1.0222154
2036.488219772035,0.9967021346092224,0.02048426680266857,116499,0.99670213,1.014336,0.020484267,0,0,931.7738647460938,2046.9869384765625,55889.47,905.33,1.0142986,1.0152211
2036.4951643807346,0.9985557198524475,0.02048426680266857,116500,0.9985557,1.016444,0.020484267,0,0,931.7737426757812,2046.9844970703125,55921.96,898.75,1.0172257,1.0131336
2036.5021089894344,0.9969428777694702,0.02048426680266857,116501,0.9969429,1.0150717,0.020484267,0,0,931.7738647460938,2046.985595703125,55864.05,594.43,1.0139803,1.0166546
2036.5090535979064,0.9952234029769897,0.02048426680266857,116502,0.9952234,1.0136336,0.020484267,0,0,931.77197265625,2046.9871826171875,55869.03,882.34,1.0135986,1.0139077
2036.5159982061684,0.9927797317504883,0.02048426680266857,116503,0.99277973,1.0114956,0.020484267,0,0,931.7720336914062,2046.984375,55764.03,1043.77,1.0128523,1.0110753
2036.5229428144307,0.996159553527832,0.02048426680266857,116504,0.99615955,1.015326,0.020484267,0,0,931.7731323242188,2046.98583984375,55808.58,566.69,1.0149726,1.0154327
2036.5298874226928,0.9885608553886414,0.02048426680266857,116505,0.98856086,1.0079952,0.020484267,2048,0,931.7694091796875,2046.9853515625,55788.6,749.13,1.0090686,1.008765
2036.5368320309549,0.9913003444671631,0.02048426680266857,116506,0.99130034,1.0112294,0.020484267,0,0,931.772705078125,2046.987060546875,55706.07,858.55,1.0097955,1.0127038
2036.5437766392172,0.9867690205574036,0.02048426680266857,116507,0.986769,1.0070671,0.020484267,0,0,931.7734985351562,2046.983154296875,55796.57,881.23,1.0080906,1.0057714
2036.550721247264,0.9817131757736206,0.02048426680266857,116508,0.9817132,1.0023817,0.020484267,0,0,931.7696533203125,2046.9873046875,55759.29,551.33,1.0024263,1.0045662
2036.557665855111,0.9685958027839661,0.02048426680266857,116509,0.9685958,0.9894683,0.020484267,0,0,931.77099609375,2046.985107421875,55887.09,1280.96,0.99249756,0.98783565
2036.5646104629582,0.9796751737594604,0.02048426680266857,116510,0.9796752,1.00128,0.020484267,0,0,931.76904296875,2046.9849853515625,55767.06,1040.67,1.002001,1.0013995
2036.5715550708053,0.9766979217529297,0.02048426680266857,116511,0.9766979,0.9987324,0.020484267,0,0,931.7695922851562,2046.988525390625,55704.39,927.02,0.9977702,0.9999923
2036.5784996786524,0.973461925983429,0.02048426680266857,116512,0.9734619,0.9959162,0.020484267,0,0,931.7693481445312,2046.9854736328125,55783.34,1001.83,0.9952414,0.9984442
2036.5854442864995,0.9669245481491089,0.02048426680266857,116513,0.96692455,0.98971206,0.020484267,0,0,931.76953125,2046.988525390625,55776.37,985.7,0.9895746,0.9913525
2036.5923888941318,0.9632145762443542,0.02048426680266857,116514,0.9632146,0.9863872,0.020484267,0,0,931.7691650390625,2046.989501953125,55816.11,1023.02,0.98960024,0.9843559
2036.5993335015933,0.9631953835487366,0.02048426680266857,116515,0.9631954,0.9868259,0.020484267,0,0,931.7703857421875,2046.9871826171875,55769.93,944.87,0.98788726,0.98702145
2036.6062781090448,0.9573965668678284,0.02048426680266857,116516,0.95739657,0.9813221,0.020484267,0,0,931.7684936523438,2046.98974609375,55768.4,1097.63,0.9861465,0.9777654
2036.6132227164965,0.9540210366249084,0.02048426680266857,116517,0.95402104,0.9782753,0.020484267,0,0,931.7692260742188,2046.9876708984375,55894.21,1329.06,0.98418444,0.97567976
2036.620167323948,0.9640800952911377,0.02048426680266857,116518,0.9640801,0.9889804,0.020484267,0,0,931.77197265625,2046.9876708984375,55756.93,1171.53,0.9890746,0.9890872
2036.6271119313992,0.9603657126426697,0.02048426680266857,116519,0.9603657,0.98553073,0.020484267,0,0,931.7666015625,2046.9884033203125,55780.0,856.33,0.98795235,0.98540914
2036.634056538655,0.9569938778877258,0.02048426680266857,116520,0.9569939,0.98240244,0.020484267,0,0,931.7664794921875,2046.9866943359375,55808.72,590.71,0.9852403,0.9830487
2036.6410011457274,0.958551824092865,0.02048426680266857,116521,0.9585518,0.98430747,0.020484267,0,0,931.7677612304688,2046.9881591796875,55860.36,577.73,0.9877391,0.98209596
2036.6479457527998,0.958032488822937,0.02048426680266857,116522,0.9580325,0.9840539,0.020484267,0,0,931.7669067382812,2046.989501953125,55930.56,903.27,0.98656076,0.9822211
2036.6548903598723,0.9573010802268982,0.02048426680266857,116523,0.9573011,0.9835569,0.020484267,0,0,931.7678833007812,2046.986083984375,55742.52,697.64,0.9866787,0.9833884
2036.6618349669448,0.9592742919921875,0.02048426680266857,116524,0.9592743,0.98581475,0.020484267,0,0,931.7666625976562,2046.986083984375,55887.79,595.58,0.98855764,0.98678905
2036.6687795740172,0.9562183618545532,0.02048426680266857,116525,0.95621836,0.9828805,0.020484267,0,0,931.7674560546875,2046.9874267578125,55870.02,1075.92,0.9888718,0.9821691
2036.6757241808918,0.9663230776786804,0.02048426680266857,116526,0.9663231,0.9934523,0.020484267,0,0,931.7664794921875,2046.9864501953125,55806.6,1307.79,0.99459857,0.9944404
2036.6826687876096,0.9645159244537354,0.02048426680266857,116527,0.9645159,0.99175733,0.020484267,0,0,931.7684936523438,2046.988525390625,55792.35,1211.54,0.99090284,0.99342364
2036.6896133943173,0.9598994851112366,0.02048426680266857,116528,0.9598995,0.9871513,0.020484267,0,0,931.766845703125,2046.98828125,55915.11,592.57,0.9911993,0.98635525
2036.6965580010249,0.9676685929298401,0.02048426680266857,116529,0.9676686,0.9952623,0.020484267,0,0,931.768798828125,2046.9869384765625,55848.9,1048.31,0.99452037,0.9960733
2036.7035026077326,0.9724545478820801,0.02048426680266857,116530,0.97245455,1.0002868,0.020484267,0,0,931.7677001953125,2046.98583984375,55820.79,1297.52,1.0003668,0.9999015
2036.7104472144404,0.9763988256454468,0.02048426680266857,116531,0.9763988,1.0044271,0.020484267,0,0,931.7667236328125,2046.98974609375,55852.29,585.1,1.0030993,1.0064455
2036.717391820957,0.976595938205719,0.02048426680266857,116532,0.97659594,1.0046947,0.020484267,0,0,931.7666625976562,2046.985107421875,55888.59,1058.09,1.0049268,1.0046147
2036.7243364273122,0.9716201424598694,0.02048426680266857,116533,0.97162014,0.99962264,0.020484267,2048,0,931.767822265625,2046.9857177734375,56005.6,622.33,1.0020826,0.99698985
2036.7312810336775,0.9937543272972107,0.02048426680266857,116534,0.9937543,1.0224257,0.020484267,0,0,931.765869140625,2046.9873046875,55720.33,1144.33,1.018429,1.0254877
2036.738225640033,0.9860481023788452,0.02048426680266857,116535,0.9860481,1.0145116,0.020484267,0,0,931.7667236328125,2046.9864501953125,55897.45,628.23,1.0137389,1.0160302
2036.7451702463884,0.9794462323188782,0.02048426680266857,116536,0.97944623,1.0077184,0.020484267,0,0,931.7681884765625,2046.9847412109375,55945.15,774.18,1.0109981,1.0054939
2036.7521148527437,0.9940648078918457,0.02048426680266857,116537,0.9940648,1.0227436,0.020484267,2048,0,931.7693481445312,2046.986083984375,55928.79,845.08,1.0196387,1.022149
2036.7590594589135,1.002251386642456,0.02048426680266857,116538,1.0022514,1.0311369,0.020484267,0,0,931.76416015625,2046.9866943359375,55784.47,1051.99,1.0243436,1.0344841
2036.766004064937,0.9905822277069092,0.02048426680266857,116539,0.9905822,1.0190896,0.020484267,0,0,931.7684326171875,2046.98583984375,56032.48,598.3,1.0201685,1.0166513
2036.7729486709507,0.9871888756752014,0.02048426680266857,116540,0.9871889,1.0155447,0.020484267,0,0,931.7669677734375,2046.984375,55971.71,727.97,1.0153368,1.0164353
