time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
1410.906107110192,2.7115447e+03,8.6681318e+00,3.4626345e-03,132082,909.63060,651.33966,2.2195955e+03,7.1410856e+00,1.0043594e+03,3.1716526e+00,2.7115447e+03,8.6681318e+00,0,nan,nan,nan,nan,909.63060,2.5401923e-03,651.33966,2.5916107e-03,-1.0246632e-01,3.2955252e-02
1410.9074960346031,2.6957498e+03,8.6565714e+00,3.4626706e-03,132083,909.63771,651.33352,2.2060095e+03,7.1315618e+00,1.0067180e+03,3.1769092e+00,2.6957498e+03,8.6565714e+00,0,nan,nan,nan,nan,909.63771,2.5502706e-03,651.33352,2.6000543e-03,-1.0213779e-01,3.2417558e-02
1410.9088849590144,2.6968003e+03,8.6660194e+00,3.4627067e-03,132084,909.63091,651.34671,2.2079255e+03,7.1393452e+00,1.0013668e+03,3.1753204e+00,2.6968003e+03,8.6660194e+00,0,nan,nan,nan,nan,909.63091,2.5535512e-03,651.34671,2.6003467e-03,-1.0255172e-01,3.7098400e-02
1410.9102738836577,2.6984482e+03,8.6582918e+00,3.4627430e-03,132085,909.63223,651.33925,2.2091851e+03,7.1329789e+00,1.0041851e+03,3.1702652e+00,2.6984482e+03,8.6582918e+00,0,nan,nan,nan,nan,909.63223,2.5533566e-03,651.33925,2.5966703e-03,-1.0011289e-01,3.4529176e-02
1410.9116628080683,2.7069385e+03,8.6659060e+00,3.4627791e-03,132086,909.63494,651.34496,2.2171016e+03,7.1392517e+00,1.0035721e+03,3.1711252e+00,2.7069385e+03,8.6659060e+00,0,nan,nan,nan,nan,909.63494,2.5420089e-03,651.34496,2.5924777e-03,-9.9669300e-02,3.6847860e-02
1410.9130517324795,2.7149456e+03,8.6765261e+00,3.4628152e-03,132087,909.63142,651.34649,2.2237822e+03,7.1480002e+00,1.0075079e+03,3.1696808e+00,2.7149456e+03,8.6765261e+00,0,nan,nan,nan,nan,909.63142,2.5376414e-03,651.34649,2.5905876e-03,-1.0136671e-01,4.2945743e-02
1410.9144406568907,2.6923796e+03,8.6579266e+00,3.4628513e-03,132088,909.63482,651.33833,2.2052717e+03,7.1326780e+00,1.0028724e+03,3.1726568e+00,2.6923796e+03,8.6579266e+00,0,nan,nan,nan,nan,909.63482,2.5602363e-03,651.33833,2.6099144e-03,-9.8107658e-02,3.3468332e-02
1410.9158295813013,2.6875457e+03,8.6533699e+00,3.4628874e-03,132089,909.63333,651.34579,2.2015125e+03,7.1289234e+00,1.0076525e+03,3.1751621e+00,2.6875457e+03,8.6533699e+00,0,nan,nan,nan,nan,909.63333,2.5603164e-03,651.34579,2.6042163e-03,-1.0119562e-01,3.6536399e-02
1410.9172185057125,2.6947856e+03,8.6530104e+00,3.4629235e-03,132090,909.63802,651.34244,2.2084751e+03,7.1286283e+00,1.0051248e+03,3.1697776e+00,2.6947856e+03,8.6530104e+00,0,nan,nan,nan,nan,909.63802,2.5479735e-03,651.34244,2.5893187e-03,-1.0144547e-01,4.1210961e-02
1410.9186074301244,2.7164829e+03,8.6637278e+00,3.4629595e-03,132091,909.63686,651.33527,2.2270171e+03,7.1374574e+00,1.0026873e+03,3.1659877e+00,2.7164829e+03,8.6637278e+00,0,nan,nan,nan,nan,909.63686,2.5305098e-03,651.33527,2.5817079e-03,-9.9474370e-02,2.8123407e-02
1410.919996354536,2.7163240e+03,8.6678686e+00,3.4629956e-03,132092,909.63111,651.33884,2.2244817e+03,7.1408687e+00,1.0027070e+03,3.1680660e+00,2.7163240e+03,8.6678686e+00,0,nan,nan,nan,nan,909.63111,2.5412235e-03,651.33884,2.5899941e-03,-1.0033987e-01,3.4522615e-02
1410.9213852789464,2.7098767e+03,8.6556377e+00,3.4630317e-03,132093,909.63703,651.34415,2.2202854e+03,7.1307917e+00,1.0025834e+03,3.1652305e+00,2.7098767e+03,8.6556377e+00,0,nan,nan,nan,nan,909.63703,2.5379015e-03,651.34415,2.5865983e-03,-9.8854654e-02,3.6706325e-02
1410.9227742033577,2.7047085e+03,8.6683760e+00,3.4630678e-03,132094,909.63534,651.33932,2.2165359e+03,7.1412868e+00,1.0090277e+03,3.1822715e+00,2.7047085e+03,8.6683760e+00,0,nan,nan,nan,nan,909.63534,2.5407753e-03,651.33932,2.5936768e-03,-1.0099480e-01,3.1261019e-02
1410.924163127769,2.6936323e+03,8.6467838e+00,3.4631039e-03,132095,909.63382,651.35045,2.2086509e+03,7.1234984e+00,1.0026793e+03,3.1653440e+00,2.6936323e+03,8.6467838e+00,0,nan,nan,nan,nan,909.63382,2.5467521e-03,651.35045,2.5933522e-03,-9.7441040e-02,4.2396821e-02
1410.9255520521795,2.6985413e+03,8.6573153e+00,3.4631400e-03,132096,909.63968,651.33839,2.2124480e+03,7.1321745e+00,1.0047142e+03,3.1701794e+00,2.6985413e+03,8.6573153e+00,0,nan,nan,nan,nan,909.63968,2.5443500e-03,651.33839,2.5961197e-03,-9.8127343e-02,3.2284521e-02
1410.9269409765907,2.6950320e+03,8.6648417e+00,3.4631761e-03,132097,909.63620,651.33752,2.2098665e+03,7.1383743e+00,1.0112226e+03,3.1754050e+00,2.6950320e+03,8.6648417e+00,0,nan,nan,nan,nan,909.63620,2.5528914e-03,651.33752,2.5950673e-03,-1.0028562e-01,3.3252995e-02
1410.928329901002,2.6923057e+03,8.6490107e+00,3.4632122e-03,132098,909.63391,651.35068,2.2075942e+03,7.1253324e+00,1.0069792e+03,3.1683617e+00,2.6923057e+03,8.6490107e+00,0,nan,nan,nan,nan,909.63391,2.5486643e-03,651.35068,2.5953245e-03,-1.0083027e-01,4.3475647e-02
