time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
1517.3508921415144,nan,nan,3.8467404e-03,208722,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1517.353669969583,nan,nan,3.8467918e-03,208724,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1517.3550588837327,nan,nan,3.8468176e-03,208725,nan,nan,nan,nan,nan,nan,nan,nan,10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1517.3578367122648,nan,nan,3.8468696e-03,208727,nan,nan,nan,nan,nan,nan,nan,nan,10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1517.3592256264158,nan,nan,3.8468954e-03,208728,nan,nan,nan,nan,nan,nan,nan,nan,10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1517.3606145405658,nan,nan,3.8469213e-03,208729,nan,nan,nan,nan,nan,nan,nan,nan,10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1517.362003454716,nan,nan,3.8469471e-03,208730,nan,nan,nan,nan,nan,nan,nan,nan,10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1517.363392369099,nan,nan,3.8469732e-03,208731,nan,nan,nan,nan,nan,nan,nan,nan,10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1517.3661701976314,nan,nan,3.8470251e-03,208733,nan,nan,nan,nan,nan,nan,nan,nan,10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1517.3675591117824,nan,nan,3.8470509e-03,208734,nan,nan,nan,nan,nan,nan,nan,nan,10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1517.3745036834646,nan,nan,3.8471811e-03,208739,222.55677,1428.16210,6.8000923e+03,2.5759680e+01,3.1728236e+04,1.4782132e+01,nan,nan,1000000000000,nan,nan,nan,nan,222.55677,3.0605004e-03,1428.16210,3.0939786e-03,3.5980493e-03,-1.4743608e-01
1517.3758925978475,nan,nan,3.8472072e-03,208740,222.55235,1428.15872,6.8057593e+03,2.5573610e+01,3.1182625e+04,1.4660337e+01,nan,nan,1000000000000,nan,nan,nan,nan,222.55235,3.0338566e-03,1428.15872,3.0716618e-03,6.0325013e-03,-1.5046403e-01
