time,flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
2306.610545262025,nan,nan,10000000000000000000,4.356842e-03,828.59054,456.54213,107552,1.0529508e+06,3.0613104e+01,3.2380531e+04,1.2025430e+01,nan,nan,10000000000000000000,nan,nan,nan,nan,828.59054,4.5612760e-05,456.54213,6.6438151e-05,-9.1316745e-02,-1.7668204e-02
2306.630977423476,5.4339725e+05,3.0354836e+01,0,4.355303e-03,828.58224,456.54758,107553,1.0616564e+06,3.0676329e+01,3.2349426e+04,1.1954943e+01,5.4339725e+05,3.0354836e+01,0,nan,nan,nan,nan,828.58224,4.5248620e-05,456.54758,6.5966393e-05,-9.3984954e-02,-1.1381588e-02
2306.651409384933,5.3433144e+05,3.0254421e+01,0,4.353765e-03,828.58456,456.55233,107554,1.0524530e+06,3.0580570e+01,3.2382215e+04,1.1958049e+01,5.3433144e+05,3.0254421e+01,0,nan,nan,nan,nan,828.58456,4.5603138e-05,456.55233,6.6470056e-05,-9.6562780e-02,-8.3920220e-03
2306.671841445459,5.3294112e+05,3.0281626e+01,0,4.352225e-03,828.58339,456.55866,107555,1.0509595e+06,3.0592432e+01,3.2364805e+04,1.2027325e+01,5.3294112e+05,3.0281626e+01,0,nan,nan,nan,nan,828.58339,4.5655052e-05,456.55866,6.6557222e-05,-9.8280191e-02,-3.1411559e-03
2306.692273605513,5.3170181e+05,3.0274500e+01,0,4.350686e-03,828.58267,456.56194,107556,1.0498015e+06,3.0582170e+01,3.2357654e+04,1.2029009e+01,5.3170181e+05,3.0274500e+01,0,nan,nan,nan,nan,828.58267,4.5694498e-05,456.56194,6.6625464e-05,-9.9340476e-02,-4.9301219e-04
2306.712705565573,5.3183906e+05,3.0252157e+01,0,4.349146e-03,828.58306,456.56502,107557,1.0498609e+06,3.0561514e+01,3.2380545e+04,1.1977692e+01,5.3183906e+05,3.0252157e+01,0,nan,nan,nan,nan,828.58306,4.5685541e-05,456.56502,6.6604385e-05,-9.8443761e-02,2.4846727e-03
2306.733137724703,5.3070400e+05,3.0258972e+01,0,4.347605e-03,828.58317,456.56747,107558,1.0488502e+06,3.0561995e+01,3.2374131e+04,1.2006987e+01,5.3070400e+05,3.0258972e+01,0,nan,nan,nan,nan,828.58317,4.5716239e-05,456.56747,6.6652581e-05,-9.8300636e-02,4.6828873e-03
2306.753569683824,5.2938181e+05,3.0248713e+01,0,4.346064e-03,828.58524,456.56964,107559,1.0474738e+06,3.0547512e+01,3.2366100e+04,1.2007192e+01,5.2938181e+05,3.0248713e+01,0,nan,nan,nan,nan,828.58524,4.5770721e-05,456.56964,6.6722474e-05,-9.6295163e-02,6.6863042e-03
2306.7740017424876,5.2994138e+05,3.0269699e+01,0,4.344522e-03,828.58784,456.57038,107560,1.0478348e+06,3.0559601e+01,3.2359938e+04,1.2029509e+01,5.2994138e+05,3.0269699e+01,0,nan,nan,nan,nan,828.58784,4.5770754e-05,456.57038,6.6684326e-05,-9.4643012e-02,7.1648727e-03
2306.794433900679,5.2967862e+05,3.0244421e+01,0,4.342981e-03,828.58578,456.57061,107561,1.0473543e+06,3.0536201e+01,3.2360689e+04,1.1982955e+01,5.2967862e+05,3.0244421e+01,0,nan,nan,nan,nan,828.58578,4.5770070e-05,456.57061,6.6712761e-05,-9.5151775e-02,7.6107350e-03
2306.8148658584105,5.2870681e+05,3.0240871e+01,0,4.341438e-03,828.58547,456.57526,107562,1.0464299e+06,3.0520422e+01,3.2378951e+04,1.1968536e+01,5.2870681e+05,3.0240871e+01,0,nan,nan,nan,nan,828.58547,4.5804987e-05,456.57526,6.6757319e-05,-9.6293509e-02,1.1244072e-02
2306.8352979152114,5.2782000e+05,3.0226477e+01,0,4.339895e-03,828.58516,456.57611,107563,1.0455392e+06,3.0516909e+01,3.2402781e+04,1.1981365e+01,5.2782000e+05,3.0226477e+01,0,nan,nan,nan,nan,828.58516,4.5834851e-05,456.57611,6.6809014e-05,-9.6676528e-02,1.2166157e-02
2306.855730072013,5.2706412e+05,3.0232080e+01,0,4.338352e-03,828.58646,456.57825,107564,1.0448779e+06,3.0503756e+01,3.2371057e+04,1.1966278e+01,5.2706412e+05,3.0232080e+01,0,nan,nan,nan,nan,828.58646,4.5864301e-05,456.57825,6.6832275e-05,-9.5823154e-02,1.3782391e-02
2306.876162028806,5.2726538e+05,3.0229063e+01,0,4.336809e-03,828.58665,456.58288,107565,1.0449783e+06,3.0493961e+01,3.2399461e+04,1.1937903e+01,5.2726538e+05,3.0229063e+01,0,nan,nan,nan,nan,828.58665,4.5872832e-05,456.58288,6.6822126e-05,-9.7107142e-02,1.7436320e-02
2306.8965940846756,5.2749975e+05,3.0249922e+01,0,4.335265e-03,828.58464,456.58842,107566,1.0451171e+06,3.0516775e+01,3.2369889e+04,1.1989818e+01,5.2749975e+05,3.0249922e+01,0,nan,nan,nan,nan,828.58464,4.5869616e-05,456.58842,6.6814726e-05,-9.9292316e-02,2.1892095e-02
2306.917026240073,5.1233131e+05,3.0106165e+01,0,4.333720e-03,828.59112,456.59547,107567,1.0301749e+06,3.0355228e+01,3.2364338e+04,1.1984597e+01,5.1233131e+05,3.0106165e+01,0,nan,nan,nan,nan,828.59112,4.6472895e-05,456.59547,6.7666835e-05,-1.0127655e-01,2.6412323e-02
2306.9374582950113,4.3951581e+05,2.9352734e+01,0,4.332175e-03,828.63340,456.61100,107568,9.5720381e+05,2.9583511e+01,3.2374918e+04,1.1989445e+01,4.3951581e+05,2.9352734e+01,0,nan,nan,nan,nan,828.63340,4.9700549e-05,456.61100,7.2182971e-05,-1.0268402e-01,3.1160286e-02
2306.9578903499496,4.2729006e+05,2.9223177e+01,0,4.330630e-03,828.63852,456.61634,107569,9.4490838e+05,2.9452238e+01,3.2374486e+04,1.1997308e+01,4.2729006e+05,2.9223177e+01,0,nan,nan,nan,nan,828.63852,5.0291073e-05,456.61634,7.3016425e-05,-1.0562181e-01,3.4128714e-02
2306.9783224039566,5.0340356e+05,3.0021757e+01,0,4.329084e-03,828.59470,456.60701,107570,1.0210366e+06,3.0266439e+01,3.2401820e+04,1.2002827e+01,5.0340356e+05,3.0021757e+01,0,nan,nan,nan,nan,828.59470,4.6875306e-05,456.60701,6.8189656e-05,-1.0558482e-01,3.4990173e-02
2306.9987544579562,5.2623238e+05,3.0250618e+01,0,4.327538e-03,828.57897,456.60627,107571,1.0438873e+06,3.0490160e+01,3.2393629e+04,1.1956924e+01,5.2623238e+05,3.0250618e+01,0,nan,nan,nan,nan,828.57897,4.5916091e-05,456.60627,6.6882174e-05,-1.0656001e-01,3.7142966e-02
2307.019186511032,5.2634031e+05,3.0250114e+01,0,4.325991e-03,828.57791,456.60599,107572,1.0439838e+06,3.0489353e+01,3.2404615e+04,1.1953426e+01,5.2634031e+05,3.0250114e+01,0,nan,nan,nan,nan,828.57791,4.5900269e-05,456.60599,6.6870860e-05,-1.0660941e-01,3.7046067e-02
2307.0396185641002,5.2656112e+05,3.0262842e+01,0,4.324444e-03,828.57849,456.60630,107573,1.0440059e+06,3.0505726e+01,3.2385625e+04,1.1992347e+01,5.2656112e+05,3.0262842e+01,0,nan,nan,nan,nan,828.57849,4.5899065e-05,456.60630,6.6859997e-05,-1.0559060e-01,3.7576012e-02
2307.06005061671,5.2601625e+05,3.0280510e+01,0,4.322897e-03,828.57888,456.60912,107574,1.0434431e+06,3.0512749e+01,3.2405447e+04,1.2028828e+01,5.2601625e+05,3.0280510e+01,0,nan,nan,nan,nan,828.57888,4.5926306e-05,456.60912,6.6905654e-05,-1.0649114e-01,4.0027216e-02
2307.0804827688553,5.2501956e+05,3.0267225e+01,0,4.321349e-03,828.57752,456.61616,107575,1.0424624e+06,3.0488655e+01,3.2398535e+04,1.1992289e+01,5.2501956e+05,3.0267225e+01,0,nan,nan,nan,nan,828.57752,4.5964112e-05,456.61616,6.6947119e-05,-1.0819299e-01,4.5890648e-02
2307.100914720533,5.2436962e+05,3.0263443e+01,0,4.319801e-03,828.57161,456.62574,107576,1.0421588e+06,3.0478306e+01,3.2422322e+04,1.1973163e+01,5.2436962e+05,3.0263443e+01,0,nan,nan,nan,nan,828.57161,4.5963712e-05,456.62574,6.6976325e-05,-1.1361676e-01,5.4274306e-02
2307.121346771739,5.2357253e+05,3.0275738e+01,0,4.318252e-03,828.56688,456.63288,107577,1.0413588e+06,3.0484415e+01,3.2390252e+04,1.2011938e+01,5.2357253e+05,3.0275738e+01,0,nan,nan,nan,nan,828.56688,4.5977380e-05,456.63288,6.7036162e-05,-1.1807822e-01,6.0415890e-02
2307.141778922487,5.2320459e+05,3.0284687e+01,0,4.316702e-03,828.56593,456.63619,107578,1.0408506e+06,3.0492722e+01,3.2425877e+04,1.2042518e+01,5.2320459e+05,3.0284687e+01,0,nan,nan,nan,nan,828.56593,4.5995974e-05,456.63619,6.7108260e-05,-1.1911435e-01,6.2610477e-02
2307.1622108727606,5.2333706e+05,3.0270515e+01,0,4.315153e-03,828.56372,456.64088,107579,1.0411187e+06,3.0469885e+01,3.2398203e+04,1.1978150e+01,5.2333706e+05,3.0270515e+01,0,nan,nan,nan,nan,828.56372,4.5982029e-05,456.64088,6.7044261e-05,-1.2113075e-01,6.7538179e-02
2307.182643023043,5.2316353e+05,3.0260248e+01,0,4.313603e-03,828.55888,456.64705,107580,1.0408835e+06,3.0468740e+01,3.2429820e+04,1.1981028e+01,5.2316353e+05,3.0260248e+01,0,nan,nan,nan,nan,828.55888,4.5986122e-05,456.64705,6.7069595e-05,-1.2652183e-01,7.2931476e-02
2307.2030750723934,5.2994388e+05,3.0340006e+01,0,4.312052e-03,828.54897,456.65305,107581,1.0476292e+06,3.0544369e+01,3.2417365e+04,1.1994689e+01,5.2994388e+05,3.0340006e+01,0,nan,nan,nan,nan,828.54897,4.5702767e-05,456.65305,6.6705768e-05,-1.3231976e-01,7.9034999e-02
2307.2235070212773,5.2856019e+05,3.0360886e+01,0,4.310501e-03,828.54449,456.66453,107582,1.0465322e+06,3.0548580e+01,3.2433254e+04,1.2028996e+01,5.2856019e+05,3.0360886e+01,0,nan,nan,nan,nan,828.54449,4.5741232e-05,456.66453,6.6778353e-05,-1.3783632e-01,8.8796966e-02
2307.2439391701555,5.2529219e+05,3.0325031e+01,0,4.308950e-03,828.53883,456.67476,107583,1.0431632e+06,3.0519773e+01,3.2433660e+04,1.2045424e+01,5.2529219e+05,3.0325031e+01,0,nan,nan,nan,nan,828.53883,4.5854438e-05,456.67476,6.6982684e-05,-1.4436246e-01,9.7608395e-02
2307.2643712185745,5.2398891e+05,3.0315567e+01,0,4.307399e-03,828.53182,456.68649,107584,1.0421205e+06,3.0493898e+01,3.2447016e+04,1.2010174e+01,5.2398891e+05,3.0315567e+01,0,nan,nan,nan,nan,828.53182,4.5877234e-05,456.68649,6.7055596e-05,-1.5169218e-01,1.0767012e-01
2307.284803166054,5.2377178e+05,3.0317350e+01,0,4.305846e-03,828.52546,456.69716,107585,1.0419265e+06,3.0495922e+01,3.2433682e+04,1.2016282e+01,5.2377178e+05,3.0317350e+01,0,nan,nan,nan,nan,828.52546,4.5874207e-05,456.69716,6.7075751e-05,-1.5820234e-01,1.1643265e-01
2307.3052353135427,5.2340381e+05,3.0305147e+01,0,4.304294e-03,828.51924,456.70592,107586,1.0416958e+06,3.0480185e+01,3.2436752e+04,1.1983548e+01,5.2340381e+05,3.0305147e+01,0,nan,nan,nan,nan,828.51924,4.5864999e-05,456.70592,6.7091569e-05,-1.6386685e-01,1.2387399e-01
2307.3256673605647,5.2304434e+05,3.0315413e+01,0,4.302741e-03,828.51911,456.70636,107587,1.0414050e+06,3.0481050e+01,3.2442768e+04,1.1991742e+01,5.2304434e+05,3.0315413e+01,0,nan,nan,nan,nan,828.51911,4.5873461e-05,456.70636,6.7107285e-05,-1.6363770e-01,1.2451240e-01
2307.3460993071203,5.2324000e+05,3.0341326e+01,0,4.301187e-03,828.52023,456.70365,107588,1.0414054e+06,3.0514423e+01,3.2413998e+04,1.2081130e+01,5.2324000e+05,3.0341326e+01,0,nan,nan,nan,nan,828.52023,4.5875542e-05,456.70365,6.7102912e-05,-1.6217123e-01,1.2217917e-01
2307.3665314532045,5.2302147e+05,3.0332506e+01,0,4.299633e-03,828.51813,456.70599,107589,1.0411843e+06,3.0500462e+01,3.2387115e+04,1.2044951e+01,5.2302147e+05,3.0332506e+01,0,nan,nan,nan,nan,828.51813,4.5877343e-05,456.70599,6.7111505e-05,-1.6362309e-01,1.2436359e-01
2307.3869634988296,5.2328716e+05,3.0341688e+01,0,4.298079e-03,828.51346,456.71141,107590,1.0416112e+06,3.0502098e+01,3.2416953e+04,1.2042160e+01,5.2328716e+05,3.0341688e+01,0,nan,nan,nan,nan,828.51346,4.5846948e-05,456.71141,6.7086999e-05,-1.6753449e-01,1.2888461e-01
2307.4073955439817,5.2360688e+05,3.0327290e+01,0,4.296524e-03,828.51028,456.72166,107591,1.0419978e+06,3.0482929e+01,3.2395039e+04,1.1982125e+01,5.2360688e+05,3.0327290e+01,0,nan,nan,nan,nan,828.51028,4.5829027e-05,456.72166,6.7074296e-05,-1.7127848e-01,1.3727869e-01
2307.427827589141,5.2452719e+05,3.0346937e+01,0,4.294969e-03,828.50150,456.73003,107592,1.0429690e+06,3.0497204e+01,3.2407393e+04,1.1992562e+01,5.2452719e+05,3.0346937e+01,0,nan,nan,nan,nan,828.50150,4.5762219e-05,456.73003,6.7024754e-05,-1.7823863e-01,1.4449316e-01
2307.448259633369,5.2338553e+05,3.0342747e+01,0,4.293413e-03,828.49524,456.74109,107593,1.0421390e+06,3.0483974e+01,3.2444133e+04,1.1979251e+01,5.2338553e+05,3.0342747e+01,0,nan,nan,nan,nan,828.49524,4.5780744e-05,456.74109,6.7077970e-05,-1.8513110e-01,1.5356508e-01
2307.4686916771243,5.2195512e+05,3.0334023e+01,0,4.291857e-03,828.48970,456.75001,107594,1.0407531e+06,3.0472979e+01,3.2414396e+04,1.1984660e+01,5.2195512e+05,3.0334023e+01,0,nan,nan,nan,nan,828.48970,4.5825658e-05,456.75001,6.7164641e-05,-1.9148529e-01,1.6080147e-01
2307.4891237208867,5.2207203e+05,3.0368690e+01,0,4.290301e-03,828.48508,456.75940,107595,1.0411026e+06,3.0497070e+01,3.2421295e+04,1.2040020e+01,5.2207203e+05,3.0368690e+01,0,nan,nan,nan,nan,828.48508,4.5809928e-05,456.75940,6.7144174e-05,-1.9680519e-01,1.6845404e-01
2307.5095557641835,5.2217566e+05,3.0348637e+01,0,4.288744e-03,828.47803,456.76661,107596,1.0410466e+06,3.0485729e+01,3.2438404e+04,1.2008142e+01,5.2217566e+05,3.0348637e+01,0,nan,nan,nan,nan,828.47803,4.5801058e-05,456.76661,6.7150017e-05,-2.0418340e-01,1.7452055e-01
2307.550419848907,5.2286925e+05,3.0186577e+01,0,4.285629e-03,828.75288,456.43788,107598,1.0325904e+06,3.0379963e+01,3.2436086e+04,1.1963171e+01,5.2286925e+05,3.0186577e+01,0,nan,nan,nan,nan,828.75288,4.6667854e-05,456.43788,6.6471424e-05,6.1929595e-02,-1.2497720e-01
2307.570851890807,5.2263741e+05,3.0208174e+01,0,4.284071e-03,828.74493,456.44987,107599,1.0331336e+06,3.0375023e+01,3.2459305e+04,1.1944879e+01,5.2263741e+05,3.0208174e+01,0,nan,nan,nan,nan,828.74493,4.6644578e-05,456.44987,6.6498862e-05,5.3657994e-02,-1.1097491e-01
2307.5912840322344,5.2225797e+05,3.0241531e+01,0,4.282512e-03,828.73730,456.45758,107600,1.0334986e+06,3.0392267e+01,3.2448959e+04,1.1976908e+01,5.2225797e+05,3.0241531e+01,0,nan,nan,nan,nan,828.73730,4.6622463e-05,456.45758,6.6528293e-05,4.6768405e-02,-1.0118312e-01
2307.611715973202,5.2223484e+05,3.0234802e+01,0,4.280953e-03,828.73168,456.46585,107601,1.0336712e+06,3.0385551e+01,3.2428629e+04,1.1959080e+01,5.2223484e+05,3.0234802e+01,0,nan,nan,nan,nan,828.73168,4.6610483e-05,456.46585,6.6558569e-05,4.1255105e-02,-9.2683047e-02
2307.6321480141705,5.2258972e+05,3.0240234e+01,0,4.279394e-03,828.72657,456.47147,107602,1.0340828e+06,3.0394463e+01,3.2435209e+04,1.1966022e+01,5.2258972e+05,3.0240234e+01,0,nan,nan,nan,nan,828.72657,4.6590794e-05,456.47147,6.6564964e-05,3.6624763e-02,-8.6895585e-02
2307.652580154201,5.2248856e+05,3.0242619e+01,0,4.277834e-03,828.72009,456.47661,107603,1.0345238e+06,3.0389044e+01,3.2403049e+04,1.1941721e+01,5.2248856e+05,3.0242619e+01,0,nan,nan,nan,nan,828.72009,4.6568235e-05,456.47661,6.6572837e-05,3.0296769e-02,-8.1749186e-02
2307.673012093772,5.2584269e+05,3.0285511e+01,0,4.276274e-03,828.71536,456.47994,107604,1.0378899e+06,3.0438648e+01,3.2437488e+04,1.1982905e+01,5.2584269e+05,3.0285511e+01,0,nan,nan,nan,nan,828.71536,4.6422698e-05,456.47994,6.6407680e-05,2.7633492e-02,-7.7885345e-02
2307.6934441333433,5.2327075e+05,3.0273525e+01,10000000000000,4.274713e-03,828.71309,456.48520,107605,1.0356026e+06,3.0411623e+01,3.2424004e+04,1.1979319e+01,5.2327075e+05,3.0273525e+01,10000000000000,nan,nan,nan,nan,828.71309,4.6512396e-05,456.48520,6.6547131e-05,2.4460532e-02,-7.2887495e-02
2307.713876271977,5.2287697e+05,3.0276316e+01,0,4.273152e-03,828.71033,456.49081,107606,1.0354966e+06,3.0407448e+01,3.2464471e+04,1.1965001e+01,5.2287697e+05,3.0276316e+01,0,nan,nan,nan,nan,828.71033,4.6521385e-05,456.49081,6.6575099e-05,2.1308370e-02,-6.7299083e-02
2307.7343082106163,5.2272775e+05,3.0266611e+01,0,4.271591e-03,828.70804,456.49696,107607,1.0354558e+06,3.0397438e+01,3.2436553e+04,1.1940886e+01,5.2272775e+05,3.0266611e+01,0,nan,nan,nan,nan,828.70804,4.6527079e-05,456.49696,6.6589913e-05,1.8578693e-02,-6.1639514e-02
2307.7547403487915,5.2317938e+05,3.0296051e+01,0,4.270029e-03,828.70405,456.50065,107608,1.0361438e+06,3.0423040e+01,3.2464674e+04,1.1990660e+01,5.2317938e+05,3.0296051e+01,0,nan,nan,nan,nan,828.70405,4.6497884e-05,456.50065,6.6575194e-05,1.4876946e-02,-5.7503209e-02
2307.775172386493,5.2331431e+05,3.0314508e+01,0,4.268466e-03,828.69888,456.50852,107609,1.0366491e+06,3.0432842e+01,3.2430842e+04,1.2001177e+01,5.2331431e+05,3.0314508e+01,0,nan,nan,nan,nan,828.69888,4.6478330e-05,456.50852,6.6587723e-05,9.5271431e-03,-4.9710851e-02
2307.7956043237355,5.2322044e+05,3.0323221e+01,0,4.266904e-03,828.69694,456.51269,107610,1.0366359e+06,3.0440311e+01,3.2443176e+04,1.2016921e+01,5.2322044e+05,3.0323221e+01,0,nan,nan,nan,nan,828.69694,4.6488825e-05,456.51269,6.6593777e-05,6.5404885e-03,-4.6405185e-02
2307.8160364605137,5.2362722e+05,3.0319170e+01,0,4.265341e-03,828.69162,456.51863,107611,1.0374027e+06,3.0423178e+01,3.2484832e+04,1.1953017e+01,5.2362722e+05,3.0319170e+01,0,nan,nan,nan,nan,828.69162,4.6446163e-05,456.51863,6.6572829e-05,1.5683762e-03,-4.0403180e-02
2307.8364684968183,5.2256550e+05,3.0326826e+01,0,4.263777e-03,828.68898,456.52607,107612,1.0367154e+06,3.0424503e+01,3.2473367e+04,1.1973939e+01,5.2256550e+05,3.0326826e+01,0,nan,nan,nan,nan,828.68898,4.6475638e-05,456.52607,6.6629073e-05,-1.7267475e-03,-3.3453383e-02
2307.8569004326637,5.2298981e+05,3.0331318e+01,10000000000000,4.262213e-03,828.68589,456.52996,107613,1.0371489e+06,3.0432539e+01,3.2399646e+04,1.1988638e+01,5.2298981e+05,3.0331318e+01,10000000000000,nan,nan,nan,nan,828.68589,4.6452333e-05,456.52996,6.6619235e-05,-4.5583844e-03,-2.9756287e-02
2307.877332568045,5.2234838e+05,3.0324789e+01,0,4.260648e-03,828.68337,456.53098,107614,1.0364930e+06,3.0425516e+01,3.2455846e+04,1.1985318e+01,5.2234838e+05,3.0324789e+01,0,nan,nan,nan,nan,828.68337,4.6471123e-05,456.53098,6.6668465e-05,-6.6793184e-03,-2.8440170e-02
2307.897764603418,5.2247106e+05,3.0331347e+01,0,4.259083e-03,828.67826,456.53526,107615,1.0369154e+06,3.0429495e+01,3.2458762e+04,1.1983052e+01,5.2247106e+05,3.0331347e+01,0,nan,nan,nan,nan,828.67826,4.6447254e-05,456.53526,6.6665365e-05,-1.1295468e-02,-2.3574589e-02
2307.9181966378674,5.2159559e+05,3.0340033e+01,0,4.257518e-03,828.67541,456.54138,107616,1.0365468e+06,3.0430847e+01,3.2456852e+04,1.2003260e+01,5.2159559e+05,3.0340033e+01,0,nan,nan,nan,nan,828.67541,4.6458797e-05,456.54138,6.6703731e-05,-1.4586939e-02,-1.8414145e-02
2307.9386286723166,5.2132881e+05,3.0366095e+01,0,4.255952e-03,828.66949,456.54876,107617,1.0365428e+06,3.0449896e+01,3.2429260e+04,1.2047316e+01,5.2132881e+05,3.0366095e+01,0,nan,nan,nan,nan,828.66949,4.6452962e-05,456.54876,6.6737652e-05,-2.0405216e-02,-1.1000603e-02
2307.959060706293,5.2127659e+05,3.0349014e+01,0,4.254386e-03,828.66642,456.55409,107618,1.0366025e+06,3.0428703e+01,3.2489811e+04,1.1990993e+01,5.2127659e+05,3.0349014e+01,0,nan,nan,nan,nan,828.66642,4.6440673e-05,456.55409,6.6744797e-05,-2.3418514e-02,-5.6398320e-03
2307.979492739345,5.2159781e+05,3.0353939e+01,0,4.252819e-03,828.66409,456.55687,107619,1.0368190e+06,3.0434320e+01,3.2473080e+04,1.2001634e+01,5.2159781e+05,3.0353939e+01,0,nan,nan,nan,nan,828.66409,4.6429857e-05,456.55687,6.6741333e-05,-2.5649505e-02,-2.7124553e-03
2307.999924772397,5.2370725e+05,3.0381483e+01,0,4.251252e-03,828.66200,456.55676,107620,1.0388287e+06,3.0461201e+01,3.2467631e+04,1.2020186e+01,5.2370725e+05,3.0381483e+01,0,nan,nan,nan,nan,828.66200,4.6336572e-05,456.55676,6.6628716e-05,-2.5449775e-02,-2.0022339e-03
2308.0203568049765,5.2374166e+05,3.0365974e+01,0,4.249685e-03,828.65988,456.56014,107621,1.0389918e+06,3.0443602e+01,3.2495756e+04,1.1967826e+01,5.2374166e+05,3.0365974e+01,0,nan,nan,nan,nan,828.65988,4.6321282e-05,456.56014,6.6630040e-05,-2.6576323e-02,1.8250154e-03
2308.040788837563,5.2203209e+05,3.0346493e+01,0,4.248118e-03,828.65744,456.56492,107622,1.0375498e+06,3.0422152e+01,3.2453498e+04,1.1950979e+01,5.2203209e+05,3.0346493e+01,0,nan,nan,nan,nan,828.65744,4.6381450e-05,456.56492,6.6725115e-05,-3.0485140e-02,6.5099555e-03
2308.061220969219,5.2246831e+05,3.0368782e+01,0,4.246549e-03,828.65313,456.56757,107623,1.0379845e+06,3.0444796e+01,3.2485441e+04,1.1991181e+01,5.2246831e+05,3.0368782e+01,0,nan,nan,nan,nan,828.65313,4.6362209e-05,456.56757,6.6720990e-05,-3.4480818e-02,8.7834802e-03
2308.0816529004005,5.2116606e+05,3.0380318e+01,0,4.244980e-03,828.65435,456.56872,107624,1.0368942e+06,3.0447933e+01,3.2461893e+04,1.2034477e+01,5.2116606e+05,3.0380318e+01,0,nan,nan,nan,nan,828.65435,4.6409517e-05,456.56872,6.6781598e-05,-3.3576664e-02,9.8107830e-03
2308.102085031591,5.2064794e+05,3.0352352e+01,0,4.243412e-03,828.65695,456.56807,107625,1.0364510e+06,3.0421501e+01,3.2467789e+04,1.1978392e+01,5.2064794e+05,3.0352352e+01,0,nan,nan,nan,nan,828.65695,4.6433426e-05,456.56807,6.6792287e-05,-3.2065894e-02,9.2838025e-03
2308.1225169618483,5.2197059e+05,3.0374990e+01,0,4.241842e-03,828.65821,456.56731,107626,1.0372972e+06,3.0443066e+01,3.2498527e+04,1.2010399e+01,5.2197059e+05,3.0374990e+01,0,nan,nan,nan,nan,828.65821,4.6413421e-05,456.56731,6.6735491e-05,-3.1179318e-02,8.7103872e-03
2308.1429489920993,5.2218897e+05,3.0371403e+01,0,4.240272e-03,828.65825,456.56945,107627,1.0377914e+06,3.0436445e+01,3.2483121e+04,1.1980268e+01,5.2218897e+05,3.0371403e+01,0,nan,nan,nan,nan,828.65825,4.6399982e-05,456.56945,6.6709807e-05,-3.1876218e-02,1.0600059e-02
2308.163381121427,5.2231144e+05,3.0377279e+01,0,4.238701e-03,828.65651,456.57199,107628,1.0378058e+06,3.0450539e+01,3.2472221e+04,1.2013560e+01,5.2231144e+05,3.0377279e+01,0,nan,nan,nan,nan,828.65651,4.6401015e-05,456.57199,6.6715525e-05,-3.3584803e-02,1.3527689e-02
2308.183813050753,5.2264372e+05,3.0375902e+01,0,4.237131e-03,828.65305,456.57564,107629,1.0384334e+06,3.0441113e+01,3.2479689e+04,1.1973562e+01,5.2264372e+05,3.0375902e+01,0,nan,nan,nan,nan,828.65305,4.6373862e-05,456.57564,6.6694389e-05,-3.6965188e-02,1.7451527e-02
2308.204245079607,5.2598431e+05,3.0392494e+01,0,4.235560e-03,828.64654,456.58161,107630,1.0417238e+06,3.0459333e+01,3.2493553e+04,1.1935436e+01,5.2598431e+05,3.0392494e+01,0,nan,nan,nan,nan,828.64654,4.6228004e-05,456.58161,6.6529130e-05,-4.1518919e-02,2.3602255e-02
2308.2246772080034,5.2920831e+05,3.0451633e+01,0,4.233988e-03,828.64153,456.58563,107631,1.0451717e+06,3.0516026e+01,3.2496037e+04,1.1986066e+01,5.2920831e+05,3.0451633e+01,0,nan,nan,nan,nan,828.64153,4.6087040e-05,456.58563,6.6345092e-05,-4.4500213e-02,2.7403541e-02
2308.2451091359326,5.2617994e+05,3.0438641e+01,0,4.232416e-03,828.64207,456.59052,107632,1.0426008e+06,3.0492039e+01,3.2488506e+04,1.1992679e+01,5.2617994e+05,3.0438641e+01,0,nan,nan,nan,nan,828.64207,4.6194436e-05,456.59052,6.6495872e-05,-4.6463903e-02,3.1620197e-02
2308.2655411638552,5.2657756e+05,3.0414450e+01,0,4.230844e-03,828.64113,456.59292,107633,1.0428732e+06,3.0473124e+01,3.2449324e+04,1.1937077e+01,5.2657756e+05,3.0414450e+01,0,nan,nan,nan,nan,828.64113,4.6206642e-05,456.59292,6.6484703e-05,-4.9880188e-02,3.2906014e-02
2308.2859732908546,5.2590312e+05,3.0435074e+01,0,4.229271e-03,828.63761,456.59471,107634,1.0421619e+06,3.0495264e+01,3.2461223e+04,1.2013052e+01,5.2590312e+05,3.0435074e+01,0,nan,nan,nan,nan,828.63761,4.6207540e-05,456.59471,6.6554043e-05,-5.1297519e-02,3.5414726e-02
2308.3064052178524,5.0436188e+05,3.0210745e+01,0,4.227698e-03,828.64634,456.60248,107635,1.0206842e+06,3.0266006e+01,3.2507293e+04,1.2001382e+01,5.0436188e+05,3.0210745e+01,0,nan,nan,nan,nan,828.64634,4.7080532e-05,456.60248,6.7781912e-05,-5.3767800e-02,3.9451513e-02
