time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
1468.2772229999473,1.3889483e+04,1.5209860e+01,5.1749526e-03,173388,557.01426,722.47249,1.2621479e+04,1.3625621e+01,1.7652755e+03,4.2573476e+00,1.3889483e+04,1.5209860e+01,0,nan,nan,nan,nan,557.01426,8.6452864e-04,722.47249,8.3293160e-04,3.4750968e-02,-4.6322037e-02
1468.2786118887277,1.3923438e+04,1.5228024e+01,5.1749530e-03,173389,557.01652,722.47260,1.2653926e+04,1.3641894e+01,1.7668282e+03,4.2597089e+00,1.3923438e+04,1.5228024e+01,0,nan,nan,nan,nan,557.01652,8.6341368e-04,722.47260,8.3174859e-04,3.6766618e-02,-4.7735199e-02
1468.280000777507,1.3909084e+04,1.5217961e+01,5.1749535e-03,173390,557.01566,722.47151,1.2638786e+04,1.3632879e+01,1.7684277e+03,4.2630730e+00,1.3909084e+04,1.5217961e+01,0,nan,nan,nan,nan,557.01566,8.6383685e-04,722.47151,8.3196198e-04,3.5099916e-02,-4.7681272e-02
1468.2813896658213,1.3879535e+04,1.5203205e+01,5.1749535e-03,173391,557.01586,722.46836,1.2610190e+04,1.3619659e+01,1.7631697e+03,4.2559571e+00,1.3879535e+04,1.5203205e+01,0,nan,nan,nan,nan,557.01586,8.6528523e-04,722.46836,8.3328743e-04,3.4993723e-02,-5.1516119e-02
1468.2827785546017,1.3879340e+04,1.5204754e+01,5.1749540e-03,173392,557.01595,722.47414,1.2609932e+04,1.3621047e+01,1.7677542e+03,4.2608142e+00,1.3879340e+04,1.5204754e+01,0,nan,nan,nan,nan,557.01595,8.6559099e-04,722.47414,8.3398703e-04,3.6274549e-02,-4.5834307e-02
1468.284167442916,1.3907993e+04,1.5220243e+01,5.1749540e-03,173393,557.01829,722.47254,1.2637982e+04,1.3634924e+01,1.7665017e+03,4.2650080e+00,1.3907993e+04,1.5220243e+01,0,nan,nan,nan,nan,557.01829,8.6306775e-04,722.47254,8.3312194e-04,3.8423985e-02,-4.8962343e-02
1468.285556331696,1.3918694e+04,1.5234546e+01,5.1749544e-03,173394,557.01360,722.46982,1.2647933e+04,1.3647736e+01,1.7742788e+03,4.2792721e+00,1.3918694e+04,1.5234546e+01,0,nan,nan,nan,nan,557.01360,8.6444477e-04,722.46982,8.3246559e-04,3.4875970e-02,-5.0221998e-02
1468.28694522001,1.3909554e+04,1.5218567e+01,5.1749544e-03,173395,557.02010,722.47416,1.2635629e+04,1.3633421e+01,1.7684376e+03,4.2626715e+00,1.3909554e+04,1.5218567e+01,0,nan,nan,nan,nan,557.02010,8.6458912e-04,722.47416,8.3201291e-04,3.9007928e-02,-4.5652207e-02
1468.28833410879,1.3883549e+04,1.5214206e+01,5.1749549e-03,173396,557.01465,722.46852,1.2615063e+04,1.3629515e+01,1.7676464e+03,4.2653503e+00,1.3883549e+04,1.5214206e+01,0,nan,nan,nan,nan,557.01465,8.6624728e-04,722.46852,8.3407661e-04,3.6207300e-02,-5.0742090e-02
1468.2897229971043,1.3859877e+04,1.5193946e+01,5.1749549e-03,173397,557.01924,722.47159,1.2593178e+04,1.3611365e+01,1.7677546e+03,4.2564311e+00,1.3859877e+04,1.5193946e+01,0,nan,nan,nan,nan,557.01924,8.6665282e-04,722.47159,8.3316088e-04,3.8255636e-02,-4.8891976e-02
1468.2911118858842,1.3905479e+04,1.5223895e+01,5.1749554e-03,173398,557.01749,722.47233,1.2635342e+04,1.3638195e+01,1.7675474e+03,4.2722325e+00,1.3905479e+04,1.5223895e+01,0,nan,nan,nan,nan,557.01749,8.6386711e-04,722.47233,8.3193812e-04,3.6283117e-02,-4.7677897e-02
1468.2925007741985,1.3901258e+04,1.5214362e+01,5.1749554e-03,173399,557.01410,722.47209,1.2634040e+04,1.3629655e+01,1.7702832e+03,4.2544785e+00,1.3901258e+04,1.5214362e+01,0,nan,nan,nan,nan,557.01410,8.6394697e-04,722.47209,8.3300390e-04,3.3161439e-02,-4.8885539e-02
1468.2938896625126,1.3913095e+04,1.5214036e+01,5.1749554e-03,173400,557.01565,722.47157,1.2635603e+04,1.3629364e+01,1.7636853e+03,4.2620249e+00,1.3913095e+04,1.5214036e+01,0,nan,nan,nan,nan,557.01565,8.6418551e-04,722.47157,8.3465816e-04,3.6474194e-02,-4.8121713e-02
1468.2952785512932,1.3904157e+04,1.5203493e+01,5.1749558e-03,173401,557.01852,722.47074,1.2632179e+04,1.3619918e+01,1.7573409e+03,4.2441778e+00,1.3904157e+04,1.5203493e+01,0,nan,nan,nan,nan,557.01852,8.6439343e-04,722.47074,8.3206053e-04,3.8045686e-02,-4.8144206e-02
1468.2966674396073,1.3893282e+04,1.5212392e+01,5.1749558e-03,173402,557.01609,722.47324,1.2623880e+04,1.3627891e+01,1.7613604e+03,4.2516737e+00,1.3893282e+04,1.5212392e+01,0,nan,nan,nan,nan,557.01609,8.6508930e-04,722.47324,8.3309109e-04,3.6840994e-02,-4.8288900e-02
1468.2980563283866,1.3903645e+04,1.5217287e+01,5.1749563e-03,173403,557.01658,722.47551,1.2633325e+04,1.3632276e+01,1.7680210e+03,4.2671719e+00,1.3903645e+04,1.5217287e+01,0,nan,nan,nan,nan,557.01658,8.6397975e-04,722.47551,8.3096459e-04,3.7432380e-02,-4.2837858e-02
1468.2994452167015,1.3908519e+04,1.5221237e+01,5.1749563e-03,173404,557.00741,722.45497,1.2640273e+04,1.3635814e+01,1.7664200e+03,4.2692041e+00,1.3908519e+04,1.5221237e+01,0,nan,nan,nan,nan,557.00741,8.6359429e-04,722.45497,8.3470339e-04,2.5973288e-02,-6.5726630e-02
1468.3008341054822,1.3878219e+04,1.5216101e+01,5.1749568e-03,173405,557.01498,722.47420,1.2608598e+04,1.3631212e+01,1.7700095e+03,4.2717586e+00,1.3878219e+04,1.5216101e+01,0,nan,nan,nan,nan,557.01498,8.6725759e-04,722.47420,8.3369383e-04,3.4645602e-02,-4.4513602e-02
1468.3022229937958,1.3883680e+04,1.5204214e+01,5.1749568e-03,173406,557.01882,722.46746,1.2612909e+04,1.3620564e+01,1.7685963e+03,4.2609234e+00,1.3883680e+04,1.5204214e+01,0,nan,nan,nan,nan,557.01882,8.6398749e-04,722.46746,8.3373318e-04,3.8482558e-02,-5.3381067e-02
