DR2Name,RA_ICRS,DE_ICRS,Plx,Gmag,BPmag,RPmag,BP-RP
GaiaDR24295806720,044.99615368416,+00.00561580621,0.0714,17.6539,18.1133,17.0591,1.0542
GaiaDR238655544960,045.00497424498,+00.01987700037,3.1213,14.1405,14.7319,13.4220,1.3099
GaiaDR234361129088,045.00431616421,+00.02104503269,3.4868,17.6040,18.8535,16.4281,2.4254
GaiaDR2309238066432,044.99503703933,+00.03815183599,1.5788,19.6371,21.0905,18.3851,2.7054
GaiaDR2343597448960,044.96389532530,+00.04359518482,0.1124,18.1485,18.7278,17.4364,1.2913
GaiaDR2515396233856,044.99832632512,+00.06633376572,-0.3200,19.4704,19.9189,18.8082,1.1107
GaiaDR2549755818112,045.04828219159,+00.04825622322,1.5757,15.0038,15.5659,14.2959,1.2701
GaiaDR2828929527040,045.02361786160,+00.06842024222,1.1501,16.5971,17.2845,15.8047,1.4797
GaiaDR2927713095040,045.02672638278,+00.08169949145,,19.4046,20.2608,18.3631,1.8977
GaiaDR2966367933184,045.03908018543,+00.08685440090,1.6408,20.0051,21.4754,18.7941,2.6813
GaiaDR21099511693312,044.96654570459,+00.04630936452,-0.6261,19.2976,19.9030,18.5239,1.3792
GaiaDR21275606125952,044.99327098082,+00.07633493647,0.6361,16.2466,16.6971,15.6451,1.0520
GaiaDR21340029955712,044.96907637680,+00.08442555408,0.4029,17.7962,18.3815,17.0659,1.3156
GaiaDR21340029956224,044.97846147570,+00.09257944110,0.0769,18.6474,19.3734,17.8837,1.4897
GaiaDR21374389600384,044.93280141787,+00.06481031385,1.8251,18.3987,19.6459,17.2909,2.3550
GaiaDR21511828647680,044.95265081906,+00.08495195173,-0.4398,19.2416,19.4625,18.5746,0.8879
GaiaDR21619203481984,044.95115617410,+00.10531067807,1.7507,17.9148,19.2407,16.7582,2.4825
GaiaDR21653563247744,044.99606023501,+00.08491981260,0.3235,16.1618,16.4413,15.6821,0.7592
GaiaDR21683627775360,045.01378903978,+00.08773871772,2.6212,19.8261,21.6027,18.4039,3.1988
GaiaDR21717987078400,044.98309696749,+00.09640845088,2.8510,18.6534,20.0632,17.3843,2.6789
GaiaDR21752346816896,045.00503996709,+00.10193674955,1.0502,19.1044,20.2605,18.0473,2.2132
GaiaDR21786706818304,045.02920046536,+00.10384390379,2.9070,20.7186,20.6574,19.3980,1.2594
GaiaDR22130304202496,044.98413128324,+00.12768701713,,20.7420,21.1198,19.3769,1.7430
GaiaDR22199023259904,045.09557840983,+00.08530816059,-0.0109,18.2528,18.6324,17.6552,0.9772
GaiaDR22199023292160,045.08136103596,+00.08170742848,,20.5102,21.0058,19.2207,1.7852
GaiaDR22267742736896,045.07902955548,+00.08648947791,0.7469,20.4067,21.1444,19.4692,1.6752
GaiaDR22336462213888,045.10466351169,+00.09851756888,0.4882,19.0886,19.4054,18.5822,0.8232
GaiaDR22405181690752,045.09616755070,+00.10542287370,0.4590,19.7404,20.4999,18.7964,1.7035
GaiaDR22546916445184,045.05702841559,+00.11498182404,0.1697,17.8774,18.3506,17.2490,1.1017
GaiaDR22748779106176,045.14048531085,+00.12084465099,0.1657,19.7194,20.8661,18.5028,2.3633
GaiaDR22753074326400,045.12196914185,+00.12168342973,0.4966,20.0391,20.7680,18.8858,1.8822
GaiaDR22817498603520,045.12499691540,+00.12599424220,,20.7762,21.7973,19.5081,2.2892
GaiaDR22821794351744,045.12415123973,+00.13677790535,,17.7142,18.7460,16.3732,2.3728
GaiaDR22851858288640,045.13214374785,+00.13785096598,2.6188,12.3635,12.6954,11.8766,0.8188
GaiaDR22886218060160,045.15639221101,+00.14604902867,,20.5278,21.7538,19.3409,2.4129
GaiaDR22920577765120,045.16465304820,+00.15450184011,0.5494,15.3169,15.7054,14.7711,0.9343
GaiaDR22989297243520,045.15177891699,+00.15411466351,-1.0757,19.9307,20.2801,19.1742,1.1059
GaiaDR22989297243776,045.14638432526,+00.16035546034,2.1327,17.9044,19.1763,16.8068,2.3695
GaiaDR23062312520192,045.11664867702,+00.14471993388,0.5784,15.1932,15.5579,14.6518,0.9061
GaiaDR23058016772224,045.12994872613,+00.14781648186,4.9369,20.2146,22.0192,18.8020,3.2172
GaiaDR23332894779520,045.05816745630,+00.12740379563,1.7423,12.5193,13.0813,11.8373,1.2440
GaiaDR23371550165888,045.03360726996,+00.12855408408,1.7657,14.5742,15.1076,13.8915,1.2161
GaiaDR23435974261120,045.06731863358,+00.14490113553,,20.3004,20.9557,19.2254,1.7303
GaiaDR23470333738112,045.07550476114,+00.15231639979,0.8328,20.6885,20.9493,20.0016,0.9478
GaiaDR23508989119232,045.05595245784,+00.14611160108,1.0710,15.1734,15.5896,14.5820,1.0076
GaiaDR23607772690688,045.03182519785,+00.14417677582,1.1949,19.0200,20.0569,18.0347,2.0222
GaiaDR23676493398016,045.01995117378,+00.16376890992,1.7478,19.4932,21.0154,18.1200,2.8954
GaiaDR23676492169728,045.01912041034,+00.16323908374,,20.0400,,,
GaiaDR23745211647360,045.06163798368,+00.17097451439,-0.7117,19.2709,20.1712,18.2335,1.9377
GaiaDR23779572614144,045.02390681253,+00.16734769508,,21.1124,,,
GaiaDR23917010338944,045.08368084628,+00.16935540512,1.0360,17.4058,18.1318,16.5571,1.5747
GaiaDR24020090844672,045.12660382606,+00.18292231266,,20.6877,21.9532,19.6761,2.2772
GaiaDR24054450582912,045.09698749639,+00.18131376698,,20.3854,,,
GaiaDR24230543624320,045.06347900322,+00.19565135632,0.3187,15.7158,16.0992,15.1847,0.9145
GaiaDR24294967463680,045.09963377111,+00.19658514110,,20.9919,21.7672,20.6588,1.1083
GaiaDR24432406356096,044.92298770527,+00.09714528850,0.4858,20.2786,21.3883,19.1917,2.1966
GaiaDR24501125792384,044.91023523912,+00.09534312046,,20.9191,19.9485,20.3349,-0.3864
GaiaDR24539781243776,044.93325653613,+00.09446931034,-0.9207,19.7881,20.5173,18.7288,1.7885
GaiaDR24535486865536,044.93621580105,+00.10244084710,,20.9980,21.1335,20.0691,1.0643
GaiaDR24711579935744,044.89480103785,+00.11403398342,0.9962,14.2992,14.6494,13.7794,0.8700
GaiaDR24707284223104,044.89846095730,+00.11797888019,-0.1594,18.7412,19.0346,18.2348,0.7997
GaiaDR24741643961344,044.87719487066,+00.11741478301,,20.7299,20.6289,19.9210,0.7079
GaiaDR24780298790784,044.89817292371,+00.11894541451,-1.0708,20.2031,20.5418,19.3835,1.1583
GaiaDR24776005026176,044.88237698009,+00.12114834560,,20.9080,22.0117,19.3837,2.6280
GaiaDR24810363437952,044.91029528809,+00.11475475814,1.4220,18.8103,20.3019,17.6585,2.6433
GaiaDR24814659150336,044.91277774981,+00.12400514817,1.0680,17.1587,17.9741,16.2314,1.7427
GaiaDR25016521963392,044.94136212207,+00.13559163814,0.2331,19.7089,20.1980,18.9812,1.2168
GaiaDR25050881701504,044.95293747110,+00.13388774733,2.8534,18.2659,19.8801,16.9802,2.8999
GaiaDR25119601441536,044.99353517883,+00.14900681390,1.8051,19.1958,20.5991,17.9309,2.6682
GaiaDR25192616270720,044.97366492023,+00.15519828760,7.9658,16.3041,17.6627,15.1530,2.5097
GaiaDR25291399870976,044.92080381350,+00.14607459976,0.4680,16.8141,17.1801,16.2796,0.9005
GaiaDR25295694864384,044.92544118623,+00.14956127060,,20.6744,,,
GaiaDR25291399871104,044.92568820503,+00.14972409254,0.1304,18.7622,19.2631,17.7734,1.4897
GaiaDR25291399871488,044.92285637736,+00.15115992897,1.3639,17.5151,18.3669,16.6010,1.7658
GaiaDR25330054601856,044.93981543304,+00.15810693060,1.3443,19.5835,,,
GaiaDR25330055224960,044.93980747427,+00.15784569223,0.5497,18.9809,19.3935,17.5372,1.8563
GaiaDR25360119348480,044.95899933324,+00.15236889954,2.5218,18.4883,19.8714,17.2783,2.5930
GaiaDR25364414963072,044.95147146978,+00.15677121969,0.7988,17.1961,17.8203,16.4502,1.3701
GaiaDR25394479088256,044.96998923238,+00.16358356241,1.4383,17.8552,18.9763,16.7945,2.1818
GaiaDR25497558205696,044.87539138015,+00.11820408984,0.6064,16.3324,16.8049,15.7005,1.1045
GaiaDR25531917984000,044.87697985230,+00.13213830755,1.3531,20.1957,20.7406,19.0886,1.6520
GaiaDR25841155589888,044.84019107691,+00.15256528506,3.0454,18.9273,20.4878,17.7589,2.7289
GaiaDR25944234902272,044.88476061295,+00.16480603188,,20.7573,20.6491,20.2889,0.3602
GaiaDR25944234845056,044.87786083063,+00.17057764873,-0.4067,20.2003,21.0682,18.8632,2.2050
GaiaDR26017249992832,044.87060001559,+00.17242672304,0.6290,17.3140,17.9720,16.5043,1.4677
GaiaDR26012955592192,044.86955668002,+00.17225735655,0.4765,18.7083,19.3279,17.8805,1.4474
GaiaDR26047314116736,044.91523916442,+00.15835894400,0.2523,18.4556,18.7998,17.8247,0.9751
GaiaDR26085969468928,044.92562187689,+00.16883334238,0.3763,16.2835,16.7086,15.6980,1.0106
GaiaDR26150393333888,044.91828564453,+00.17799778210,-0.2634,19.9335,20.2662,19.3575,0.9087
GaiaDR26184753072384,044.93457074219,+00.17828645159,-0.4904,19.7013,20.6884,18.6683,2.0201
GaiaDR26219112811008,044.94684862064,+00.18143326114,-0.3045,18.9849,19.5513,18.1551,1.3962
GaiaDR26219113071360,044.93848739420,+00.18545763868,1.2698,20.5016,21.0407,19.3445,1.6962
GaiaDR26223408420864,044.93764251675,+00.18839765623,3.0952,13.9458,14.4900,13.2620,1.2280
GaiaDR26429566883712,044.88815218706,+00.19066733138,,20.7290,20.2237,18.6254,1.5982
GaiaDR26459630980096,044.91049765151,+00.18964903766,-1.0414,20.0640,20.1276,18.6656,1.4619
GaiaDR26463926589568,044.91526311441,+00.19960642941,0.0517,17.9092,18.2707,17.3598,0.9109
GaiaDR26528350458496,044.90703094044,+00.20601349196,1.5154,17.5945,18.7220,16.4986,2.2234
GaiaDR26567005330944,044.91996157611,+00.21575668173,,21.0964,,,
GaiaDR26597069930752,044.99495431928,+00.16137607033,0.5949,20.1782,20.4243,19.6723,0.7520
GaiaDR26631429670400,045.01358228224,+00.17051917040,3.4890,15.9270,16.9490,14.9130,2.0360
GaiaDR26700149148032,044.99942327907,+00.17945807486,-0.0465,18.8787,19.0977,18.3408,0.7570
GaiaDR26807523466752,045.01298393471,+00.17912891075,-1.4593,20.1687,21.4078,18.8100,2.5978
GaiaDR26910603187200,044.98563390081,+00.18855637207,0.3738,17.8853,18.2610,17.3098,0.9512
GaiaDR26944962925824,044.97582062451,+00.18781609771,0.9271,14.2949,14.6922,13.7423,0.9499
GaiaDR27116761616256,045.00006613999,+00.21415286162,4.3002,16.7500,18.3281,15.4949,2.8332
GaiaDR27249904966144,045.04593577192,+00.21969303462,0.9045,19.8238,20.4211,18.8278,1.5933
GaiaDR27284264691456,045.06227264745,+00.21599755924,6.1806,14.0821,14.9060,13.2018,1.7042
GaiaDR27352984181120,045.05038553911,+00.21943431434,0.9910,18.9679,19.2253,18.4498,0.7755
GaiaDR27387343906304,045.07076691698,+00.23473624073,2.4615,15.0590,15.7700,14.2179,1.5521
GaiaDR27421703656704,045.02346209491,+00.21188996804,2.3134,19.2092,20.4202,17.9737,2.4464
GaiaDR27460358480640,045.04034458696,+00.22191846914,2.7388,20.1611,20.9129,18.7510,2.1619
GaiaDR27524783133184,045.01957045603,+00.22886215523,1.6798,20.7365,20.7485,19.3563,1.3922
GaiaDR27559142613632,045.04550952146,+00.22953117386,,19.3821,19.9914,18.0879,1.9035
GaiaDR27632157690368,045.03433652674,+00.23539055656,5.6928,8.0566,8.5730,7.4285,1.1446
GaiaDR27834020517760,044.97616467674,+00.21728080250,0.0255,17.1897,17.5610,16.6311,0.9299
GaiaDR27902739996160,044.96648216625,+00.22398081890,,20.1699,19.9718,18.3072,1.6645
GaiaDR27941395337344,044.97411519097,+00.22751844254,,19.8711,19.4606,17.8377,1.6229
GaiaDR27941395336832,044.97266751854,+00.23784260722,4.5772,15.1804,16.1583,14.1986,1.9597
GaiaDR28044474553216,044.92766411014,+00.21912942346,1.5950,14.9609,15.4886,14.2882,1.2005
GaiaDR28040178948096,044.92104672837,+00.21891688964,1.3072,18.2327,19.2354,17.1566,2.0788
GaiaDR28040178950144,044.92821387389,+00.22749644642,1.4705,17.7384,18.6722,16.7337,1.9385
GaiaDR28108898970496,044.95765539031,+00.23403048894,,20.6679,22.2072,19.1941,3.0131
GaiaDR28108898428032,044.95482286129,+00.23219571559,1.5931,20.4141,20.4048,19.7744,0.6303
GaiaDR28177618164608,044.95255055775,+00.24114636628,1.1951,19.4468,20.2167,18.3728,1.8439
GaiaDR28246337638400,045.00078967053,+00.22592232109,1.5119,20.4527,21.1946,19.3515,1.8431
GaiaDR28250632981888,044.99857941899,+00.23076676799,0.6337,17.1807,17.3973,16.6530,0.7444
GaiaDR28246337986176,044.99900290600,+00.23050096674,0.0772,17.4289,16.9808,16.4632,0.5175
GaiaDR28246337640192,044.99756573220,+00.23321684019,0.0996,20.8002,21.9838,19.5428,2.4410
GaiaDR28315056861440,044.99467398170,+00.24485035448,-0.2428,19.3941,20.0128,18.6308,1.3820
GaiaDR28349416600832,044.99966012055,+00.25085737929,-2.0431,20.3534,20.6947,19.6797,1.0150
GaiaDR28349416602368,045.00287651488,+00.25544627206,0.4998,18.9516,19.4808,18.2849,1.1959
GaiaDR28383776596736,045.02183864873,+00.25428580043,0.3082,19.7491,21.3637,18.4846,2.8791
GaiaDR28418136080384,045.03740882461,+00.26161426235,1.6210,18.0220,19.3665,16.8116,2.5549
GaiaDR28589935028352,044.96846555225,+00.26907417090,-1.0000,20.3877,20.6438,19.2662,1.3776
GaiaDR28658654505344,044.99002129459,+00.27061016857,1.2924,20.4516,20.6130,19.3620,1.2510
GaiaDR28727373730048,044.99035272263,+00.28319999919,1.4439,18.0487,18.7617,17.2001,1.5616
GaiaDR28766029055104,044.99594057925,+00.28785855727,0.7990,14.7045,15.0769,14.1646,0.9123
GaiaDR28761733723008,045.00127186387,+00.29211370587,,20.5538,21.3227,19.2167,2.1060
GaiaDR28834748568832,045.18403983045,+00.16317898610,2.3970,17.0327,18.1453,15.9926,2.1527
GaiaDR28899172274944,045.18061742130,+00.17647715746,3.4317,19.3060,20.8627,18.0728,2.7899
GaiaDR28933531981952,045.19359148510,+00.17732677749,0.3461,18.5745,18.9959,18.0395,0.9564
GaiaDR29109626472192,045.16675776518,+00.18250104253,-0.1712,17.8101,18.2527,17.1948,1.0579
GaiaDR29174050151040,045.15280089116,+00.20037846853,1.9830,17.2808,18.4166,16.2198,2.1968
GaiaDR29247064872192,045.18324821404,+00.19999267298,0.3695,19.4213,20.5338,18.2546,2.2793
GaiaDR29281425163264,045.16500808637,+00.20005999679,3.7509,10.6410,10.9626,10.1866,0.7760
GaiaDR29414568351232,045.20294056904,+00.20605769616,0.4062,20.1313,21.3990,19.1012,2.2978
GaiaDR29487583072128,045.23776539646,+00.21410824936,,21.1613,,,
GaiaDR29517648372480,045.25465508423,+00.22899985336,,20.7034,20.9298,20.2803,0.6496
GaiaDR29689446227072,045.18244062896,+00.21855416527,1.4454,16.6376,17.5241,15.6914,1.8328
GaiaDR29723805965952,045.20466031073,+00.23395440355,0.4317,16.5602,16.9356,16.0238,0.9117
GaiaDR29998684033792,045.13063892266,+00.20804607566,0.1603,16.9568,17.3662,16.4143,0.9519
GaiaDR29998684035328,045.13450493279,+00.21945045420,-0.5199,20.0555,20.4815,19.4414,1.0401
GaiaDR210140418622208,045.15051722221,+00.22759040843,0.2413,15.4154,15.9211,14.7523,1.1687
GaiaDR210136122991872,045.14846289816,+00.23221591308,1.5789,19.0603,20.2799,17.8798,2.4001
GaiaDR210136122991360,045.15126054780,+00.23101832230,0.1516,19.0020,19.2526,18.5968,0.6558
GaiaDR210204842465408,045.11622446248,+00.21903781821,,17.7821,18.5061,16.8172,1.6890
GaiaDR210209137548416,045.11601998130,+00.21871588350,,20.7913,,,
GaiaDR210342281682944,045.14592962075,+00.24791828217,3.7089,20.2009,21.3832,18.9924,2.3909
GaiaDR210479720241408,045.18425442986,+00.23756911882,,20.6353,21.7271,19.8290,1.8981
GaiaDR210582799456768,045.19961592129,+00.25187812049,1.3441,19.9247,21.2042,18.6858,2.5184
GaiaDR210655814178816,045.17653363779,+00.26082878275,,20.6171,20.5774,20.0116,0.5658
GaiaDR210685878672768,045.19549395048,+00.26750195383,0.8539,20.2325,21.0402,19.0222,2.0179
GaiaDR210754598288384,045.15953003976,+00.25645289617,0.6693,19.3435,20.1947,18.3713,1.8234
GaiaDR210788958707456,045.14293540627,+00.25951431479,,21.2444,,,
GaiaDR210892037246720,045.18857523796,+00.28242441136,0.1964,18.8476,19.0949,18.2637,0.8313
GaiaDR210995116285312,045.26710489355,+00.23105306586,0.1117,18.5411,19.3442,17.6584,1.6858
GaiaDR211029476024064,045.27664677496,+00.23777882204,0.5708,16.3890,16.8035,15.8143,0.9892
GaiaDR211063835762560,045.24873968038,+00.24030788630,-1.2426,19.2833,19.5342,18.6762,0.8581
GaiaDR211205570510720,045.26535471760,+00.26180626708,1.7429,16.9816,17.9804,15.9614,2.0190
GaiaDR211304353963264,045.25280090341,+00.26447538935,2.3814,19.0676,20.3533,17.8618,2.4915
GaiaDR211514808012928,045.26902081056,+00.28509094219,,20.8259,21.2714,20.7043,0.5670
GaiaDR211510512362368,045.25565196428,+00.29033108013,6.0231,17.6331,19.4891,16.3397,3.1494
GaiaDR211544872099968,045.30554771418,+00.26399956163,-0.0911,18.6620,19.6218,17.6773,1.9445
GaiaDR211579231833600,045.31834103748,+00.27751685298,0.9630,14.6077,14.8548,13.9306,0.9242
GaiaDR211583527631872,045.31811598692,+00.27750208450,,16.3860,,,
GaiaDR211613592457216,045.29390330438,+00.27725246015,-0.3651,20.7971,21.5860,19.3906,2.1955
GaiaDR211613591576960,045.29631601781,+00.28083788690,0.7055,19.4752,20.4224,18.4733,1.9491
GaiaDR211716670792448,045.33911064699,+00.29062642717,,20.6905,20.1977,18.9344,1.2633
GaiaDR211755326322560,045.32159506037,+00.29601632767,2.6093,17.1325,18.3642,16.0354,2.3287
GaiaDR211751031410560,045.31261611669,+00.30254768879,-0.4737,20.6927,21.0063,19.3571,1.6492
GaiaDR211785390301440,045.32615650218,+00.30431338102,1.7126,20.2744,21.4357,19.0559,2.3798
GaiaDR211854110627968,045.29554335449,+00.29466097567,,20.9691,,,
GaiaDR211922829223296,045.28222765791,+00.30931828173,-0.0802,18.2144,18.7969,17.4903,1.3066
GaiaDR212442520537472,045.18926946263,+00.30130311448,-1.2184,20.3886,20.8444,19.4973,1.3471
GaiaDR212545600306304,045.23447641225,+00.31815855606,4.2570,12.2013,12.6480,11.6088,1.0392
GaiaDR215564962102784,045.21741799990,+00.33336191827,,20.6233,,,
GaiaDR212678743467648,045.27477520323,+00.31485029120,-0.0367,18.6144,18.9563,18.0576,0.8987
GaiaDR212678743467776,045.27812597812,+00.31662026786,0.0981,18.7814,19.1588,18.1530,1.0058
GaiaDR212678743468032,045.27894637996,+00.31832294912,-0.5830,19.8470,20.3089,19.0752,1.2337
GaiaDR212751758735104,045.26393497406,+00.32992282609,0.8879,16.5761,17.1118,15.9041,1.2077
GaiaDR212816182422016,045.29198480515,+00.33379043426,-0.8151,20.2698,20.7111,19.4409,1.2703
GaiaDR212816182422272,045.30038850029,+00.33909606998,1.1381,18.9246,19.9743,17.9384,2.0359
GaiaDR212953621406720,045.25738054724,+00.33852433575,4.0243,20.2531,21.3769,18.9268,2.4501
GaiaDR213056700590976,045.26625592223,+00.34405510510,0.1821,18.8601,19.6136,18.0029,1.6107
GaiaDR213125420068480,045.25832536649,+00.35492251946,0.7894,17.4508,18.4694,16.4499,2.0196
GaiaDR213164075594240,045.26333545380,+00.36935696226,0.8052,16.1204,16.5882,15.4951,1.0931
GaiaDR213297219528064,045.08330365938,+00.24724430230,-0.9057,20.0045,20.8959,18.8092,2.0866
GaiaDR213301514552192,045.08615519019,+00.24882511404,3.1656,10.7870,11.0392,10.4146,0.6247
GaiaDR213331578663424,045.11208186415,+00.24624571844,0.0831,19.6057,20.0030,18.8851,1.1179
GaiaDR213331578664448,045.10328508067,+00.25180225533,1.0793,19.1134,20.1989,17.9329,2.2661
GaiaDR213400298143232,045.09838176381,+00.25733375186,0.1953,17.1869,17.5222,16.6966,0.8256
GaiaDR213473313244288,045.06654206842,+00.24820810390,2.4874,11.1432,11.4550,10.6907,0.7643
GaiaDR213469017618176,045.05881986647,+00.25166266189,0.4349,17.4662,17.9283,16.8285,1.0998
GaiaDR213610752197248,045.08754309627,+00.26533671121,0.9060,16.2096,16.7073,15.5727,1.1345
GaiaDR213606457176192,045.08723968829,+00.26714442729,,20.8002,,,
GaiaDR213606456830208,045.09562479505,+00.26965162197,,19.5237,20.7884,18.4275,2.3609
GaiaDR213640816315008,045.10294190055,+00.27704291348,0.3673,16.7706,17.1687,16.1936,0.9751
GaiaDR213645111935488,045.09470784097,+00.27785644840,2.0853,17.3618,18.4942,16.3009,2.1933
GaiaDR213709536047232,045.08765519816,+00.28672880159,-0.3454,19.9692,20.9842,18.7506,2.2337
GaiaDR213743895527936,045.13221237403,+00.26380674030,2.0351,18.7438,20.0309,17.6199,2.4109
GaiaDR213778255268992,045.14235256626,+00.27792732281,1.0604,16.7339,17.2872,16.0383,1.2489
GaiaDR213816910627200,045.12080390180,+00.27641467540,0.8113,17.2284,17.8513,16.4984,1.3530
GaiaDR213812615008896,045.11606944812,+00.28433230681,0.5388,18.5393,19.5102,17.4771,2.0331
GaiaDR213885630103680,045.15370043678,+00.28898191156,-0.0084,18.0855,18.4152,17.5594,0.8559
GaiaDR214018774039040,045.11571536151,+00.28479754562,2.7328,20.5458,,,
GaiaDR214057428795648,045.11501495663,+00.30047896473,0.6241,17.3917,18.1136,16.5673,1.5463
GaiaDR214156212395648,045.13580510963,+00.30562869336,,20.2961,19.7619,18.2976,1.4643
GaiaDR214190572136320,045.14848711704,+00.31952616462,0.4128,18.6874,19.5709,17.6927,1.8782
GaiaDR214190572136064,045.13971563095,+00.31763203916,0.1588,19.9114,20.6179,19.0443,1.5736
GaiaDR214190572136192,045.13862844740,+00.31898798070,2.5974,18.0397,19.2579,16.9119,2.3460
GaiaDR214263587225600,045.13475639343,+00.32155176774,4.1694,14.4801,15.3410,13.5746,1.7664
GaiaDR214362370820224,045.02955024156,+00.27587200623,,20.8962,21.6022,20.9079,0.6943
GaiaDR214401026146688,045.04785683306,+00.29507394265,1.1410,14.9157,15.3778,14.2950,1.0828
GaiaDR214431090271232,045.06125713497,+00.28473174801,1.4494,13.9206,14.2739,13.4109,0.8629
GaiaDR214572824839168,045.02203360368,+00.28665031817,0.8506,15.5658,15.9495,15.0212,0.9283
GaiaDR214740327949440,045.06137726219,+00.31426394111,0.5271,19.8657,20.9696,18.7134,2.2562
GaiaDR214740327950336,045.05971535932,+00.31998478903,1.5154,19.0583,20.0862,18.0574,2.0288
GaiaDR214809047427968,045.04558378812,+00.32207681734,0.0404,20.0102,20.4850,19.4359,1.0491
GaiaDR214877767518336,045.10111851459,+00.31293496719,0.0791,20.8583,21.4538,19.5494,1.9044
GaiaDR215015205861376,045.12276718084,+00.33717014573,,20.0214,19.5526,17.9126,1.6400
GaiaDR215049565598080,045.09577095315,+00.32979282242,,20.2757,20.1201,18.3067,1.8134
GaiaDR215083925943680,045.11005913869,+00.34027166891,,21.0665,,,
GaiaDR215083925943168,045.10037058441,+00.34568880693,,20.6694,20.8178,19.4463,1.3715
GaiaDR215083925341824,045.11457711525,+00.35014001295,2.8640,18.8161,20.1588,17.5973,2.5616
GaiaDR215118285072768,045.06471009342,+00.32071812491,0.4141,18.9871,19.4433,18.3338,1.1095
GaiaDR215255724030336,045.08431080140,+00.33924696869,,21.1116,,,
GaiaDR215255724031744,045.09627761823,+00.34458286015,0.6029,17.7241,18.3355,16.9645,1.3710
GaiaDR215461882454784,045.16134098697,+00.31301344679,-0.0203,20.5614,20.7377,19.9459,0.7918
GaiaDR215530601933568,045.19312270091,+00.32174014437,-0.0159,17.7089,18.2396,17.0590,1.1806
GaiaDR215530601898496,045.20459588313,+00.32712666147,4.5165,12.5182,13.0248,11.8629,1.1619
GaiaDR215633681152896,045.20138192831,+00.34209018195,0.7836,19.4477,20.8022,18.2121,2.5901
GaiaDR215637976759168,045.19462195721,+00.34414947234,1.3114,13.1477,13.5289,12.6079,0.9209
GaiaDR215668040888576,045.15958265949,+00.32894241890,,20.7087,20.6287,18.8889,1.7398
GaiaDR215706695796352,045.15545370796,+00.33583869789,1.3915,20.1759,21.3900,18.9306,2.4594
GaiaDR215741055462016,045.14145543418,+00.33356697166,-1.5512,20.6200,20.3706,19.6687,0.7019
GaiaDR215741055534848,045.15128871453,+00.33444643011,0.2412,20.3037,21.5258,19.1958,2.3300
GaiaDR215741055975040,045.13603807062,+00.33504330579,1.3017,10.2474,10.7672,9.6040,1.1632
GaiaDR215736760367616,045.13718667067,+00.33856264429,1.1078,18.3782,19.2598,17.0880,2.1718
GaiaDR215839839838592,045.18409056172,+00.35048142345,2.7225,20.1238,21.1958,19.0206,2.1752
GaiaDR215839839588352,045.18221622575,+00.35806031192,0.5850,18.4161,18.9115,17.7837,1.1278
GaiaDR215839839588736,045.18948039917,+00.35919468358,0.1920,18.9423,19.0329,18.5405,0.4924
GaiaDR215942919052416,045.22763691504,+00.34429724096,,20.5899,20.8608,19.5537,1.3071
GaiaDR215942918799872,045.22820353650,+00.34629895600,0.1714,18.6816,19.6188,17.7091,1.9097
GaiaDR216011638278016,045.20999393541,+00.35109538653,1.0142,17.4638,18.1594,16.6612,1.4982
GaiaDR216011638278912,045.21060254023,+00.35419957397,6.1176,16.8577,18.2715,15.6828,2.5887
GaiaDR216114717499648,045.25180695483,+00.37996929648,-0.5560,19.6251,20.2852,18.8202,1.4650
GaiaDR216355235668608,045.22893793870,+00.38079272215,2.4232,17.2688,18.4617,16.1851,2.2767
GaiaDR216222092310144,045.20000770283,+00.37025321974,2.8205,15.5146,16.3747,14.6066,1.7681
GaiaDR216355235668864,045.21067266718,+00.38162078561,2.6288,18.3591,19.6667,17.2063,2.4604
GaiaDR216428250739584,045.20630879560,+00.39244353038,0.8063,15.9682,16.4764,15.3180,1.1585
GaiaDR216531329957376,045.14137055885,+00.35960809768,8.4543,10.0285,10.3778,9.5477,0.8301
GaiaDR216733192740608,045.15296209182,+00.38634246154,5.3465,9.9214,10.2187,9.4882,0.7305
GaiaDR216767552777856,045.11521750997,+00.36759906365,0.6376,20.3501,21.2422,19.1884,2.0538
GaiaDR216836272003328,045.09575153528,+00.37155540630,0.7478,19.0258,19.3818,18.3072,1.0746
GaiaDR216870632320128,045.11226414359,+00.37937314130,-0.0223,16.7096,16.6516,15.6635,0.9881
GaiaDR216870632320256,045.11418290408,+00.38135144318,,19.3933,18.5399,17.7994,0.7405
GaiaDR216870631694208,045.11277855821,+00.38084176684,2.1311,10.6278,10.9817,10.1367,0.8450
GaiaDR216870631995648,045.11522902335,+00.38275450088,1.0389,19.6153,20.6822,18.3809,2.3013
GaiaDR216973710962944,045.11852667487,+00.39287556027,0.6660,17.3315,17.8338,16.6636,1.1703
GaiaDR217008070647424,045.13834973265,+00.39918522384,2.3273,12.7563,13.0970,12.2557,0.8413
GaiaDR217012365861888,045.13092029043,+00.40065433472,3.0707,20.3901,21.3380,19.0065,2.3315
GaiaDR217076790177280,045.19594393902,+00.39038714723,-0.8901,16.1504,17.0909,15.1627,1.9282
GaiaDR217111150306176,045.16222311723,+00.39199371183,3.6974,20.1155,21.3340,18.6854,2.6486
GaiaDR217149805245440,045.17287582577,+00.40360011653,1.6293,12.1723,12.5529,11.6387,0.9141
GaiaDR217179870028160,045.20293741853,+00.39637182233,,21.1284,,,
