DR2Name,RA_ICRS,DE_ICRS,Plx,Gmag,BPmag,RPmag,BP-RP
GaiaDR2264466906625920,045.58803685717,+01.40004030772,0.1178,17.9455,18.2938,17.4458,0.8479
GaiaDR2264539921250176,045.57197393677,+01.40824429170,0.6654,15.3078,15.6565,14.7904,0.8660
GaiaDR2264574280988416,045.58559480816,+01.40841714218,0.3945,15.9956,16.3938,15.4408,0.9530
GaiaDR2264741786449920,045.55855885631,+01.41723190937,,20.9410,21.1323,19.5040,1.6283
GaiaDR2264810504016896,045.55320389974,+01.42394852420,0.7579,16.9695,17.4555,16.3221,1.1335
GaiaDR2264849158894848,045.57110520704,+01.42286025821,1.4574,16.3475,17.0402,15.5280,1.5122
GaiaDR2264913583235712,045.56207028879,+01.44039241371,1.3256,18.1531,19.1517,17.1624,1.9894
GaiaDR2264986597850112,045.47999502558,+01.39016193123,0.2772,17.4606,17.8547,16.8657,0.9890
GaiaDR2265085381920896,045.48656691405,+01.41299086890,0.8913,20.6174,21.0597,19.9148,1.1449
GaiaDR2265158395975168,045.51654426373,+01.41148512847,,18.6501,,,
GaiaDR2265158396541184,045.51644281812,+01.41131649153,3.5417,17.4606,18.4578,16.1574,2.3005
GaiaDR2265158396617600,045.51861278502,+01.41679486040,,20.1771,21.0224,18.6095,2.4129
GaiaDR2265222820879104,045.50696448294,+01.43187664601,0.2241,18.5557,18.9753,17.9468,1.0285
GaiaDR2265227116017792,045.50761300127,+01.43305574459,2.6641,17.3459,18.8145,16.1564,2.6581
GaiaDR2265222822720768,045.50455556951,+01.43510985608,,20.9771,,,
GaiaDR2265291540484608,045.46836917471,+01.41573198902,1.3593,20.2211,20.9425,18.9086,2.0339
GaiaDR2265295835494784,045.47154244877,+01.42009407309,0.7176,14.2023,14.5574,13.6847,0.8727
GaiaDR2265360259830272,045.45995233172,+01.42085365613,1.6422,16.8456,17.6348,15.9525,1.6823
GaiaDR2265360259831680,045.46045040710,+01.42899360385,2.8001,19.3725,20.5479,18.0763,2.4716
GaiaDR2265428981141888,045.49611320080,+01.43197620504,,21.1389,,,
GaiaDR2265532058523264,045.53519051903,+01.42766454765,4.1510,16.3090,17.8121,15.0949,2.7171
GaiaDR2265570713400704,045.54620548600,+01.43448576987,0.2357,18.5120,19.2828,17.7105,1.5723
GaiaDR2265600778132864,045.51744226878,+01.43815846120,,20.4922,21.1630,19.2258,1.9372
GaiaDR2265673792615424,045.55237757033,+01.44715467753,2.7609,14.5310,15.1719,13.7605,1.4115
GaiaDR2265703857350656,045.55619474734,+01.45613482697,,20.4944,20.8178,19.4845,1.3333
GaiaDR2265738216958720,045.53391144592,+01.45134837968,-0.9420,19.7546,19.9905,19.3001,0.6904
GaiaDR2265841298034816,045.52348773219,+01.45715164632,-2.6255,20.7331,21.2572,19.6550,1.6022
GaiaDR2265978735259392,045.53576686149,+01.47026310229,1.3964,19.4127,20.5384,18.2083,2.3300
GaiaDR2266051749815424,045.53041507278,+01.48009295052,,20.6856,20.8452,18.7593,2.0859
GaiaDR2266116176075648,045.62730916074,+01.44246269169,2.4885,20.4226,21.6405,19.0095,2.6310
GaiaDR2266184895015552,045.62068703653,+01.44549835822,0.9025,19.6634,20.7963,18.3426,2.4537
GaiaDR2266184895015680,045.62272458858,+01.44666789784,,20.6268,21.7229,19.0470,2.6760
GaiaDR2266189188690176,045.62043812061,+01.44712298243,4.9916,14.6982,15.6728,13.7240,1.9488
GaiaDR2266494133187840,045.62001032245,+01.46651366190,,20.8649,21.4847,19.5390,1.9457
GaiaDR2266498426334976,045.61718343238,+01.46901165302,1.0066,17.8902,18.7645,16.9185,1.8459
GaiaDR2266562850684288,045.60255229767,+01.46795838822,1.6007,16.2088,17.0187,15.0879,1.9308
GaiaDR2266562850687232,045.60788508480,+01.47726400817,0.0926,16.9182,17.3354,16.3383,0.9971
GaiaDR2266665929899264,045.67153630890,+01.46810462211,-0.1057,20.4972,20.6569,19.3764,1.2805
GaiaDR2266665929901696,045.66482871613,+01.47575902070,1.8717,18.7316,20.0804,17.5188,2.5615
GaiaDR2266872088337152,045.67560854238,+01.49744273690,,19.8547,19.4424,17.5864,1.8560
GaiaDR2266872088338944,045.67801070937,+01.50780524093,0.5414,17.4801,17.9167,16.8836,1.0331
GaiaDR2266979462671872,045.62423975502,+01.49306532467,0.8505,15.5413,16.0205,14.8904,1.1300
GaiaDR2267078246768640,045.66977917392,+01.50633101975,0.2056,19.1860,19.8888,18.3410,1.5478
GaiaDR2267078246771072,045.67175603941,+01.51663036898,1.7694,20.7539,20.6142,19.9724,0.6418
GaiaDR2267181325971200,045.57105988277,+01.45516262436,1.6383,18.5694,19.8573,17.4283,2.4290
GaiaDR2267215685716608,045.57968855821,+01.47802975772,,17.1718,17.8618,15.8404,2.0215
GaiaDR2267284405320320,045.57760485335,+01.48664124075,2.4061,19.4723,20.8815,18.1527,2.7288
GaiaDR2267318765058816,045.59323637813,+01.48691385507,-0.8669,20.0933,20.9964,19.0305,1.9659
GaiaDR2267387484535680,045.57962767493,+01.48827332806,0.8097,19.2079,20.1343,18.1332,2.0010
GaiaDR2267460499010304,045.55224002860,+01.47647633659,1.7492,17.7625,18.7435,16.7648,1.9786
GaiaDR2267456203885056,045.54768784203,+01.47806949012,,19.5797,19.9244,18.4305,1.4939
GaiaDR2267524923490176,045.54415773254,+01.49623899760,0.2374,20.2090,21.0697,19.0465,2.0232
GaiaDR2267632297700736,045.58219939734,+01.51632435803,1.5198,15.0452,15.6369,14.2904,1.3464
GaiaDR2267696722062592,045.57634640605,+01.51934846052,1.1380,18.8423,20.3202,17.6349,2.6853
GaiaDR2267731081796096,045.61810753297,+01.49747104214,2.4548,18.4773,19.8771,17.2318,2.6453
GaiaDR2267804096392448,045.60708779338,+01.50531314135,1.2086,16.5263,17.2087,15.7182,1.4905
GaiaDR2267868520579200,045.63643494597,+01.51903269584,4.0801,12.0992,12.5091,11.5529,0.9563
GaiaDR2267872815868672,045.63742695284,+01.52672118572,4.0463,13.8067,14.4799,13.0319,1.4480
GaiaDR2267971600155648,045.63090606645,+01.53840296185,-0.2839,20.2904,21.0978,19.0408,2.0570
GaiaDR2268005959709824,045.59067282829,+01.52362004495,2.0956,18.9343,20.3784,17.6832,2.6952
GaiaDR2268246479829760,045.60689906353,+01.55909372447,,20.9781,,,
GaiaDR2268315197333632,045.45413813090,+01.43820875050,0.4847,19.6064,19.9403,18.8312,1.1091
GaiaDR2268349558833280,045.42923735337,+01.43621833541,,20.8429,21.1215,20.4968,0.6248
GaiaDR2268388211382144,045.44164462323,+01.43874545372,1.3711,19.5030,21.2640,18.2412,3.0228
GaiaDR2268383916811776,045.44847254690,+01.44503939005,4.2397,20.6017,21.5595,20.1370,1.4224
GaiaDR2268418276680576,045.46879395399,+01.44741517496,0.2110,20.2967,21.0729,19.0618,2.0111
GaiaDR2268456931424256,045.46989263876,+01.45709219690,0.7198,16.6432,17.1185,16.0029,1.1156
GaiaDR2268452636292864,045.47150959932,+01.46117127472,0.0426,19.3770,19.7569,18.6634,1.0934
GaiaDR2268486996028800,045.45490739319,+01.45323161524,0.8078,20.5692,20.7902,19.3881,1.4021
GaiaDR2268491290838144,045.44335283076,+01.45168587454,-0.4777,20.4136,21.1430,19.3512,1.7918
GaiaDR2268555715633280,045.41296393792,+01.44396249534,-0.7797,19.7734,20.8718,18.7171,2.1548
GaiaDR2268628730116736,045.39911152246,+01.45222094185,1.5181,15.5621,16.1942,14.8096,1.3846
GaiaDR2268624436715648,045.40738619293,+01.45972251999,,20.9473,22.9379,19.8575,3.0804
GaiaDR2268624434983936,045.40170342499,+01.46008404919,-0.0526,19.1938,19.7519,18.3646,1.3874
GaiaDR2268727514200832,045.45301001068,+01.46673760410,0.5446,19.6515,20.3490,18.7567,1.5923
GaiaDR2268727514039552,045.44772691349,+01.47897634787,4.1948,12.6846,13.1128,12.1049,1.0079
GaiaDR2268731809006976,045.45174995059,+01.47951661525,,20.9115,20.9642,20.0541,0.9100
GaiaDR2268796233807488,045.43682894924,+01.47989382372,6.2962,18.5202,19.7962,17.1291,2.6671
GaiaDR2268796233682816,045.44167337069,+01.48410384141,2.6572,16.8405,18.0754,15.7416,2.3338
GaiaDR2268937967760256,045.48640216494,+01.48891508025,0.3674,16.8767,17.1550,16.4066,0.7485
GaiaDR2269109766452736,045.46010198963,+01.47634058014,1.0711,15.4606,16.0653,14.7297,1.3356
GaiaDR2269174190806144,045.45559184239,+01.49111227941,1.3381,20.1620,20.5961,19.4028,1.1933
GaiaDR2269208552316672,045.45477166037,+01.49878855518,-0.8006,20.3335,21.5603,19.0333,2.5270
GaiaDR2269345992525696,045.48841879978,+01.52376929065,,20.8490,,,
GaiaDR2269414709096064,045.40465705114,+01.46930839729,-0.2062,20.1014,21.4157,18.8887,2.5270
GaiaDR2269414708969856,045.40187141964,+01.47116317036,0.4134,19.5405,20.3018,18.6789,1.6230
GaiaDR2269414708969984,045.39917548578,+01.47310703429,0.6216,18.7116,19.4474,17.8176,1.6298
GaiaDR2269449068708736,045.38045780053,+01.47324727477,0.4040,16.4431,16.7864,15.9270,0.8594
GaiaDR2269586507818752,045.41528266125,+01.49257486327,-0.8260,20.4684,21.1321,19.2592,1.8729
GaiaDR2269590802469504,045.41294082428,+01.49290208420,0.5455,20.3406,21.5243,19.0147,2.5097
GaiaDR2269620867531136,045.41633976876,+01.49787826363,0.9227,19.6507,20.7107,18.5629,2.1479
GaiaDR2269689586880128,045.38427031014,+01.48315827188,-1.0245,19.6434,19.7201,19.1761,0.5440
GaiaDR2269865680129920,045.38915823246,+01.51237865528,,20.0400,19.8015,18.1054,1.6961
GaiaDR2269930106807680,045.44123707412,+01.50680288940,-0.3265,20.5251,21.4962,19.2751,2.2211
GaiaDR2270071839126144,045.46360466694,+01.52530971376,2.7733,15.2934,16.0646,14.4383,1.6263
GaiaDR2270170623411840,045.46822856001,+01.53887668768,3.4961,19.5111,21.1645,18.1550,3.0095
GaiaDR2270209278158848,045.41962650482,+01.52420474169,,20.8321,21.9311,19.8206,2.1105
GaiaDR2270204982965632,045.41314086226,+01.52458973827,,21.1350,,,
GaiaDR2270308062365440,045.42080550886,+01.53975931611,-0.6344,20.6524,20.9560,19.1530,1.8030
GaiaDR2270312357374080,045.40856192520,+01.54037124774,1.8707,20.3044,20.7911,19.3452,1.4459
GaiaDR2270342424945280,045.43540121224,+01.54067277805,,20.8451,21.9977,19.6785,2.3192
GaiaDR2270346717032832,045.43552852604,+01.54204944709,2.4144,17.0798,18.4725,15.9063,2.5662
GaiaDR2270411143137664,045.43299037761,+01.54288749502,,20.9241,21.5254,19.2895,2.2359
GaiaDR2270514222050176,045.53907328544,+01.50354281046,5.5645,20.5163,21.3331,18.9254,2.4077
GaiaDR2270514220729984,045.53945211210,+01.51090975755,1.2020,20.7091,20.6437,19.4639,1.1798
GaiaDR2270548580467840,045.51514528719,+01.50669182224,1.8671,19.3431,20.7385,18.1152,2.6233
GaiaDR2270651659565568,045.56249445102,+01.52969754699,2.3713,18.0027,19.1624,16.8710,2.2914
GaiaDR2270686021174912,045.54758070765,+01.52974798831,0.5160,19.7833,19.0262,18.5704,0.4558
GaiaDR2270720379197056,045.54780759192,+01.53167286936,3.3195,11.7729,12.1024,11.2892,0.8132
GaiaDR2270724674154112,045.54798795538,+01.53321484271,0.6551,14.7669,15.0858,14.2464,0.8394
GaiaDR2270754738775936,045.50572569620,+01.51408507183,0.3288,18.9231,19.6723,17.9931,1.6792
GaiaDR2270827753369472,045.49052313304,+01.53329636097,-0.3693,20.0630,,,
GaiaDR2270827752800896,045.49022559150,+01.53320521070,0.4210,16.6797,16.8992,16.2184,0.6808
GaiaDR2270892177890432,045.53401688507,+01.54021666298,1.2736,16.0720,16.7373,15.2868,1.4505
GaiaDR2270892177916800,045.52234144442,+01.53751494750,0.3455,19.2497,20.4695,18.1991,2.2704
GaiaDR2270930832261120,045.54079443799,+01.54673299847,1.5785,20.3520,21.4128,19.0093,2.4035
GaiaDR2270960897368192,045.52442040478,+01.54651020162,,20.5072,20.7769,19.8287,0.9482
GaiaDR2270995257135104,045.52944297851,+01.55488366217,1.3521,19.6873,20.9216,18.3539,2.5677
GaiaDR2271029616871680,045.56917158795,+01.54331437653,3.0831,20.2437,20.7223,19.0261,1.6963
GaiaDR2271136991013504,045.57813109627,+01.55806673573,1.8073,17.2971,18.4617,16.2445,2.2172
GaiaDR2271132696062464,045.57048746978,+01.55834567343,0.5724,16.8346,17.2702,16.2410,1.0292
GaiaDR2271167055799680,045.58959633746,+01.55206278765,1.5680,18.2638,19.3550,17.1241,2.2309
GaiaDR2271167055827840,045.59510214454,+01.56084383788,0.3869,20.3121,20.9960,19.1368,1.8591
GaiaDR2271201415539840,045.60293689996,+01.56049109638,1.9687,18.5190,19.7618,17.3355,2.4263
GaiaDR2271235775278976,045.59160292969,+01.56581477229,1.8313,18.4608,19.1421,17.5095,1.6326
GaiaDR2271235775278848,045.57701897434,+01.56419612025,0.8489,20.5875,20.8725,19.8693,1.0032
GaiaDR2271377509182336,045.54597131289,+01.56651555201,0.8181,15.9527,16.5356,15.2452,1.2904
GaiaDR2271373214259200,045.54070921381,+01.56497179081,,20.9268,21.1497,20.0696,1.0801
GaiaDR2271407573999872,045.55394668138,+01.57890023755,-1.4523,20.6520,21.3114,19.1836,2.1278
GaiaDR2271446228658176,045.57581363215,+01.57977586955,1.0716,17.5552,18.3981,16.6354,1.7627
GaiaDR2271510653189888,045.56750471667,+01.58490758273,,20.6333,20.7941,19.7274,1.0666
GaiaDR2271510653190144,045.56465972803,+01.58563495168,0.1455,19.5647,20.4046,18.7798,1.6248
GaiaDR2271514948135040,045.55921764964,+01.58796161153,0.7467,16.2272,16.6750,15.6258,1.0492
GaiaDR2271545012929536,045.57730910638,+01.59650171438,1.4105,18.3149,19.5736,17.1707,2.4028
GaiaDR2271682451902592,045.48861734890,+01.55546849637,,20.8048,21.4430,19.4437,1.9993
GaiaDR2271686746908288,045.48155615035,+01.55709455241,2.2920,20.4073,20.7745,19.1424,1.6320
GaiaDR2271751171355648,045.52020575429,+01.56988447675,0.5054,18.5145,19.1178,17.6488,1.4690
GaiaDR2271819890831616,045.50531026111,+01.56797531211,0.5136,16.9211,17.4477,16.2514,1.1963
GaiaDR2271819890859264,045.50475843855,+01.57226113277,1.9115,20.6110,21.2304,19.1868,2.0436
GaiaDR2271854250568320,045.46331988855,+01.55862523960,0.7996,19.0117,19.6960,18.0631,1.6329
GaiaDR2271888610309376,045.46924559443,+01.57053171749,0.0525,20.2399,20.6492,19.7307,0.9185
GaiaDR2271957329813504,045.46459049864,+01.57760942725,-0.2446,19.9292,20.6461,18.8419,1.8042
GaiaDR2272064703949952,045.46885740324,+01.59153277860,0.2025,17.0699,17.4472,16.5511,0.8961
GaiaDR2272197847956352,045.51851787242,+01.57901424784,0.6399,18.2627,18.9763,17.4883,1.4879
GaiaDR2272236502641152,045.52965531709,+01.59154258377,0.4318,15.0566,15.5007,14.3900,1.1107
GaiaDR2272236502069120,045.52921741022,+01.59154935134,0.9191,17.7444,,,
GaiaDR2272232207722752,045.53444108098,+01.59551808832,,20.7947,22.1416,19.5474,2.5941
GaiaDR2272300927200384,045.56832131341,+01.60532907003,-0.0980,19.7221,20.5827,18.7501,1.8326
GaiaDR2272305222116992,045.56479344023,+01.60405560795,1.0315,14.9059,15.3359,14.3247,1.0113
GaiaDR2272335286899456,045.53896352743,+01.60219261891,2.3213,13.8651,14.3389,13.2473,1.0916
GaiaDR2272339581855488,045.54623285224,+01.60648661681,,17.3918,17.0448,15.6979,1.3469
GaiaDR2272369646677376,045.55100525777,+01.61141605407,0.3624,20.3938,20.8257,19.6075,1.2182
GaiaDR2272404008043008,045.50619640325,+01.60044847833,,21.0202,,,
GaiaDR2272438368987648,045.52139278911,+01.60612989718,,21.0570,,,
GaiaDR2272507085605888,045.51348089694,+01.61242868937,3.3487,18.0373,19.4355,16.8060,2.6296
GaiaDR2272507085606656,045.51060086830,+01.61739945661,,20.8096,20.8834,20.2855,0.5978
GaiaDR2272610164846592,045.50854002423,+01.62102705497,,20.6227,21.0992,19.2465,1.8526
GaiaDR2272610164823808,045.51703977050,+01.62843701869,,20.9084,20.8076,20.1090,0.6986
GaiaDR2272644526244736,045.53339750605,+01.63187798031,,20.8350,21.0701,19.7830,1.2871
GaiaDR2272747603723264,045.69485284150,+01.50650801668,0.3432,20.6512,21.5455,19.4137,2.1318
GaiaDR2272786258454400,045.70469802404,+01.52080640675,1.5864,16.5041,17.3400,15.6170,1.7229
GaiaDR2272919402480384,045.73294894229,+01.53745092047,0.3928,20.5315,21.6416,19.3609,2.2807
GaiaDR2272958057146752,045.67207638280,+01.51939627117,1.6968,17.1948,18.3369,16.1425,2.1944
GaiaDR2273026776623360,045.66630114980,+01.53065675414,2.9731,16.4340,17.6274,15.3622,2.2652
GaiaDR2273159920624128,045.68383742517,+01.54920520602,0.5488,20.3517,21.1916,19.4592,1.7324
GaiaDR2273228640098304,045.74679417260,+01.53419100998,-0.9545,19.6967,20.2465,19.0181,1.2283
GaiaDR2273267294818304,045.75378870998,+01.55070646616,,19.6831,19.0835,17.3875,1.6960
GaiaDR2273263001843072,045.76025377567,+01.55371486271,1.1922,20.4652,20.7229,19.9718,0.7511
GaiaDR2273297359577344,045.72992839458,+01.54768055318,0.8661,19.0032,19.8851,18.0608,1.8243
GaiaDR2273434798535040,045.76020445972,+01.56855401815,0.6348,19.1360,20.0038,18.2541,1.7497
GaiaDR2273469158302336,045.77024804429,+01.58270952462,-1.5360,20.6306,20.6029,20.3792,0.2237
GaiaDR2273503518009600,045.72082890880,+01.55712901439,-0.9728,20.1545,20.3731,19.7176,0.6556
GaiaDR2273606597254528,045.71880513848,+01.57321045374,0.1862,20.1871,20.7968,19.0907,1.7060
GaiaDR2273640956967040,045.74755799178,+01.57621477090,1.2540,18.6528,19.7308,17.5978,2.1330
GaiaDR2273645251939584,045.74391864168,+01.57917333963,0.8678,16.9875,17.6151,16.2654,1.3497
GaiaDR2273713971389056,045.73629292739,+01.58099091171,0.8856,15.6109,16.0906,14.9807,1.1099
GaiaDR2273778397771136,045.65751419121,+01.54243218499,,20.8771,21.1798,19.5385,1.6414
GaiaDR2273812755680128,045.66089345823,+01.54775368253,,20.6620,22.4233,19.6810,2.7423
GaiaDR2273984554350080,045.66838679003,+01.57138987419,,20.1278,19.7238,18.1619,1.5619
GaiaDR2274156353041536,045.63921838477,+01.57036917874,0.2893,18.2939,18.9774,17.4964,1.4811
GaiaDR2274190712781184,045.66828947467,+01.57707787931,-0.1077,20.4120,20.9739,20.0291,0.9448
GaiaDR2274328153659392,045.70529662987,+01.58271150796,2.9629,20.3026,21.3727,18.9464,2.4264
GaiaDR2274362514335360,045.72123730832,+01.58826100012,,20.8102,21.3828,19.7736,1.6092
GaiaDR2274401166156800,045.69287860605,+01.59093746373,1.7157,15.2291,15.7905,14.5247,1.2658
GaiaDR2274431230977920,045.70240306469,+01.59213848719,-0.0985,19.9421,20.9099,18.9269,1.9830
GaiaDR2274431230952320,045.70163208290,+01.59557199756,0.8471,19.2987,20.5636,18.0876,2.4760
GaiaDR2274431232868224,045.70118135297,+01.59611605650,0.4986,19.9419,20.8625,18.7581,2.1043
GaiaDR2274504245371264,045.73263852985,+01.61023558236,3.0635,15.1459,15.9388,14.2812,1.6576
GaiaDR2274603029670528,045.67678521539,+01.60018663047,-0.1118,20.3417,20.8616,19.3510,1.5106
GaiaDR2274710403801984,045.68139015461,+01.60570651883,0.4677,16.2655,16.6417,15.7170,0.9247
GaiaDR2274809188078592,045.69367246408,+01.62277130342,0.6227,19.8729,20.2633,19.2978,0.9654
GaiaDR2274809188079744,045.69420255290,+01.63038711121,0.7622,17.7056,18.5579,16.7981,1.7598
GaiaDR2274882202275200,045.79886914564,+01.57860974530,,20.3054,21.1937,19.2776,1.9161
GaiaDR2274980986766592,045.79482652709,+01.59706835023,0.2115,17.4892,18.0588,16.7675,1.2913
GaiaDR2275015346504448,045.81856757401,+01.59482333977,1.3507,18.0948,19.1821,17.0882,2.0940
GaiaDR2275054001210880,045.81576646285,+01.60645955731,0.1143,14.5011,15.0531,13.8168,1.2362
GaiaDR2275088360699904,045.80396112456,+01.59682450186,,20.7472,21.2136,19.7115,1.5021
GaiaDR2275084065982720,045.80445531912,+01.60429649600,4.3921,18.2283,19.7837,17.0386,2.7451
GaiaDR2275118427783680,045.81978613310,+01.61118255044,,20.9928,21.6395,20.3277,1.3118
GaiaDR2275118425722752,045.81153891582,+01.61752503741,,20.7883,21.1720,20.4042,0.7678
GaiaDR2275152785458816,045.76994577512,+01.60034265653,0.2838,18.1718,18.7935,17.4367,1.3568
GaiaDR2275225799903104,045.76657494191,+01.60503536273,2.3668,16.5261,17.5211,15.5320,1.9890
GaiaDR2275294519379584,045.78724043950,+01.61503832660,2.1107,13.6262,14.0768,13.0268,1.0500
GaiaDR2275358943891584,045.77753081795,+01.61764646014,4.7818,17.3236,18.9358,16.0243,2.9115
GaiaDR2275530742608896,045.84017652186,+01.63480824188,-0.9399,20.5900,21.0442,20.3509,0.6933
GaiaDR2275633821823744,045.84525115584,+01.63416493184,0.4396,19.5139,20.5518,18.4722,2.0796
GaiaDR2275672476500608,045.85149489852,+01.65018579140,1.0320,14.2651,14.6100,13.7553,0.8547
GaiaDR2275702541277440,045.81759605185,+01.63104745471,0.4938,18.5726,19.0565,17.9369,1.1196
GaiaDR2275741195729024,045.82833794728,+01.64032554990,0.8898,20.2401,21.2370,19.2809,1.9561
GaiaDR2275736901016832,045.82947212841,+01.63974922190,0.4650,19.4223,20.3361,18.4887,1.8474
GaiaDR2275741195977600,045.81531231724,+01.64122636031,0.8432,13.3996,13.9595,12.7045,1.2550
GaiaDR2275771260754688,045.80676968945,+01.63631438960,0.7907,17.3355,17.9248,16.5973,1.3274
GaiaDR2275809915454208,045.81680189392,+01.64677238403,1.7525,14.3656,14.8236,13.7558,1.0678
GaiaDR2275805620494720,045.82141489603,+01.65112360185,,20.0649,19.6908,18.1007,1.5900
GaiaDR2275805620516992,045.80944460907,+01.65361633269,,20.5225,21.5752,19.1163,2.4589
GaiaDR2275908699709952,045.82471048018,+01.65175721083,-0.6133,19.3787,19.9397,18.6962,1.2435
GaiaDR2275908699710976,045.82778301549,+01.66109031444,2.0793,18.1454,19.3785,17.0460,2.3325
GaiaDR2275908699733632,045.82939173930,+01.66286700546,1.0733,19.2288,20.5507,18.0674,2.4833
GaiaDR2276084793335808,045.74666612717,+01.62428480942,-2.5928,19.6827,19.7046,18.2704,1.4342
GaiaDR2276183577615872,045.75649322697,+01.64438305148,-0.4985,19.6204,20.0113,19.2214,0.7899
GaiaDR2276290951765888,045.73308451355,+01.63792196058,1.2489,14.4707,14.9258,13.8551,1.0708
GaiaDR2276286656830336,045.74057570768,+01.63826628853,-0.2343,18.9336,19.2319,18.3151,0.9168
GaiaDR2276321016592128,045.71825164810,+01.64341301548,1.9470,20.7007,21.5552,19.5499,2.0053
GaiaDR2276321016569728,045.71760350872,+01.64779549998,0.0305,19.1117,19.4512,18.5287,0.9225
GaiaDR2276355376308992,045.72705633019,+01.65360144881,0.8427,19.0222,20.3072,17.9033,2.4039
GaiaDR2276359671242368,045.72228028699,+01.65590378666,0.5304,17.6263,18.1612,16.9495,1.2118
GaiaDR2276389736069632,045.74725298143,+01.65531780938,0.6953,20.3842,20.9179,19.3766,1.5413
GaiaDR2276424095786112,045.75833341879,+01.65880705472,1.1299,19.0110,20.5224,17.8528,2.6696
GaiaDR2276428390718848,045.76104016422,+01.66188499909,6.8337,16.8486,18.4167,15.6312,2.7855
GaiaDR2276561534763392,045.80110771195,+01.66834598252,1.5242,20.0741,21.2574,18.7911,2.4663
GaiaDR2276836412671488,045.78210905799,+01.67685353207,1.4264,20.1205,20.7556,19.0401,1.7154
GaiaDR2276905132125696,045.76994837749,+01.68748766024,0.5076,16.5115,16.9715,15.9062,1.0653
GaiaDR2277145650306816,045.60514722966,+01.57693305809,3.4002,19.4790,21.1434,18.1632,2.9803
GaiaDR2277145650282368,045.60524648924,+01.58539018301,1.0451,16.9488,17.7050,16.1176,1.5874
GaiaDR2277287384180224,045.61999411259,+01.60246249160,0.1997,15.4674,15.9502,14.8136,1.1366
GaiaDR2277351808739328,045.58581823797,+01.59407135579,2.3184,20.2055,21.5174,18.9144,2.6030
GaiaDR2277386168452992,045.61244730650,+01.60242650916,0.3727,18.3435,19.0752,17.5440,1.5313
GaiaDR2277493542610304,045.61232318916,+01.61290929013,-1.1874,19.3544,20.2252,18.2769,1.9482
GaiaDR2277562262086784,045.60019639839,+01.62071930259,0.8483,15.6296,16.0428,15.0472,0.9956
GaiaDR2277557967148928,045.60065204416,+01.62882118836,,20.6794,21.1887,19.9465,1.2422
GaiaDR2277764125579648,045.68832505249,+01.63162522536,0.9685,18.4858,19.6737,17.3995,2.2742
GaiaDR2277798485341568,045.68666600628,+01.63718538242,,20.8944,21.2461,19.6121,1.6341
GaiaDR2277867204796160,045.68312830550,+01.64665842931,3.0236,18.4176,19.9157,17.1483,2.7673
GaiaDR2277867204796416,045.67735975772,+01.64799346910,0.5721,19.2008,19.6134,18.4817,1.1317
GaiaDR2277901564555776,045.63268757545,+01.63169090041,2.0218,19.8279,21.0886,18.6251,2.4635
GaiaDR2278039005323008,045.65328944165,+01.65038700308,2.0511,20.7035,21.8892,19.3544,2.5348
GaiaDR2278107722988928,045.63895339754,+01.66149520889,2.1427,20.1440,20.9202,18.9799,1.9403
GaiaDR2278210802176512,045.58049915583,+01.62100893443,,19.9911,19.5894,17.8413,1.7481
GaiaDR2278215097115904,045.58112283368,+01.63053200504,0.6614,15.5431,15.9622,14.9719,0.9904
GaiaDR2278352536068864,045.61163043159,+01.64386889778,1.3262,17.4398,18.3442,16.4381,1.9061
GaiaDR2278416960633856,045.59311467333,+01.65730715882,0.1287,19.9008,20.6164,18.8678,1.7486
GaiaDR2278520039825536,045.53989038908,+01.64825120625,0.5422,18.0119,18.5721,17.2857,1.2864
GaiaDR2278588759303424,045.57239281156,+01.65854291706,0.0816,19.5027,20.0058,19.0119,0.9939
GaiaDR2278691838518656,045.57098190464,+01.66041202614,0.4863,19.9149,20.3225,19.3915,0.9310
GaiaDR2278764852928768,045.62911587095,+01.66565869398,1.0486,20.2226,,,
GaiaDR2278760557996032,045.62943109906,+01.66584244798,0.1009,18.1010,18.1850,17.6037,0.5813
GaiaDR2278829277495424,045.61490794626,+01.66366406720,2.5254,19.6093,,,
GaiaDR2278829277472640,045.61214232841,+01.66426467894,3.0603,18.3149,19.8963,17.1014,2.7949
GaiaDR2278966716427520,045.63651996756,+01.68643922442,1.3058,18.3552,19.3774,17.3006,2.0768
GaiaDR2279005371097600,045.60012989658,+01.67009058487,0.8406,14.2268,14.5794,13.7069,0.8725
GaiaDR2279035437661952,045.59755226400,+01.67703146244,2.5145,20.4722,21.8032,19.0985,2.7046
GaiaDR2279069795642368,045.57581490772,+01.68002205716,0.1257,20.0510,20.4908,19.4603,1.0305
GaiaDR2279069795642240,045.58151370914,+01.68002606598,-0.0607,20.6848,21.1552,19.9746,1.1806
GaiaDR2279207236369792,045.60756079999,+01.69339852865,,20.8032,21.6435,19.7216,1.9218
GaiaDR2279310315733376,045.71373770057,+01.65763862170,0.5563,20.6508,21.0119,19.2826,1.7292
GaiaDR2279344675433984,045.68734675170,+01.66406120696,,20.6979,21.2281,19.1830,2.0452
GaiaDR2279452047694976,045.74306948677,+01.67685360028,3.1561,12.0686,12.3665,11.6145,0.7520
GaiaDR2279520767171200,045.72845799111,+01.68797925372,,19.7861,19.2356,17.5085,1.7271
GaiaDR2279619551455616,045.66112457413,+01.67726295108,0.6171,18.9590,19.4726,18.1682,1.3043
