GDR2_ID,GDR2_RA,GDR2_DEC,TLC,mas_parrallax,g_mag,bp-rp,probability,age_myr,age_err_lower,age_err_upper,Distance 
4126924574540400000,251.5582,-21.5191,-1,4.75,13.2 ,1.9,0.59,     ,     ,     ,210.5263158
6032390801151920000,249.3082,-28.4326,22,8.84,15.2 ,3.4,1,  7.4,  2.3 ,2.4 ,113.1221719
6032424164458820000,249.5844,-28.1649,22,6.33,15.6 ,3.1,1,11.1,  2.6 ,2.9 ,157.9778831
6324220772199030000,218.1712,-12.7875,-1,5.32,15.6 ,2.9,0.51,16.9,  5.3 ,3.3 ,187.9699248
3412561424610670000,  74.3177 ,22.8115,-1,5.78,16.6 ,4,1,  5.0,  2.0 ,1.3 ,173.0103806
3412564615771110000,  74.0360 ,22.8458,-1,5.59,17.8 ,3.6,0.19,42.1 ,29.9,10.0 ,178.8908766
1914155224614560000,345.8696 ,33.8011,-1,3.04,16.1 ,2.7,0.47,13.1,  2.3 ,3.2 ,328.9473684
5247482435424500000,144.2281,-66.4099,14,3.92,  7.9 ,0,0.33,     ,     ,     ,255.1020408
5247470473932540000,144.4781,-66.6337,14,4.99,17.5 ,3.2,0.17,42.6 ,24.6,13.2 ,200.4008016
6271155794125840000,213.7948,-25.3368,22,12.05,12.9 ,2.4,0.22,21.4 ,22.8 ,3.7 ,82.98755187
6271150094704330000,213.7466,-25.4878,-1,5.11,15.8 ,2.8,0.24,22.8,  4.3 ,6.0 ,195.6947162
6035519427137170000,243.3191,-33.0355,22,7.88,17.0 ,3.6,0.76,30,  6.7 ,8.8 ,126.9035533
5243512476891640000,146.8662,-69.4166,-1,7.27,17.6 ,3.9,0.78,30.5,  4.4 ,8.2 ,137.5515818
4426593101435600000,239.3676,  5.7137,-1,4.29,15.6 ,2.6,0.36,16.7,  7.5 ,1.4 ,233.1002331
451888288199015000,  35.6138 ,51.6541,-1,4.79,12.5 ,1.7,0.27,     ,     ,     ,208.7682672
3054044252262980000,114.1118 ,-7.9483,-1,3.55,16.4 ,2.7,0.2,21.9 ,10.1 ,5.6 ,281.6901408
3038776536873490000,122.3357 ,-8.7588,-1,3.93,16.1 ,2.7,0.13,25.5 ,75.8 ,7.7 ,254.4529262
2347337482830380000,  9.3530,-24.3286,-1,5.33,13.7 ,2.1,0.38,11.8,  4.6 ,2.8 ,187.6172608
6061454157657760000,194.3542,-56.0809,22,7.55,15.5 ,3,0.32,25.1,  5.1 ,6.9 ,132.4503311
6061471337528130000,195.2068,-55.9474,22,8.16,17.7 ,4,0.63,33.6,  3.9,10.4 ,122.5490196
1872727791159500000,312.4480 ,38.4011,-1,3.46,16.9 ,2.9,0.21,23.9 ,16.2 ,6.0 ,289.017341
2227701787279320000,355.4184 ,71.8634,-1,3.14,16.2 ,2.8,0.98,  8.8,  3.9 ,3.3 ,318.4713376
2227697320513180000,354.4822 ,71.9491,-1,3.13,16.9 ,2.9,0.41,17.7,  6.0 ,3.0 ,319.4888179
2227726040955370000,355.4551 ,72.082,-1,3.75,12.0 ,1.2,0.12,     ,     ,     ,266.6666667
6061494736511430000,193.8484,-56.145,22,8.31,13.7 ,2.5,0.51,13.3,  3.6 ,3.4 ,120.3369434
87501510455906000,  36.9407 ,20.9393,-1,6.88,17.5 ,3.7,0.32,39.1,  8.9 ,8.2 ,145.3488372
87474778579475300,  36.8063 ,20.6259,-1,3.1,17.0 ,2.9,0.23,19.9,  5.0 ,4.3 ,322.5806452
6061474910941070000,195.3788,-55.7788,22,8.77,16.8 ,3.9,1,16,  3.7 ,5.6 ,114.0250855
322000436985857000,  19.6976 ,38.4444,-1,6.69,15.8 ,3,0.31,24.7,  5.2 ,6.8 ,149.4768311
321998306682078000,  19.4869 ,38.4365,-1,4.12,17.3 ,3.2,0.2,29.6 ,19.3 ,7.5 ,242.7184466
3235068087173330000,  76.1434,  2.2447,-1,3.25,16.7 ,2.8,0.17,22.6 ,10.9 ,6.0 ,307.6923077
4198927639703190000,285.2781,-11.6577,-1,5.91,14.6 ,2.5,0.12,24.8 ,44.7 ,8.2 ,169.2047377
4192244430044670000,299.1768 ,-8.961,  7,7.45,16.0 ,3.2,0.45,24.5,  5.4 ,5.3 ,134.2281879
4627574274982890000,  65.3213,-77.2275,-1,4.58,16.7 ,3,0.24,25.8 ,14.1 ,7.0 ,218.3406114
3234893848940020000,  78.4073,  2.3188,18,6.03,16.1 ,3,0.24,26.9 ,15.4 ,7.0 ,165.8374793
428342762091655000,  4.9580 ,59.6139,-1,6,14.7 ,2.7,0.69,14.7,  4.0 ,1.4 ,166.6666667
4154279182592180000,276.2078,-10.4048,-1,3.46,12.4 ,1.6,0.4,     ,     ,     ,289.017341
245182507360373000,  56.3147 ,46.0306,16,5.88,16.7 ,3.3,0.63,22.7,  5.0 ,3.7 ,170.0680272
3235055614588160000,  76.9868,  2.5164,-1,4.17,15.8 ,2.7,0.21,22.2 ,26.7 ,3.8 ,239.8081535
3234920065420330000,  78.4822,  2.6114,18,5.94,14.9 ,2.7,0.7,14.7,  4.2 ,2.2 ,168.3501684
3234917110482830000,  78.4850,  2.6106,18,5.74,14.9 ,3,1,  4.4,  1.6 ,1.8 ,174.2160279
3234913433990860000,  78.4610,  2.4524,18,9.54,17.1 ,3.8,0.39,43.7 ,12.5 ,7.1 ,104.8218029
5251338353995890000,158.1559,-65.6287,-1,3.33,16.2 ,2.6,0.16,20,  5.4 ,1.6 ,300.3003003
5251325434734740000,156.1257,-65.3196,22,6.79,14.9 ,2.8,0.59,15.7,  7.6 ,3.2 ,147.275405
4115201615951660000,257.7702,-22.8881,-1,4.62,16.6 ,3.2,0.71,15.2,  3.3 ,4.3 ,216.4502165
5770517849009010000,199.5654,-83.4826,-1,6.43,16.1 ,3.2,0.99,16.5,  3.8 ,3.8 ,155.5209953
5250058213225030000,146.5952,-62.3803,-1,4.38,17.5 ,3.4,0.46,23.9,  5.8 ,5.5 ,228.3105023
2951295509120840000,  96.4394,-14.6097,-1,3.24,17.0 ,2.9,0.17,24.7 ,15.8 ,5.4 ,308.6419753
5908500918999650000,224.4348,-43.3581,22,7.42,15.9 ,3.1,0.28,28,  7.2 ,5.5 ,134.7708895
6766392912366820000,292.0122,-26.2302,-1,3.02,13.3 ,1.5,0.16,     ,     ,     ,331.1258278
4113272694594710000,253.4896,-24.6544,22,7.41,16.0 ,3.3,0.97,19.4,  2.0 ,4.9 ,134.9527665
6107659514588510000,208.9271,-45.1034,22,7.45,15.0 ,2.8,0.43,19.1,  8.1 ,4.9 ,134.2281879
223583700941270000,  57.0496 ,37.8682,15,4.05,15.7 ,2.6,0.19,20.7 ,22.5 ,3.0 ,246.9135802
223549478641991000,  57.6898 ,37.9005,-1,5.32,17.5 ,3.6,0.47,28,  5.6 ,5.9 ,187.9699248
5775740666680050000,250.2229,-79.3716,-1,15.2,15.2 ,3.5,0.94,28.1,  8.1 ,5.3 ,65.78947368
1752307349229770000,305.752,  8.6417,-1,6.3,16.0 ,3,0.18,28.3 ,18.8 ,5.7 ,158.7301587
964177934129917000,  99.1056 ,43.8291,-1,19.83,12.7 ,2.7,0.3,28.4 ,17.8,10.4 ,50.42864347
4896083260823590000,  66.0796,-25.1534,-1,7.1,15.6 ,3,0.29,24.7,  7.8 ,6.2 ,140.8450704
1725522459996920000,213.9285 ,83.3513,-1,3.5,16.9 ,2.9,0.14,27.9 ,15.0 ,7.9 ,285.7142857
2005459804079420000,332.1371 ,54.3162,10,4.07,16.9 ,3,0.28,23.3,  8.9 ,6.9 ,245.7002457
2804904194531300000,  11.8653 ,24.1466,-1,3.57,17.2 ,3,0.18,26.7 ,20.6 ,7.7 ,280.1120448
6005290206037550000,227.0504,-40.5841,22,9.65,  5.7,-0.1,0.36,     ,     ,     ,103.626943
5560425778515200000,111.6701,-42.0552,24,3.32,17.3 ,3.1,0.18,25.4 ,20.0 ,7.8 ,301.2048193
281559093648562000,  82.2987 ,58.1172,-1,4.28,13.3 ,1.8,0.48,     ,     ,     ,233.6448598
5861872284483940000,193.8906,-64.5337,-1,3.81,16.8 ,3.3,0.98,  8.9,  2.4 ,3.3 ,262.4671916
6205172593814390000,223.153,-32.769,22,8.26,14.2 ,2.7,0.31,18.5,  5.3 ,1.8 ,121.0653753
6564026659102650000,327.7244,-47.5111,-1,4.08,16.6 ,2.9,0.14,29.0 ,39.9,10.3 ,245.0980392
5861878293090670000,193.3881,-64.59,-1,4.35,17.8 ,3.5,0.15,36.0 ,22.7 ,9.7 ,229.8850575
6005314399597750000,227.6576,-40.2786,22,7.53,13.8 ,2.3,0.13,21.6 ,18.1 ,3.9 ,132.8021248
4896002549798280000,  66.0931,-25.5668,-1,5.8,16.2 ,3,0.15,30.1 ,18.2,11.8 ,172.4137931
5861865618693950000,193.6932,-64.6105,-1,3.51,17.3 ,3.3,0.76,12.7,  2.8 ,3.7 ,284.9002849
4224296602739810000,303.8829 ,-0.5047,-1,5.27,16.5 ,3.1,0.18,28.1 ,11.4 ,6.8 ,189.7533207
4856088078686050000,  54.7525,-39.4822,  5,8.79,15.5 ,3.2,0.58,23.8,  6.3 ,5.9 ,113.7656428
4855743484870140000,  56.8154,-39.1283,-1,3.61,13.3 ,1.6,0.5,     ,     ,     ,277.0083102
5865871998528690000,206.004,-61.3664,-1,13.5,  7.4 ,1.4,1,     ,     ,     ,74.07407407
6123972354430320000,213.405,-32.7301,-1,3.42,15.7 ,2.5,0.14,20.5 ,10.3 ,1.9 ,292.3976608
6016940326335780000,247.2612,-40.5135,-1,3.23,10.4 ,0.6,0.33,     ,     ,     ,309.5975232
2301600887195420000,301.0115 ,83.0975,-1,4,13.4 ,1.7,0.17,     ,     ,     ,250
6097004559722530000,212.4428,-44.6888,22,7.22,16.1 ,3.2,0.54,24.3,  8.2 ,5.0 ,138.5041551
6478107251392110000,315.3381,-49.5521,-1,4.26,10.6 ,1.5,0.99,     ,     ,     ,234.741784
5656095208662170000,134.9776,-20.9081,-1,16.8,13.0 ,2.7,0.41,19,  6.2 ,4.2 ,59.52380952
5877200850992010000,220.112,-63.2854,22,8.9,13.3 ,2.5,0.82,10.4,  3.4 ,2.9 ,112.3595506
1155953137338370000,229.4235,  4.6209,-1,3.5,15.7 ,2.4,0.14,20.7 ,18.6 ,3.5 ,285.7142857
445717141752257000,  56.7002 ,55.9812,-1,3.15,12.4 ,1.4,0.16,  7.5,  2.6 ,0.6 ,317.4603175
6016970116212450000,248.1038,-40.6344,22,5.4,16.0 ,3.4,1,  5.9,  2.2 ,1.7 ,185.1851852
6016955886972000000,248.1116,-40.8108,22,5.71,17.3 ,3.7,0.79,19.7,  3.2 ,4.4 ,175.1313485
4053983900887480000,266.7969,-32.96,-1,4.15,16.4 ,2.9,0.16,24.6,  7.0 ,6.8 ,240.9638554
6016950221923530000,248.1867,-40.9562,22,6.12,16.7 ,3.3,0.43,27.0 ,10.2 ,6.7 ,163.3986928
6016967333073450000,248.3888,-40.4407,22,5.19,16.7 ,3.5,1,  8.8,  2.7 ,2.6 ,192.6782274
6016935825209910000,247.3483,-40.6286,22,5.44,15.7 ,2.9,0.34,18.5,  7.5 ,4.1 ,183.8235294
6016952661465260000,248.3242,-40.8522,22,5.43,15.1 ,3.1,1,  2.7,  0.7 ,0.6 ,184.1620626
2301602712558150000,301.4252 ,83.178,-1,3.14,17.4 ,3,0.16,28.2 ,24.6 ,7.4 ,318.4713376
6123934936675040000,212.865,-33.0993,22,7.68,16.9 ,3.4,0.21,43.0 ,22.9 ,9.0 ,130.2083333
5237866690854450000,167.4656,-68.202,22,7.14,16.3 ,3.2,0.25,32.5 ,18.1 ,5.9 ,140.0560224
4145974060225290000,271.7902,-15.392,-1,5.38,16.1 ,3.1,0.74,14.1,  3.3 ,4.4 ,185.8736059
405829471231625000,  24.4672 ,50.5272,-1,3.33,16.8 ,2.9,0.23,20.1,  5.5 ,4.3 ,300.3003003
5236504219837690000,175.4025,-65.6744,-1,5.33,17.7 ,3.5,0.2,44.4 ,31.5,10.7 ,187.6172608
292071455599507000,  24.1159 ,25.1431,-1,4.55,10.1 ,1.5,1,     ,     ,     ,219.7802198
291971430105974000,  23.1247 ,24.6132,-1,5.99,17.7 ,3.6,0.3,40.5 ,12.1 ,9.1 ,166.9449082
6066125157916220000,206.2961,-52.8015,-1,3.43,11.4 ,1.4,0.2,     ,     ,     ,291.5451895
4145955948286170000,272.062,-15.5335,-1,5.64,16.2 ,3,0.14,28.2 ,27.8 ,6.2 ,177.3049645
4736829309461200000,  51.0861,-51.5408,-1,4.88,15.9 ,2.9,0.64,16.6,  5.8 ,5.8 ,204.9180328
4156722920207890000,278.6575 ,-7.8999,-1,3.63,13.5 ,1.7,0.12,     ,     ,     ,275.4820937
4156705362383530000,278.1727 ,-8.078,-1,3.54,16.8 ,3,0.13,26.5 ,36.3,11.0 ,282.4858757
4156709588629700000,278.3688 ,-7.9948,-1,4,12.3 ,1.5,0.68,     ,     ,     ,250
5782546059545320000,241.5909,-72.9721,22,9.4,14.9 ,3.4,1,  4.2,  1.9 ,1.1 ,106.3829787
928878937953274000,122.1033 ,43.7983,-1,19.15,13.6 ,3,0.32,29.2 ,22.7,10.6 ,52.21932115
928907078578967000,122.0572 ,43.931,-1,8.5,15.6 ,3.1,0.37,26.1 ,12.1 ,6.9 ,117.6470588
5980421765665840000,259.8111,-31.2331,22,9.1,15.1 ,3.2,0.99,15.7,  3.5 ,5.6 ,109.8901099
6719069313429780000,287.6516,-36.7236,-1,5.38,16.4 ,3.1,0.27,23.3,  5.3 ,5.7 ,185.8736059
5980405169912590000,260.0728,-31.3842,-1,3.53,16.7 ,2.9,0.13,25.8 ,50.6 ,7.0 ,283.286119
6719035052475590000,287.4414,-37.0741,22,6.43,12.2 ,2.1,1,     ,     ,     ,155.5209953
5061369957609320000,  49.2038,-26.8642,-1,3.85,15.3 ,2.4,0.13,22.6 ,22.5 ,4.0 ,259.7402597
6008347161911500000,236.4376,-38.8992,22,7,17.4 ,3.7,0.56,35.1,  8.5,10.1 ,142.8571429
6008340461762370000,236.389,-39.1211,22,7.7,15.6 ,3.1,0.29,25.6 ,11.2 ,7.5 ,129.8701299
6008283660805660000,236.4564,-39.3955,-1,4.15,13.2 ,1.7,0.2,     ,     ,     ,240.9638554
6638771429496960000,290.2591,-58.2302,-1,4.03,16.7 ,3,0.2,23.3 ,10.0 ,7.0 ,248.1389578
5478953410002820000,101.0588,-62.0489,24,5.24,16.6 ,3.3,1,14.2,  2.7 ,3.5 ,190.8396947
169763878074995000,  62.5115 ,32.7126,15,3.02,16.3 ,2.9,0.71,  8.9,  2.7 ,3.7 ,331.1258278
5322833994504010000,128.9798,-50.383,19,6.15,16.7 ,3.3,0.57,25.3,  9.3 ,5.1 ,162.601626
1628720253696920000,246.9323 ,62.7702,-1,3.16,16.8 ,2.8,0.45,18.6,  8.4 ,4.4 ,316.4556962
6006243005888840000,231.8665,-39.0104,22,6.41,16.0 ,3,0.3,25.9 ,14.5 ,8.0 ,156.0062402
508432494730032000,  30.4772 ,61.0964,-1,4.54,17.3 ,3.3,0.21,30.2 ,20.4 ,6.3 ,220.2643172
169828886699563000,  62.3138 ,32.9541,15,3.39,15.9 ,2.8,0.67,  9.2,  3.0 ,3.0 ,294.9852507
169808305216343000,  62.2017 ,32.7446,15,3.1,16.3 ,3,0.94,  5.3,  1.9 ,2.3 ,322.5806452
169790713030494000,  62.7365 ,32.9247,15,3.03,16.0 ,2.7,0.37,12.3,  3.4 ,2.1 ,330.0330033
169780027151812000,  63.1122 ,32.8159,-1,4.82,  9.1 ,0.3,0.31,     ,     ,     ,207.4688797
3077073072328740000,127.7336,  0.9299,-1,6.93,14.0 ,2.4,0.13,23.1 ,27.7 ,3.2 ,144.3001443
3485098646237000000,173.1711,-26.8693,22,21.52,13.4 ,3.5,1,  6.7,  2.3 ,2.3 ,46.46840149
3485098646237000000,173.1715,-26.8657,22,21.61,11.2 ,2.5,1,  6.8,  3.0 ,1.9 ,46.27487274
1244241962543780000,206.8491 ,16.7519,-1,4.48,17.3 ,3.2,0.17,35.8 ,26.5 ,9.3 ,223.2142857
4508026467348490000,284.5182 ,16.4556,-1,4.61,16.2 ,2.9,0.14,26.5 ,17.4 ,9.9 ,216.9197397
5582735380538570000,100.7882,-33.386,-1,4.76,12.5 ,1.5,0.25,     ,     ,     ,210.0840336
2948173033537400000,105.5333,-15.5251,  6,5.91,16.6 ,3.2,0.52,25.6,  7.0 ,6.4 ,169.2047377
2948164890278390000,103.9595,-14.657,-1,3.14,15.9 ,2.6,0.73,10.4,  2.8 ,3.8 ,318.4713376
2948115648474990000,103.8725,-14.9925,  6,5.22,16.4 ,3,0.14,29.9 ,24.4,10.4 ,191.5708812
5869984172064200000,202.7194,-59.3717,22,11.25,14.8 ,3.1,0.56,26.6 ,14.6 ,7.5 ,88.88888889
5307263531162920000,142.1165,-56.0427,22,7.02,15.1 ,3.1,1,  9.6,  2.8 ,2.8 ,142.4501425
5307267315051190000,142.2158,-55.8639,22,7.34,16.4 ,3.2,0.21,33.9,  9.2 ,9.0 ,136.239782
6004380261391880000,228.8749,-40.9918,22,6.38,16.3 ,3.2,0.68,22.7,  7.0 ,4.0 ,156.7398119
6004384796877470000,228.8131,-40.864,22,7.23,15.5 ,3,0.5,18.4,  4.6 ,5.0 ,138.3125864
3077239205958910000,125.9713 ,-0.3008,-1,6.17,15.7 ,2.9,0.21,24.3 ,23.0 ,7.3 ,162.0745543
564670178021061000,  9.4952 ,78.8207,  8,5.75,17.7 ,3.5,0.32,39.4 ,10.3 ,4.7 ,173.9130435
564638120384153000,  0.1414 ,79.6768,  8,6.35,15.0 ,2.7,0.25,22.8 ,12.4 ,5.6 ,157.480315
6004379539837510000,228.6411,-40.9055,22,6.03,15.2 ,2.8,0.91,14.6,  3.8 ,4.2 ,165.8374793
6004397269462910000,229.214,-40.7119,22,6.32,16.6 ,3.4,0.95,18.6,  2.4 ,4.9 ,158.2278481
564695879105289000,  9.9122 ,79.0878,  8,6.68,16.0 ,3.2,0.91,18.8,  5.6 ,4.4 ,149.7005988
564707973733132000,  9.7653 ,79.322,  8,6.72,12.9 ,2.1,0.98,  7.6,  6.9 ,1.2 ,148.8095238
564641659438413000,  11.2796 ,78.4607,  8,5.75,15.8 ,2.9,0.35,21.6,  5.8 ,6.0 ,173.9130435
564698451788613000,  9.5260 ,79.0557,  8,6.71,10.2 ,1.1,0.31,  5.8,  2.9 ,2.1 ,149.0312966
564591047542723000,  0.5906 ,78.9926,-1,3.66,17.0 ,3,0.2,24.4 ,11.1 ,7.2 ,273.2240437
6004425032130140000,226.4734,-43.3131,22,6.47,14.9 ,2.9,1,  8.2,  2.8 ,3.4 ,154.5595054
1998957635893860000,355.3700 ,58.2673,-1,3.1,17.1 ,2.9,0.17,24.8 ,13.3 ,3.7 ,322.5806452
1999006632882160000,354.9329 ,58.4187,-1,3.2,16.6 ,2.7,0.16,23.5 ,39.0 ,4.8 ,312.5
5969089679054170000,250.0799,-40.5,-1,7.55,12.7 ,2.1,0.83,  7.6,  3.1 ,1.2 ,132.4503311
5969094180180510000,250.4047,-40.3967,22,5.64,15.9 ,3.3,1,  6.0,  2.0 ,2.2 ,177.3049645
5969094145822770000,250.3997,-40.4067,22,5.64,15.4 ,2.9,0.92,10.6,  2.7 ,3.9 ,177.3049645
5969091641908880000,250.2898,-40.5174,22,5.7,16.1 ,3,0.25,22.6,  6.2 ,6.8 ,175.4385965
5996898290938990000,240.8779,-40.4095,22,6.29,14.1 ,2.8,1,  2.7,  0.8 ,0.6 ,158.9825119
4533012323641600000,284.1143 ,23.2297,-1,3.05,16.6 ,2.8,0.36,16.0 ,19.6 ,2.8 ,327.8688525
5969098926173860000,250.2896,-40.2708,22,5.59,14.8 ,2.9,1,  6.1,  3.6 ,1.6 ,178.8908766
4533015102470270000,284.7398 ,22.766,-1,3.79,12.4 ,1.4,0.2,  8.6,  6.5 ,2.0 ,263.8522427
5969089030567310000,250.1605,-40.5105,22,5.74,15.7 ,2.9,0.34,20.4,  3.8 ,4.8 ,174.2160279
556453317170047000,  76.0066 ,80.1416,-1,7.14,17.5 ,3.7,0.36,41.3,  7.3 ,7.1 ,140.0560224
6038125304039180000,246.5676,-29.111,-1,4.54,16.5 ,3,0.19,24.6 ,13.1 ,5.8 ,220.2643172
3443353655768030000,  86.8456 ,28.958,-1,5.5,16.7 ,3.2,0.33,27.1,  9.0 ,6.7 ,181.8181818
6000305540025600000,228.3515,-44.7572,22,6.48,14.8 ,2.7,0.93,13.9,  4.0 ,2.8 ,154.3209877
6000306811335950000,228.2823,-44.7107,22,6.96,15.2 ,2.8,0.42,21.2,  8.2 ,5.7 ,143.6781609
6000305368226940000,228.247,-44.7197,22,6.6,14.7 ,2.8,0.98,10.6,  2.6 ,3.8 ,151.5151515
3099065302051900000,102.4385 ,-7.9848,26,3.68,17.1 ,3.1,0.23,23.2,  8.2 ,6.1 ,271.7391304
3099058223946000000,102.4478 ,-8.1797,26,3.9,14.9 ,2.6,0.99,  5.9,  2.3 ,1.7 ,256.4102564
6038124651197080000,246.5323,-29.1807,22,8.34,13.9 ,2.6,0.62,14.1,  3.7 ,2.2 ,119.9040767
6038124651204130000,246.5318,-29.1815,22,8.35,15.2 ,2.9,0.14,28.0 ,19.6 ,6.6 ,119.760479
6038156159083770000,245.5358,-29.2519,22,7.59,13.2 ,2.3,0.97,  8.8,  3.9 ,1.1 ,131.7523057
5929764825389440000,253.804,-54.5806,-1,4.58,16.2 ,2.8,0.23,22.6,  9.3 ,5.7 ,218.3406114
3420193615854980000,  76.4726 ,26.4299,-1,3.42,  6.5 ,0.3,0.82,     ,     ,     ,292.3976608
5975062161801440000,263.4557,-34.849,22,7.88,16.9 ,3.7,0.78,27.2,  7.8 ,5.9 ,126.9035533
3285067416372430000,  65.3541,  6.2195,18,6.15,16.5 ,3.4,0.94,15.4,  2.7 ,4.4 ,162.601626
3284786766030050000,  63.4922,  5.5724,-1,3.97,16.6 ,3,0.48,15.7,  5.3 ,5.2 ,251.8891688
5942187245212280000,247.444,-46.3237,22,7.11,15.3 ,3,0.88,15.7,  4.3 ,5.7 ,140.6469761
1762307755376950000,311.4736 ,14.8873,-1,4.89,15.5 ,2.7,0.29,19.7,  8.7 ,4.0 ,204.4989775
5516776713088370000,125.7108,-46.282,-1,3.13,16.2 ,2.6,0.29,17.3,  6.8 ,2.3 ,319.4888179
1671325951315760000,209.1720 ,65.9201,-1,4.19,16.8 ,3,0.15,29.6 ,26.2 ,9.0 ,238.6634845
1671700094506580000,209.6171 ,66.0394,-1,5.3,15.9 ,2.8,0.17,26.5 ,31.5 ,8.0 ,188.6792453
5269931576639850000,127.3346,-69.6879,-1,7.16,16.4 ,3.4,0.79,23.4,  4.1 ,6.1 ,139.6648045
5269990537950820000,125.8623,-69.6199,22,9,13.2 ,2.3,0.32,19.1 ,34.4 ,4.5 ,111.1111111
6734809818842670000,278.7637,-34.077,22,7.02,14.6 ,2.8,1,10,  3.3 ,3.1 ,142.4501425
6734826414587430000,279.3491,-33.93,22,6.94,16.9 ,3.4,0.44,31.1,  6.2 ,7.1 ,144.092219
6789348855428510000,321.2538,-28.8035,-1,3.68,15.7 ,2.5,0.17,20.4 ,18.6 ,2.9 ,271.7391304
1371302247804630000,235.9145 ,34.9881,-1,5.18,17.2 ,3.4,0.51,26.8,  8.3 ,5.6 ,193.0501931
1371281597601780000,235.7370 ,34.7865,-1,5.39,16.3 ,3,0.27,28.0 ,10.2 ,8.2 ,185.528757
1371514556628220000,239.7421 ,33.9617,-1,7.69,18.4 ,4.5,0.45,     ,     ,     ,130.0390117
6734821084509550000,279.046,-34.1049,22,6.84,12.2 ,1.8,0.27,     ,     ,     ,146.1988304
498823965686167000,  78.5297 ,71.6798,-1,3.22,17.1 ,2.9,0.16,26.6 ,24.3 ,7.4 ,310.5590062
6487656509878780000,358.6062,-62.0245,-1,5.42,16.3 ,3,0.35,24.6,  5.6 ,6.7 ,184.501845
918387393705424000,129.1006 ,46.3625,-1,3.96,16.6 ,2.9,0.32,19.8,  7.0 ,4.0 ,252.5252525
5824419413730160000,227.9095,-66.5574,-1,3.51,16.3 ,2.8,0.32,18.2,  8.1 ,3.9 ,284.9002849
6550325786443120000,348.2622,-36.7083,-1,6.29,17.1 ,3.4,0.21,41.0 ,34.7,11.3 ,158.9825119
6384346809649920000,341.1354,-70.4027,-1,3.89,17.0 ,3,0.22,25.6 ,11.6 ,7.3 ,257.0694087
5412128323087630000,148.5985,-43.9885,-1,5.02,17.2 ,3.8,1,  6.9,  1.4 ,2.2 ,199.2031873
5895370143158440000,214.4298,-56.0914,-1,9.13,14.4 ,2.7,0.15,24.8 ,17.1 ,7.1 ,109.5290252
6152348035123930000,191.243,-39.8641,-1,4.51,16.2 ,2.8,0.16,26.5 ,20.4 ,6.4 ,221.72949
6152386758548980000,191.8576,-39.4503,22,7.16,16.2 ,3.6,1,  9.5,  2.7 ,2.1 ,139.6648045
6152363458351160000,190.9822,-39.7515,22,8.2,16.5 ,3.4,0.42,31.6,  5.8 ,7.1 ,121.9512195
6356313558109330000,327.6209,-77.6306,-1,3.48,11.3 ,1.3,0.11,  2.3,  0.8 ,0.8 ,287.3563218
6384560527222500000,346.4455,-69.9008,-1,4.14,16.4 ,2.8,0.13,28.6 ,23.6 ,9.0 ,241.5458937
275655678280191000,  64.0588 ,54.3509,-1,3.33,16.4 ,2.7,0.13,23.6 ,31.0 ,4.0 ,300.3003003
275696875606575000,  64.9848 ,54.8263,-1,4.77,16.2 ,2.9,0.17,26.1 ,24.4 ,6.9 ,209.6436059
275652826421932000,  63.9781 ,54.2486,-1,3.43,13.5 ,1.9,0.98,     ,     ,     ,291.5451895
275632897774158000,  65.4238 ,54.6373,-1,3.22,14.2 ,2,0.91,  5.5,  3.3 ,1.6 ,310.5590062
2965416330797470000,  83.3040,-20.8443,-1,6.96,16.2 ,3.1,0.19,31.6 ,15.4 ,7.4 ,143.6781609
2965324659014470000,  84.9363,-20.4351,24,4.81,  6.9,-0.1,0.33,     ,     ,     ,207.9002079
5802073970166540000,254.9004,-75.4966,-1,3.79,16.3 ,3,1,  8.4,  2.3 ,3.1 ,263.8522427
2220552247280150000,321.6650 ,65.4724,-1,3.23,15.9 ,2.9,1,  3.2,  1.2 ,0.6 ,309.5975232
4036279422901940000,271.7824,-37.6564,22,6.49,15.8 ,3.2,0.91,14,  2.0 ,3.7 ,154.0832049
2965387193739370000,  84.2773,-20.6851,24,4.79,17.5 ,3.3,0.17,39.8 ,17.8 ,8.6 ,208.7682672
2965424817652790000,  83.5221,-20.7022,-1,5.74,16.2 ,3,0.17,28.1 ,17.0 ,5.6 ,174.2160279
2965438527188390000,  83.4767,-20.5934,-1,5.95,16.0 ,3.1,0.49,22.1,  4.9 ,4.2 ,168.0672269
1604532647153510000,216.2059 ,50.8341,-1,3.38,17.0 ,2.8,0.15,28.3 ,26.2 ,5.7 ,295.8579882
6025280809209830000,247.5431,-32.3226,22,6.69,16.0 ,3.1,0.47,21.8,  8.4 ,4.7 ,149.4768311
1744848404079820000,318.4242 ,11.0836,-1,3.61,15.9 ,2.6,0.2,20.1 ,10.5 ,2.7 ,277.0083102
223759760240445000,  58.0703 ,39.0204,15,3.65,16.6 ,2.9,0.23,21.5,  5.0 ,5.4 ,273.9726027
223836073220118000,  57.3318 ,38.844,-1,6.82,16.5 ,3.3,0.29,30.4 ,13.4 ,5.5 ,146.627566
4127066961304630000,252.9562,-21.4369,22,6.48,15.5 ,3,0.89,13.8,  2.2 ,4.3 ,154.3209877
1970870027253630000,321.1398 ,44.7649,-1,5.42,16.3 ,3.2,0.99,15.5,  3.5 ,5.0 ,184.501845
